section,set_name,draw_name,column_index,triad,vt_triad,vertical_support,horizontal_span,set_span,variant_echo,has_straight,has_vt_straight,vt_only_lane,col1_arrival,precol1_funnel,ls_col_42,ls2_lane,is_starred,star_count,is_superhot_slot,is_set1,guard_injected,score,reasons
Combined,Set3,Draw1,6,001,12,4,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.85,hot16|vertical4|vt_straight|straight_lane
Combined,Set2,Draw1,7,001,12,4,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.85,hot16|vertical4|vt_straight|straight_lane
Midday,Set2,Draw1,3,158,124,1,5,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Midday,Set2,Draw1,3,188,24,1,7,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Midday,Set2,Draw1,3,588,14,1,5,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set2,Draw1,3,048,145,1,6,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set3,Draw1,3,048,145,1,5,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set2,Draw1,3,358,144,1,6,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set3,Draw1,3,358,144,1,7,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set2,Draw1,3,359,145,1,6,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set3,Draw1,3,359,145,1,5,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set2,Draw1,3,389,445,1,6,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set3,Draw1,3,389,445,1,7,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set2,Draw1,3,589,145,1,6,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Combined,Set3,Draw1,3,589,145,1,7,3,3,0,1,1,0,1,0,0,1,16,0,0,0,20.85,hot16|vertical1|funnel_precol1|vt_straight|vt_only_lane
Midday,Set1,Draw2,4,006,12,1,5,3,3,1,1,0,0,0,1,0,1,16,0,1,0,20.8,hot16|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,4,036,124,1,6,3,3,1,1,0,0,0,1,0,1,16,0,1,0,20.8,hot16|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw3,4,255,13,1,5,3,3,1,1,0,0,0,1,0,1,12,0,1,0,20.8,hot12|literal_draw|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw3,4,666,2,1,1,3,2,1,1,0,0,0,1,0,1,12,0,1,0,20.8,hot12|literal_draw|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set2,Draw1,4,006,12,3,4,3,3,1,1,0,0,0,1,0,1,16,0,0,0,20.75,hot16|vertical3|ls_col_42|vt_straight|straight_lane
Evening,Set2,Draw1,4,026,123,3,4,3,3,1,1,0,0,0,1,0,1,16,0,0,0,20.75,hot16|vertical3|ls_col_42|vt_straight|straight_lane
Combined,Set2,Draw1,4,348,445,3,6,3,3,1,1,0,0,0,1,0,1,16,0,0,0,20.75,hot16|vertical3|ls_col_42|vt_straight|straight_lane
Evening,Set2,Draw1,4,226,23,3,5,3,3,1,1,0,0,0,1,0,1,16,0,0,0,20.75,hot16|vertical3|ls_col_42|vt_straight|straight_lane
Evening,Set1,Draw2,4,009,15,3,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,20.65,hot16|vertical3|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw2,4,155,12,1,5,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,033,14,1,6,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,158,124,1,6,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,188,24,1,7,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,588,14,1,6,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,015,112,1,5,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,003,14,1,4,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,558,14,1,4,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,018,124,1,7,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,055,11,1,4,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,056,112,1,4,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,058,114,1,4,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,088,14,1,5,1,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,068,124,1,6,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,135,124,1,6,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,566,12,1,4,2,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,668,24,1,7,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,016,122,1,5,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,156,122,1,5,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,013,124,1,5,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,136,224,1,6,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,168,224,1,6,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,568,124,1,5,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,688,24,1,6,1,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,166,22,1,6,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,4,556,12,1,3,3,3,0,1,1,0,0,1,0,1,16,0,1,0,20.5,hot16|vertical1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set2,Draw1,4,155,12,3,4,3,3,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Evening,Set2,Draw1,4,255,13,3,7,3,3,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Evening,Set2,Draw1,4,257,133,3,4,3,3,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Evening,Set2,Draw1,4,157,123,3,4,3,3,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Evening,Set2,Draw1,4,557,13,3,6,3,3,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Evening,Set2,Draw1,4,125,123,3,3,3,2,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Evening,Set2,Draw1,4,177,23,3,4,3,3,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Evening,Set2,Draw1,4,577,13,3,5,3,3,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Evening,Set2,Draw1,4,027,133,3,4,3,1,0,1,1,0,0,1,0,1,16,0,0,0,20.45,hot16|vertical3|ls_col_42|vt_straight|vt_only_lane
Combined,Set1,Draw3,2,188,24,2,7,3,3,1,0,0,0,1,1,0,1,12,1,1,0,20.4,hot12|superhot_set1|vertical2|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw3,2,488,45,2,6,3,3,1,0,0,0,1,1,0,1,12,1,1,0,20.4,hot12|superhot_set1|vertical2|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw3,2,049,155,2,6,3,3,1,0,0,0,1,1,0,1,12,1,1,0,20.4,hot12|superhot_set1|vertical2|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw3,2,077,13,2,5,3,3,1,0,0,0,1,1,0,1,12,1,1,0,20.4,hot12|superhot_set1|vertical2|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw3,2,177,23,2,5,3,3,1,0,0,0,1,1,0,1,12,1,1,0,20.4,hot12|superhot_set1|vertical2|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Midday,Set1,Draw3,3,336,24,3,7,3,3,1,1,0,0,1,0,1,1,12,0,1,0,20.3,hot12|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw4,3,015,112,3,5,3,3,1,1,0,0,1,0,1,1,8,0,1,0,20.3,hot8|literal_draw|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw3,3,039,145,3,6,3,3,1,1,0,0,1,0,1,1,12,0,1,0,20.3,hot12|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw4,3,259,135,3,4,3,3,1,1,0,0,1,0,1,1,8,0,1,0,20.3,hot8|literal_draw|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw5,3,259,135,3,4,3,3,1,1,0,0,1,0,1,1,8,0,1,0,20.3,hot8|literal_draw|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw3,3,016,122,3,5,3,3,1,1,0,0,1,0,1,1,12,0,1,0,20.3,hot12|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw3,3,139,245,3,6,3,3,1,1,0,0,1,0,1,1,12,0,1,0,20.3,hot12|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw3,1,889,45,1,7,2,3,1,0,0,1,0,0,1,1,12,1,1,0,20.3,hot12|superhot_set1|vertical1|col1|ls2_lane|straight_lane|set1_bonus
Midday,Set1,Draw2,5,006,12,1,5,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,5,036,124,1,6,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw3,5,259,135,1,3,3,3,1,1,0,0,0,0,0,1,12,0,1,0,20.3,hot12|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw3,5,134,245,1,4,3,3,1,1,0,0,0,0,0,1,12,0,1,0,20.3,hot12|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,6,006,12,1,5,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,6,334,45,1,7,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,6,088,14,1,7,1,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,6,009,15,1,4,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,6,059,115,1,4,2,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,6,068,124,1,6,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,6,089,145,1,7,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,6,337,34,1,2,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,6,137,234,1,1,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,6,147,235,1,6,3,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,6,344,45,1,7,2,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,6,447,35,1,5,2,3,1,1,0,0,0,0,0,1,16,0,1,0,20.3,hot16|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set3,Draw1,5,336,24,3,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Midday,Set3,Draw1,5,079,135,3,4,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Midday,Set3,Draw1,5,339,45,3,4,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Combined,Set3,Draw1,6,018,124,3,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Combined,Set3,Draw1,6,138,244,3,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Combined,Set3,Draw1,6,368,244,3,3,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Combined,Set3,Draw1,6,668,24,3,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Combined,Set2,Draw1,7,368,244,3,2,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Combined,Set2,Draw1,7,668,24,3,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,20.25,hot16|vertical3|vt_straight|straight_lane
Evening,Set1,Draw2,5,009,15,3,7,3,3,1,0,0,0,0,0,0,1,16,0,1,0,20.15,hot16|vertical3|straight_lane|set1_bonus
Evening,Set1,Draw2,5,366,24,3,4,3,3,1,0,0,0,0,0,0,1,16,0,1,0,20.15,hot16|vertical3|straight_lane|set1_bonus
Evening,Set1,Draw2,6,336,24,3,6,3,3,1,0,0,0,0,0,0,1,16,0,1,0,20.15,hot16|vertical3|straight_lane|set1_bonus
Evening,Set1,Draw2,6,366,24,3,4,3,3,1,0,0,0,0,0,0,1,16,0,1,0,20.15,hot16|vertical3|straight_lane|set1_bonus
Combined,Set2,Draw1,4,034,145,2,6,3,3,1,1,0,0,0,1,0,1,16,0,0,0,20.15,hot16|vertical2|ls_col_42|vt_straight|straight_lane
Evening,Set1,Draw2,4,003,14,2,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,20.05,hot16|vertical2|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,007,13,2,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,20.05,hot16|vertical2|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,039,145,2,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,20.05,hot16|vertical2|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,239,345,2,6,3,3,1,0,0,0,0,1,0,1,16,0,1,0,20.05,hot16|vertical2|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,037,134,2,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,20.05,hot16|vertical2|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,223,34,2,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,20.05,hot16|vertical2|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,4,229,35,2,7,3,3,1,0,0,0,0,1,0,1,16,0,1,0,20.05,hot16|vertical2|ls_col_42|straight_lane|set1_bonus
Evening,Set3,Draw1,4,003,14,4,4,3,3,1,0,0,0,0,1,0,1,16,0,0,0,20.0,hot16|vertical4|ls_col_42|straight_lane
Combined,Set3,Draw1,4,038,144,4,7,3,3,1,0,0,0,0,1,0,1,16,0,0,0,20.0,hot16|vertical4|ls_col_42|straight_lane
Midday,Set3,Draw1,4,039,145,4,4,3,3,1,0,0,0,0,1,0,1,16,0,0,0,20.0,hot16|vertical4|ls_col_42|straight_lane
Midday,Set1,Draw2,5,155,12,1,5,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,033,14,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,158,124,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,188,24,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,588,14,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,015,112,1,5,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,003,14,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,558,14,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,017,123,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,018,124,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,035,114,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,056,112,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,057,113,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,058,114,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,078,134,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,088,14,1,5,1,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,178,234,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,235,134,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,356,124,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,557,13,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,788,34,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,007,13,1,3,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,008,14,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,123,234,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,678,234,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,566,12,1,4,2,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,668,24,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,016,122,1,5,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,156,122,1,5,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,013,124,1,5,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,136,224,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,168,224,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,568,124,1,5,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,688,24,1,6,1,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,166,22,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,556,12,1,3,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,012,123,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,5,567,123,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,6,155,12,1,5,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw2,6,033,14,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,6,036,124,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,6,158,124,1,6,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,6,188,24,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw2,6,336,24,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw2,6,588,14,1,4,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,6,015,112,1,5,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,6,018,124,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw2,6,018,124,1,7,3,3,0,1,1,0,0,0,0,1,16,0,1,0,20.0,hot16|vertical1|vt_straight|vt_only_lane|set1_bonus
