section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,488,33,71.5,29.5,1,6,0,False,3,11,6,0,0,3,17,17,boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain6;boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain6,draw_chain6|col1x6|hot1x3|hot2x11|vstrx3|dblmirrorx17
Combined,448,34,71.0,29.0,1,6,0,False,3,11,6,0,0,3,17,17,boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|perm2|double_mirror|draw_chain6;boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|perm2|double_mirror|draw_chain6,draw_chain6|col1x6|hot1x3|hot2x11|vstrx3|dblmirrorx17
Combined,4488,34,65.5,32.0,1,6,0,False,3,11,6,0,0,3,0,17,boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|dom_last|perm2|draw_chain6;boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|dom_last|perm2|draw_chain6,draw_chain6|col1x6|hot1x3|hot2x11|vstrx3
Combined,447,31,54.5,21.5,1,7,0,False,4,4,4,0,0,8,19,19,boxed|cov2|hp_repeat4|hot2|perm2|hidden3v|double_mirror|draw_chain7;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x4|hot1x4|hot2x4|vstrx8|dblmirrorx19
Combined,445,15,54.0,23.0,1,6,0,False,5,5,0,0,0,6,20,20,boxed|cov3|hp_repeat5|vstr2|hot2|perm2|double_mirror|draw_chain6;boxed|cov3|hp_repeat5|vstr2|hot2|perm2|double_mirror|draw_chain6,draw_chain6|hot1x5|hot2x5|vstrx6|dblmirrorx20
Combined,788,29,50.5,24.5,1,6,0,False,4,4,3,0,0,3,13,13,boxed|cov3|hp_repeat4|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain6;boxed|cov3|hp_repeat4|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain6,draw_chain6|col1x3|hot1x4|hot2x4|vstrx3|dblmirrorx13
Combined,688,23,49.0,26.5,1,7,0,False,4,2,3,0,0,0,16,16,boxed|cov4|hp_repeat3|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain7;boxed|cov4|hp_repeat3|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain7,draw_chain7|col1x3|hot1x4|hot2x2|dblmirrorx16
Combined,678,21,44.0,22.5,2,7,0,False,6,2,3,0,0,6,0,18,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain7;straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain7,set_chain2|draw_chain7|col1x3|hot1x6|hot2x2|vstrx6
Combined,244,31,43.0,27.5,1,3,0,False,1,2,3,0,0,6,6,6,straight|cov3|hp_repeat3|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov3|hp_repeat3|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx6|dblmirrorx6
Combined,6788,21,42.0,26.5,1,7,0,False,4,2,3,0,0,2,0,15,boxed|cov3|hp_repeat3|hot2|dom_last|perm3|hidden3v|draw_chain7;boxed|cov3|hp_repeat3|hot2|perm3|hidden3v|draw_chain7,draw_chain7|col1x3|hot1x4|hot2x2|vstrx2
