section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Combined,Set1,Draw5,1,21,4,3,0.0,3,1.0,False,False,False,True,False,True,True,2,7,2,7,5,0,5,0,6788:1;678:1;2688:1,8867:1;867:1;2688:1,8,3,2,0.0,0,1,0,0,0,1,0.5,0,8,4,0,0.0,27.5,44.0,3,False,False,281,835,True,True,False
Combined,Set1,Draw5,2,21,3,3,0.0,3,1.0,False,False,False,False,False,True,True,2,7,2,7,5,0,5,0,6788:1;678:1;26788:1,8867:1;867:1;78862:1,6,3,2,0.0,0,1,0,0,0,1,0.5,0,8,4,0,0.0,25.5,44.0,3,False,False,281,835,True,True,False
Evening,Set3,Draw1,4,13,3,1,0.0,5,1.0,True,True,False,False,False,False,False,3,1,3,1,0,1,0,0,033:1,033:3,6,5,0,0.0,0,1,2,4,0,0,0.0,1,4,1,1,0.0,25.0,44.0,2,True,False,281,835,True,True,False
Evening,Set3,Draw1,3,13,3,1,0.0,5,1.0,True,True,False,False,False,True,False,3,1,3,1,0,1,0,0,033:1,033:3,6,5,0,0.0,0,1,2,4,0,1,0.0,1,4,1,0,0.0,25.0,44.0,2,False,False,281,835,True,True,False
Evening,Set2,Draw1,4,13,3,1,0.0,4,1.0,True,True,False,False,False,False,False,3,1,3,1,0,1,0,0,033:1,033:3,6,4,0,0.0,0,1,2,4,0,0,0.0,1,4,1,1,0.0,24.0,44.0,2,True,False,281,835,True,True,False
Evening,Set3,Draw1,5,13,3,1,0.0,5,0.0,True,True,False,False,False,False,False,3,1,3,1,0,0,0,0,033:1,033:3,6,5,0,0.0,0,0,2,4,0,0,0.0,1,4,1,1,0.0,24.0,44.0,2,True,False,281,835,True,True,False
Combined,Set1,Draw5,3,21,3,2,0.0,3,0.0,False,False,False,False,False,True,True,2,7,2,7,4,0,0,0,678:1;6788:1;2688:1,867:1;8867:1;8862:1,6,3,1,0.0,0,0,0,0,0,1,0.5,0,8,4,0,0.0,23.5,44.0,3,False,False,281,835,True,True,False
Combined,Set1,Draw6,1,21,3,2,0.0,2,1.0,False,False,False,False,False,True,True,2,7,2,7,6,6,0,0,678:1;6788:1;2688:1,867:1;8867:1;8862:1,6,2,1,0.0,0,1,0,0,0,1,0.5,0,8,4,0,0.0,23.5,44.0,3,False,False,281,835,True,True,False
Evening,Set1,Draw1,5,13,3,1,0.0,3,1.0,True,True,False,False,False,False,False,3,2,3,2,0,1,0,0,033:1,033:3,6,3,0,0.0,0,1,2,4,0,0,0.0,1,5,0,1,0.0,23.0,44.0,1,True,False,281,835,True,True,False
Combined,Set1,Draw6,2,21,3,2,0.0,2,0.0,False,False,False,False,False,True,True,2,7,2,7,11,0,0,0,678:1;6788:1;16788:1,867:1;8867:1;18867:1,6,2,1,0.0,0,0,0,0,0,1,0.5,0,8,4,0,0.0,22.5,44.0,3,False,False,281,835,True,True,False
Evening,Set2,Draw1,6,13,3,1,0.0,4,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,033:1;335:1,033:2;533:1,6,4,0,0.0,0,0,2,0,0,0,0.0,1,4,4,1,0.0,22.0,44.0,3,True,False,281,835,True,True,False
Combined,Set1,Draw7,1,21,3,1,0.0,1,0.0,False,False,False,False,False,True,True,2,7,2,7,13,0,0,0,678:1;6788:1;36788:1,867:1;8867:1;38867:1,6,1,0,0.0,0,0,0,0,0,1,0.5,0,8,4,0,0.0,20.5,44.0,3,False,False,281,835,True,True,False
