section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Combined,Set1,Draw3,5,21,3,2,0.0,4,0.0,False,False,False,False,False,False,True,2,3,2,3,9,0,0,0,678:1;6788:1;223688:1,867:1;8867:1;883622:1,6,4,1,0.0,0,0,0,0,0,0,0.5,0,4,4,0,0.0,19.5,35.0,3,False,False,106,213,True,True,False
Evening,Set3,Draw1,7,21,4,2,0.0,1,0.0,False,False,False,False,False,False,True,3,1,3,1,13,0,0,0,3366778:1;366778:1;233668:1,3386677:1;386677:1;833662:1,8,1,1,0.0,0,0,0,0,0,0,0.5,0,4,4,1,0.0,19.5,35.0,3,True,False,106,213,True,True,False
Evening,Set1,Draw6,2,21,3,2,0.0,2,0.0,False,False,False,False,False,True,True,2,3,2,3,6,0,0,0,33678:1;23368:1;678:1,33867:1;83362:1;867:1,6,2,1,0.0,0,0,0,0,0,1,0.5,0,4,4,0,0.0,18.5,35.0,3,False,False,106,213,True,True,False
Midday,Set1,Draw5,2,21,4,2,0.0,3,1.0,True,False,False,False,False,True,True,1,2,1,2,3,0,3,0,6778:1;678:1;268:1,6877:2;687:2;862:1,8,3,1,0.0,0,1,2,0,0,1,0.5,0,1,1,0,0.0,18.5,35.0,2,False,False,106,213,True,True,False
Midday,Set1,Draw5,1,21,4,3,0.0,3,1.0,True,False,False,True,False,False,True,1,2,1,2,5,0,5,0,6778:1;678:1;26778:1,6877:2;687:2;28677:1,8,3,2,0.0,0,1,2,0,0,0,0.5,0,1,0,0,0.0,17.5,35.0,1,False,False,106,213,True,True,False
Combined,Set1,Draw4,2,21,3,3,0.0,3,1.0,False,False,False,False,False,False,True,2,4,2,4,2,0,2,0,6678:1;678:1,8667:1;687:1,6,3,2,0.0,0,1,0,0,0,0,0.5,0,5,0,0,0.0,17.5,35.0,1,False,False,106,213,True,True,False
Combined,Set1,Draw3,2,21,3,3,0.0,4,1.0,False,False,False,False,False,False,True,2,3,2,3,1,0,1,0,678:1,867:1,6,4,2,0.0,0,1,0,0,0,0,0.5,0,4,0,0,0.0,17.5,35.0,1,False,False,106,213,True,True,False
Combined,Set1,Draw6,1,21,2,2,0.0,2,1.0,False,False,False,False,False,True,True,1,4,1,4,5,5,0,0,116678:1;6678:1;11678:1,118667:1;8667:1;68117:1,4,2,1,0.0,0,1,0,0,0,1,0.5,0,3,4,0,0.0,16.5,35.0,3,False,False,106,213,True,True,False
Midday,Set1,Draw6,1,21,3,2,0.0,2,1.0,False,False,False,False,False,True,True,1,2,1,2,6,6,0,0,6778:1;67788:1;678:1,8677:1;88677:1;867:1,6,2,1,0.0,0,1,0,0,0,1,0.5,0,1,4,0,0.0,16.5,35.0,3,False,False,106,213,True,True,False
Evening,Set3,Draw1,4,6,3,2,0.0,3,1.0,True,False,False,False,False,False,False,2,1,2,1,0,1,0,0,566:1,566:2,6,3,1,0.0,0,1,2,0,0,0,0.0,1,2,0,0,0.0,16.0,24.0,1,False,False,106,213,True,True,False
Midday,Set1,Draw6,2,21,3,2,0.0,2,0.0,False,False,False,False,False,True,True,1,2,1,2,6,0,0,0,6778:1;67788:1;678:1,8677:1;88677:1;867:1,6,2,1,0.0,0,0,0,0,0,1,0.5,0,1,4,0,0.0,15.5,35.0,3,False,False,106,213,True,True,False
Combined,Set1,Draw6,2,21,2,2,0.0,2,0.0,False,False,False,False,False,True,True,1,4,1,4,10,0,0,0,116678:1;6678:1;11678:1,118667:1;8667:1;68117:1,4,2,1,0.0,0,0,0,0,0,1,0.5,0,3,4,0,0.0,15.5,35.0,3,False,False,106,213,True,True,False
Combined,Set1,Draw3,4,21,3,2,0.0,4,0.0,False,False,False,False,False,False,True,2,3,2,3,4,0,0,0,678:1;6788:1;268:1,867:1;8867:1;862:1,6,4,1,0.0,0,0,0,0,0,0,0.5,0,4,0,0,0.0,15.5,35.0,1,False,False,106,213,True,True,False
Combined,Set1,Draw5,2,21,2,2,0.0,2,1.0,False,False,False,False,False,True,True,2,4,2,4,2,0,2,0,678:1;6678:1,687:1;8667:1,4,2,1,0.0,0,1,0,0,0,1,0.5,0,5,1,0,0.0,15.5,35.0,2,False,False,106,213,True,True,False
