state,date,triad,vt_triad,support_count,hot_hits,superhot_hits,vertical_hits,set1_hits,col1_hits,precol1_hits,vt_straight_hits,vt_only_lane_hits,guard_hits,literal_hits,variant_span,set_span,column_span,score_mean,score_max,evidence_tags
OntarioCanada4,2025-06-24,177,23,29,29,14,3,23,12,3,14,1,1,12,3,3,7,20.916,35.25,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
OntarioCanada4,2025-06-24,029,135,74,74,25,4,55,10,18,18,4,1,13,3,3,7,19.253,35.15,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
OntarioCanada4,2025-06-24,235,134,39,39,10,4,26,1,8,17,4,0,13,3,3,7,18.54,34.65,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
OntarioCanada4,2025-06-24,348,445,21,21,7,2,17,3,12,15,1,0,14,3,3,6,21.45,33.75,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vt_only_lane,vt_straight"
OntarioCanada4,2025-06-24,346,245,44,44,15,4,37,7,13,17,4,0,0,3,3,7,18.833,31.75,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
OntarioCanada4,2025-06-24,166,22,21,21,2,3,15,2,8,16,2,0,12,3,3,7,22.421,31.7,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
OntarioCanada4,2025-06-24,189,245,48,48,15,3,38,7,10,26,13,0,11,3,3,7,19.268,31.4,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
OntarioCanada4,2025-06-24,229,35,59,59,15,4,40,8,17,3,2,0,0,3,3,7,19.427,30.4,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
OntarioCanada4,2025-06-24,000,1,3,3,2,4,2,2,1,0,0,0,0,1,2,2,27.2,30.1,"col1,funnel_precol1,hot16,hot20,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical4"
OntarioCanada4,2025-06-24,157,123,20,20,3,3,12,0,3,12,1,0,9,3,3,7,20.772,29.4,"funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
