section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Midday,Set1,Draw1,7,24,3,2,0.0,4,0.0,False,False,False,False,False,False,False,3,4,3,4,0,0,0,0,346688:1;34688:1;66899:1,438866:1;43886:1;99668:1,6,4,1,0.0,0,0,0,0,0,0,0.0,0,7,4,1,0.0,23.0,36.0,3,True,False,229,431,True,True,True
Combined,Set1,Draw7,1,28,4,2,0.0,1,0.0,True,True,False,False,False,True,True,1,1,1,1,3,0,0,0,224:1;2249:1;229:1,224:3;9224:1;922:1,8,1,1,0.0,0,0,2,4,0,1,0.5,1,0,4,0,0.0,22.5,33.0,3,False,False,229,431,True,True,True
Midday,Set1,Draw1,6,24,3,2,0.0,4,0.0,False,False,False,False,False,False,False,3,4,3,4,0,0,0,0,34668:1;66899:1;3468:1,43866:1;99668:1;4386:1,6,4,1,0.0,0,0,0,0,0,0,0.0,0,7,0,1,0.0,19.0,36.0,1,True,False,229,431,True,True,True
Combined,Set3,Draw1,5,24,3,2,0.0,3,0.0,False,False,False,False,False,False,True,3,1,3,1,5,0,0,0,6889:1;16889:1;1889:1,9688:1;91886:1;9188:1,6,3,1,0.0,0,0,0,0,0,0,0.5,0,4,4,0,0.0,18.5,36.0,3,False,False,229,431,True,True,True
Midday,Set1,Draw1,5,24,3,2,0.0,4,1.0,True,False,False,False,False,False,False,1,4,1,4,0,4,0,0,66899:1;6689:1;6899:1,99866:2;9866:2;9986:2,6,4,1,0.0,0,1,2,0,0,0,0.0,0,3,0,1,0.0,18.0,36.0,1,True,False,229,431,True,True,True
Midday,Set1,Draw2,6,24,3,2,0.0,3,0.0,False,False,False,False,False,False,False,3,4,3,4,0,0,0,0,34668:1;3468:1;66899:1,43866:1;4386:1;99668:1,6,3,1,0.0,0,0,0,0,0,0,0.0,0,7,1,0,0.0,18.0,36.0,2,False,False,229,431,True,True,True
Midday,Set3,Draw1,5,24,3,3,0.0,3,0.0,False,False,False,False,False,False,False,2,1,2,1,0,0,0,0,46688:1;4668:1;4688:1,48866:1;8664:1;4886:1,6,3,2,0.0,0,0,0,0,0,0,0.0,0,2,4,1,0.0,18.0,36.0,3,True,False,229,431,True,True,True
Midday,Set3,Draw1,6,24,3,3,0.0,3,0.0,False,False,False,False,False,False,False,2,1,2,1,0,0,0,0,46688:1;4668:1;4688:1,48866:1;8664:1;4886:1,6,3,2,0.0,0,0,0,0,0,0,0.0,0,2,4,1,0.0,18.0,36.0,3,True,False,229,431,True,True,True
Evening,Set1,Draw2,5,24,2,2,0.0,5,0.0,False,False,False,False,False,False,True,3,3,3,3,4,0,0,0,6889:1;4688:1;46889:1,9886:1;6884:1;98864:1,4,5,1,0.0,0,0,0,0,0,0,0.5,0,6,1,0,0.0,17.5,36.0,2,False,False,229,431,True,True,True
Combined,Set3,Draw1,7,24,2,2,0.0,3,0.0,False,False,False,False,False,False,True,3,1,3,1,8,0,0,0,6889:1;16889:1;146889:1,9886:1;19886:1;198864:1,4,3,1,0.0,0,0,0,0,0,0,0.5,0,4,4,1,0.0,17.5,36.0,3,True,False,229,431,True,True,True
