section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v
Combined,Set1,Draw1,2,30,4,4,0.0,3,1.0,False,False,False,False,False,False,False,2,6,2,6,0,0,1,0,478:1,487:1,8,3,3,0.0,0,1,0,0,0,0,0.0,0,7,0,0,0.0,22.0,55.0,1,False,False
Combined,Set1,Draw1,3,14,3,3,0.0,4,1.0,False,False,False,False,False,False,False,3,4,3,4,0,0,3,0,0489:1;089:1;048:1,9408:1;908:1;408:1,6,4,2,0.0,0,1,0,0,0,0,0.0,0,7,1,1,0.0,22.0,43.0,2,True,False
Combined,Set1,Draw1,3,12,2,1,0.0,1,1.0,True,False,False,False,False,True,True,3,5,3,5,2,0,2,0,079:1;0479:1,709:2;7094:1,4,1,0,0.0,0,1,2,0,0,1,0.5,0,8,1,1,0.0,19.5,38.5,2,True,False
Combined,Set1,Draw1,3,11,2,2,0.0,3,1.0,False,False,False,False,False,False,False,3,5,3,5,0,0,1,0,078:1,087:1,4,3,1,0.0,0,1,0,0,0,0,0.0,0,8,1,1,0.0,19.0,43.0,2,True,False
Combined,Set1,Draw1,3,30,1,1,0.0,3,1.0,False,False,False,False,False,True,False,2,6,2,6,0,0,1,0,478:1,847:1,2,3,0,0.0,0,1,0,0,0,1,0.0,0,7,1,0,0.0,15.0,55.0,2,False,False
Combined,Set1,Draw1,3,15,2,2,0.0,2,1.0,False,False,False,False,False,False,True,1,5,1,5,1,0,1,0,049:1,940:1,4,2,1,0.0,0,1,0,0,0,0,0.5,0,4,0,0,0.0,12.5,80.0,1,False,False
Combined,Set1,Draw1,3,34,1,1,0.0,1,1.0,False,False,False,False,False,True,False,1,2,1,2,0,0,1,0,489:1,984:1,2,1,0,0.0,0,1,0,0,0,1,0.0,0,1,0,0,0.0,6.0,46.0,1,False,False
Combined,Set1,Draw1,4,14,3,3,0.0,4,1.0,False,False,False,False,False,False,False,3,4,3,4,0,10,0,0,089:1;004889:1;00889:1,098:1;940088:1;90088:1,6,4,2,0.0,0,1,0,0,0,0,0.0,0,7,1,1,0.0,22.0,43.0,2,True,False
Combined,Set1,Draw1,4,5,4,2,0.0,4,1.0,True,False,False,False,False,False,True,1,4,1,4,3,3,0,0,009:1;004:1;0049:1,009:2;400:1;9400:1,8,4,1,0.0,0,1,2,0,0,0,0.5,1,3,1,0,0.0,21.5,52.0,2,False,False
Combined,Set1,Draw1,4,12,2,1,0.0,4,1.0,True,False,False,False,False,False,True,1,4,1,4,2,2,0,0,0079:1;00479:1,7009:2;70094:1,4,4,0,0.0,0,1,2,0,0,0,0.5,0,3,4,1,0.0,19.5,38.5,3,True,False
Combined,Set1,Draw1,4,11,2,2,0.0,3,1.0,False,False,False,False,False,False,False,3,5,3,5,0,4,0,0,078:1;00788:1;0788:1,870:1;00887:1;0887:1,4,3,1,0.0,0,1,0,0,0,0,0.0,0,8,1,1,0.0,19.0,43.0,2,True,False
Combined,Set1,Draw1,4,33,2,1,0.0,4,1.0,True,False,False,False,False,False,True,1,4,1,4,2,2,0,0,488:1;889:1,884:2;988:1,4,4,0,0.0,0,1,2,0,0,0,0.5,1,3,0,1,0.0,16.5,45.0,1,True,False
Combined,Set1,Draw1,4,4,2,1,0.0,4,1.0,True,False,False,False,False,False,False,1,4,1,4,0,2,0,0,008:1;0088:1,008:2;0088:2,4,4,0,0.0,0,1,2,0,0,0,0.0,1,3,1,0,0.0,16.0,30.5,2,False,False
Combined,Set1,Draw1,4,13,2,1,0.0,4,1.0,True,False,False,False,False,False,False,1,4,1,4,0,1,0,0,088:1,088:2,4,4,0,0.0,0,1,2,0,0,0,0.0,1,3,0,1,0.0,16.0,30.5,1,True,False
Combined,Set1,Draw1,4,29,2,1,0.0,4,1.0,True,False,False,False,False,False,False,1,4,1,4,0,1,0,0,788:1,887:2,4,4,0,0.0,0,1,2,0,0,0,0.0,1,3,0,1,0.0,16.0,32.5,1,True,False
Combined,Set1,Draw1,4,3,2,1,0.0,4,1.0,True,False,False,False,False,False,False,1,4,1,4,0,1,0,0,007:1,700:2,4,4,0,0.0,0,1,2,0,0,0,0.0,1,3,1,0,0.0,16.0,42.0,2,False,False
Combined,Set1,Draw1,4,30,1,1,0.0,3,1.0,False,False,False,False,False,False,False,2,6,2,6,0,2,0,0,478:1;4788:1,847:1;8847:1,2,3,0,0.0,0,1,0,0,0,0,0.0,0,7,1,1,0.0,15.0,55.0,2,True,False
Combined,Set1,Draw1,4,15,2,2,0.0,2,1.0,False,False,False,False,False,False,True,1,5,1,5,1,1,0,0,049:1,940:1,4,2,1,0.0,0,1,0,0,0,0,0.5,0,4,0,0,0.0,12.5,80.0,1,False,False
Combined,Set1,Draw1,4,34,1,1,0.0,1,1.0,False,False,False,False,False,False,False,1,1,1,1,0,1,0,0,4889:1,9884:1,2,1,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,4.0,46.0,1,False,False
Combined,Set1,Draw1,5,31,4,1,0.0,3,1.0,True,True,False,False,False,False,True,3,4,3,4,4,4,0,0,244:1;249:1;447:1,244:3;924:1;447:1,8,3,0,0.0,0,1,2,4,0,0,0.5,1,7,0,1,0.0,27.5,47.5,1,True,False
Combined,Set1,Draw1,5,12,4,1,0.0,4,1.0,True,False,False,False,False,False,True,3,4,3,4,7,7,0,0,0079:1;002449:1;00244:1,7009:2;924400:1;24400:1,8,4,0,0.0,0,1,2,0,0,0,0.5,0,7,4,1,0.0,27.5,38.5,3,True,False
Combined,Set1,Draw1,5,5,4,2,0.0,4,1.0,True,False,False,False,False,False,True,1,4,1,4,3,3,0,0,009:1;004:1;0044:1,009:2;400:1;4400:1,8,4,1,0.0,0,1,2,0,0,0,0.5,1,3,4,0,0.0,24.5,52.0,3,False,False
Combined,Set1,Draw1,5,14,4,2,0.0,4,1.0,False,False,False,False,False,False,False,3,4,3,4,0,18,0,0,089:1;0034488:1;00889:1,098:1;4400388:1;90088:1,8,4,1,0.0,0,1,0,0,0,0,0.0,0,7,1,1,0.0,23.0,43.0,2,True,False
Combined,Set1,Draw1,5,29,3,1,0.0,4,1.0,True,False,False,False,False,False,False,2,4,2,4,0,4,0,0,788:1;3788:1;238:1,887:2;3887:1;832:1,6,4,0,0.0,0,1,2,0,0,0,0.0,1,5,0,1,0.0,20.0,32.5,1,True,False
