section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Midday,Set1,Draw3,2,8,4,3,0.0,5,1.0,True,False,False,False,False,False,False,1,3,1,3,0,0,1,0,036:1,036:2,8,5,2,0.0,0,1,2,0,0,0,0.0,0,2,4,0,0.0,24.0,46.5,3,False,False,765,153,True,True,True
Midday,Set1,Draw3,3,8,4,3,0.0,5,1.0,True,False,False,False,False,False,False,1,3,1,3,0,2,0,0,0036:1;036:1,0036:2;036:2,8,5,2,0.0,0,1,2,0,0,0,0.0,0,2,4,0,0.0,24.0,46.5,3,False,False,765,153,True,True,True
Midday,Set2,Draw1,6,7,4,3,0.0,6,0.0,False,False,False,False,False,False,False,3,1,3,1,0,0,0,0,011667:1;026:1;01122667:1,011667:1;206:1;66117022:1,8,6,2,0.0,0,0,0,0,0,0,0.0,0,4,1,1,0.0,22.0,37.0,2,True,False,765,153,True,True,False
Midday,Set1,Draw4,2,8,4,4,0.0,4,1.0,False,False,False,False,False,False,False,1,2,1,2,0,0,3,0,03368:1;0368:1;068:1,03386:1;0683:1;068:1,8,4,3,0.0,0,1,0,0,0,0,0.0,0,1,4,0,0.0,21.0,46.5,3,False,False,765,153,True,True,True
Midday,Set1,Draw3,1,8,4,3,0.0,5,1.0,True,False,False,True,False,False,False,1,3,1,3,0,0,1,0,036:1,036:2,8,5,2,0.0,0,1,2,0,0,0,0.0,0,2,1,0,0.0,21.0,46.5,2,False,False,765,153,True,True,True
Midday,Set1,Draw1,7,7,3,2,0.0,5,0.0,False,False,False,False,False,False,False,3,4,3,4,0,0,0,0,026:1;017:1;0226:1,206:1;170:1;2206:1,6,5,1,0.0,0,0,0,0,0,0,0.0,0,7,1,1,0.0,21.0,37.0,2,True,False,765,153,True,True,False
Midday,Set2,Draw1,5,7,4,3,0.0,6,0.0,False,False,False,False,False,False,False,3,1,3,1,0,0,0,0,026:1;017:1;0167:1,206:1;170:1;0167:1,8,6,2,0.0,0,0,0,0,0,0,0.0,0,4,0,1,0.0,21.0,37.0,1,True,False,765,153,True,True,False
Midday,Set1,Draw5,1,8,3,1,0.0,3,1.0,False,False,False,False,False,True,False,3,3,3,3,0,0,11,0,0668:1;03668:1;0133668:1,0668:1;06683:1;0133866:1,6,3,0,0.0,0,1,0,0,0,1,0.0,0,6,4,0,0.0,21.0,46.5,3,False,False,765,153,True,True,True
Midday,Set1,Draw4,3,8,4,4,0.0,4,0.0,False,False,False,False,False,True,False,1,2,1,2,0,0,0,0,003368:1;03368:1;0368:1,003386:1;03386:1;0683:1,8,4,3,0.0,0,0,0,0,0,1,0.0,0,1,4,0,0.0,21.0,46.5,3,False,False,765,153,True,True,True
Midday,Set1,Draw5,2,8,3,1,0.0,3,1.0,False,False,False,False,False,True,False,3,3,3,3,0,0,11,0,0668:1;03668:1;0133668:1,0668:1;06683:1;0133866:1,6,3,0,0.0,0,1,0,0,0,1,0.0,0,6,4,0,0.0,21.0,46.5,3,False,False,765,153,True,True,True
