section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why,family_id,is_exact_straight
Combined,Set1,Draw3,1,1599,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3.0,0.0,3.0,5991,2.0,boxed|cov4|span3|vstr2|hot2|dom_last|perm3,9,False
Combined,Set1,Draw4,1,1599,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3.0,0.0,3.0,5991,2.0,boxed|cov4|span3|vstr2|hot2|dom_last|perm3,9,False
Combined,Set1,Draw5,1,15599,boxed,15.0,"R2,R8",False,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,55991,1.0,boxed|cov2|span3|hot2|perm2,9,False
Combined,Set1,Draw5,2,1678,boxed,15.0,"R2,R4,R6",True,False,False,False,False,False,False,False,False,2,3.0,0.0,2.0,1867,1.0,boxed|cov3|span2|mirror|hot2|perm3,21,False
Combined,Set1,Draw5,1,55699,boxed,15.0,"R4,R8",False,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,55996,1.0,boxed|cov2|span3|hot2|perm2,9,False
Combined,Set1,Draw5,1,1599,boxed,14.0,"R2,R8",False,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,5991,1.0,boxed|cov2|span3|hot2|perm2,9,False
Combined,Set1,Draw5,1,15599,boxed,14.0,"R2,R6",False,False,False,False,False,False,False,False,False,2,2.0,0.0,2.0,55991,1.0,boxed|cov2|span2|hot2|perm2,9,False
Combined,Set1,Draw5,1,5699,boxed,14.0,"R4,R8",False,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,5996,1.0,boxed|cov2|span3|hot2|perm2,9,False
Combined,Set1,Draw3,3,178,boxed,13.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,3.0,0.0,3.0,187,1.0,boxed|cov3|span3|hot1|perm3,21,False
Combined,Set1,Draw6,1,178,boxed,13.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,3.0,0.0,2.0,187,1.0,boxed|cov3|span2|hot1|perm3,21,False
Combined,Set1,Draw6,1,115599,boxed,13.0,"R2,R6",False,False,False,False,False,False,False,False,False,1,2.0,0.0,2.0,559911,1.0,boxed|cov2|span2|hot1|perm2,9,False
Combined,Set1,Draw6,1,556699,boxed,13.0,"R4,R8",False,False,False,False,False,False,False,False,False,1,2.0,0.0,2.0,559966,1.0,boxed|cov2|span2|hot1|perm2,9,False
Combined,Set1,Draw3,4,178,boxed,12.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,0,3.0,0.0,3.0,187,1.0,boxed|cov3|span3|perm3,21,False
Combined,Set1,Draw5,2,15599,straight,12.0,R2,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,55991,1.0,straight|cov1|span3|hot2,9,False
Combined,Set1,Draw5,2,13778,boxed,12.0,"R2,R4",True,False,False,False,False,False,False,False,False,2,2.0,0.0,1.0,13877,1.0,boxed|cov2|mirror|hot2|perm2,21,False
Combined,Set1,Draw6,1,01599,straight,12.0,R2,True,False,False,False,False,False,False,False,False,1,1.0,0.0,2.0,59901,1.0,straight|cov1|span2|mirror|hot1,9,False
Combined,Set1,Draw3,2,1599,boxed,12.0,"R2,R6",False,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,5991,1.0,boxed|cov2|span3|hot2|perm2,9,False
Combined,Set1,Draw3,1,159,straight,12.0,R6,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,159,1.0,straight|cov1|span3|hot2,9,False
Combined,Set1,Draw4,2,1599,boxed,12.0,"R2,R6",False,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,5991,1.0,boxed|cov2|span3|hot2|perm2,9,False
Combined,Set1,Draw4,1,159,straight,12.0,R6,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,159,1.0,straight|cov1|span3|hot2,9,False
Combined,Set1,Draw5,1,1599,straight,12.0,R2,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,5991,1.0,straight|cov1|span2|hot2,9,False
Combined,Set1,Draw5,2,55699,straight,12.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,55996,1.0,straight|cov1|span3|hot2,9,False
Combined,Set1,Draw6,1,15599,boxed,12.0,"R2,R6",False,False,False,False,False,False,False,False,False,1,2.0,0.0,2.0,55991,1.0,boxed|cov2|span2|hot1|perm2,9,False
Combined,Set1,Draw6,1,56699,boxed,12.0,"R4,R8",False,False,False,False,False,False,False,False,False,1,2.0,0.0,2.0,59966,1.0,boxed|cov2|span2|hot1|perm2,9,False
Combined,Set1,Draw4,3,13778,boxed,11.0,"R2,R4",True,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,13877,1.0,boxed|cov2|span2|mirror|perm2,21,False
Combined,Set1,Draw5,2,1599,straight,11.0,R2,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,5991,1.0,straight|cov1|span3|hot2,9,False
Combined,Set1,Draw6,1,0199,boxed,11.0,"R2,R8",False,False,False,False,False,False,False,False,False,1,2.0,0.0,2.0,9901,1.0,boxed|cov2|span2|hot1|perm2,9,False
Combined,Set1,Draw5,2,15599,straight,11.0,R2,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,55991,1.0,straight|cov1|span2|hot2,9,False
Combined,Set1,Draw5,2,5699,straight,11.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,5996,1.0,straight|cov1|span3|hot2,9,False
Combined,Set1,Draw5,1,1559,straight,11.0,R6,False,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,1559,1.0,straight|cov1|hot2,9,False
Combined,Set1,Draw5,1,5569,straight,11.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,9655,1.0,straight|cov1|hot2,9,False
Combined,Set1,Draw6,1,11599,straight,11.0,R2,False,False,False,False,False,False,False,False,False,1,1.0,0.0,2.0,59911,1.0,straight|cov1|span2|hot1,9,False
Combined,Set1,Draw6,1,55699,straight,11.0,R4,False,False,False,False,False,False,False,False,False,1,1.0,0.0,2.0,55996,1.0,straight|cov1|span2|hot1,9,False
Combined,Set3,Draw1,6,117788,boxed,11.0,"R2,R6",False,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,118877,1.0,boxed|cov2|span2|perm2,21,False
Combined,Set1,Draw1,5,678,boxed,10.0,"R2,R6",False,False,False,False,False,False,False,False,False,1,2.0,0.0,3.0,867,1.0,boxed|cov2|span3|hot1|perm2,21,False
Combined,Set1,Draw1,5,4556,straight,10.0,R8,False,False,False,False,False,False,False,False,False,1,1.0,0.0,3.0,6455,1.0,straight|cov1|span3|hot1,9,False
Combined,Set1,Draw4,4,13778,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,13877,1.0,straight|cov1|span2|mirror,21,False
