section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Evening,Set1,Draw5,3,30,4,2,0.0,3,0.0,False,False,False,False,False,True,False,3,3,3,3,0,0,0,0,23448899:1;2344899:1;2344889:1,99244388:1;9924438:1;9244388:1,8,3,1,0.0,0,0,0,0,0,1,0.0,0,6,4,0,0.0,23.0,38.5,3,False,False,069,847,True,True,True
Combined,Set1,Draw3,3,30,3,3,0.0,4,1.0,False,False,False,False,False,True,False,3,4,3,4,0,5,0,0,4478:1;44789:1;789:1,4487:1;94487:1;798:1,6,4,2,0.0,0,1,0,0,0,1,0.0,0,7,1,0,0.0,22.0,38.5,2,False,False,069,847,True,True,True
Combined,Set1,Draw3,4,30,3,3,0.0,4,0.0,False,False,False,False,False,False,False,2,5,2,5,0,0,0,0,34478:1;344789:1;3447:1,44387:1;944387:1;3447:1,6,4,2,0.0,0,0,0,0,0,0,0.0,0,6,4,0,0.0,22.0,38.5,3,False,False,069,847,True,True,True
Combined,Set1,Draw2,4,30,3,3,0.0,3,1.0,False,False,False,False,False,False,False,2,5,2,5,0,3,0,0,34478:1;3447:1;3478:1,44387:1;3447:1;4387:1,6,3,2,0.0,0,1,0,0,0,0,0.0,0,6,4,0,0.0,22.0,38.5,3,False,False,069,847,True,True,True
Combined,Set1,Draw1,4,30,3,3,0.0,4,1.0,False,False,False,False,False,False,False,3,4,3,4,0,2,0,0,4478:1;478:1,4487:1;487:1,6,4,2,0.0,0,1,0,0,0,0,0.0,0,7,1,1,0.0,22.0,38.5,2,True,False,069,847,True,True,True
Evening,Set1,Draw6,2,30,4,2,0.0,2,0.0,False,False,False,False,False,True,False,3,3,3,3,0,0,0,0,23448899:1;3778899:1;2344899:1,99244388:1;7799883:1;9924438:1,8,2,1,0.0,0,0,0,0,0,1,0.0,0,6,4,0,0.0,22.0,38.5,3,False,False,069,847,True,True,True
Combined,Set1,Draw1,3,30,3,3,0.0,4,1.0,False,False,False,False,False,False,False,3,4,3,4,0,0,2,0,4478:1;478:1,4487:1;487:1,6,4,2,0.0,0,1,0,0,0,0,0.0,0,7,0,1,0.0,21.0,38.5,1,True,False,069,847,True,True,True
Evening,Set1,Draw3,2,30,4,4,0.0,3,1.0,False,False,False,False,False,True,False,1,4,1,4,0,0,10,0,244889:1;24889:1;2889:1,924488:1;29884:1;2988:1,8,3,3,0.0,0,1,0,0,0,1,0.0,0,3,1,0,0.0,20.0,38.5,2,False,False,069,847,True,True,True
Evening,Set3,Draw1,6,9,4,2,0.0,4,0.0,False,False,False,False,False,False,True,3,1,3,1,5,0,0,0,019:1;0144:1;014:1,109:1;4401:1;401:1,8,4,1,0.0,0,0,0,0,0,0,0.5,0,4,1,1,0.0,19.5,43.0,2,True,False,069,847,True,True,True
Evening,Set3,Draw1,7,9,4,2,0.0,4,0.0,False,False,False,False,False,False,True,3,1,3,1,10,0,0,0,019:1;0144:1;011669:1,109:1;4401:1;661109:1,8,4,1,0.0,0,0,0,0,0,0,0.5,0,4,1,1,0.0,19.5,43.0,2,True,False,069,847,True,True,True
