section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Midday,Set1,Draw1,7,23,3,2,0.0,4,0.0,True,False,False,False,False,False,True,3,4,3,4,3,0,0,0,336:1;3366:1;133:1,336:2;3366:2;133:2,6,4,1,0.0,0,0,2,0,0,0,0.5,1,7,4,1,0.0,26.5,38.0,3,True,False,638,767,True,True,True
Combined,Set1,Draw1,7,23,4,3,0.0,2,0.0,True,False,False,False,False,False,True,3,2,3,2,10,0,0,0,688:1;33688:1;133:1,688:2;33886:1;133:1,8,2,2,0.0,0,0,2,0,0,0,0.5,1,5,4,1,0.0,25.5,38.0,3,True,False,638,767,True,True,True
Midday,Set2,Draw1,6,23,3,2,0.0,5,0.0,True,False,False,False,False,False,True,3,1,3,1,3,0,0,0,336:1;3366:1;133:1,336:2;3366:2;133:2,6,5,1,0.0,0,0,2,0,0,0,0.5,1,4,4,1,0.0,24.5,38.0,3,True,False,638,767,True,True,True
Midday,Set2,Draw1,7,23,3,3,0.0,5,0.0,False,False,False,False,False,False,True,3,1,3,1,9,0,0,0,33668:1;3368:1;336:1,33866:1;3386:1;336:1,6,5,2,0.0,0,0,0,0,0,0,0.5,1,4,4,1,0.0,23.5,38.0,3,True,False,638,767,True,True,True
Evening,Set1,Draw5,3,20,4,2,0.0,3,0.0,True,False,False,False,False,True,True,2,4,2,4,2,0,0,0,177:1;677:1,771:2;677:1,8,3,1,0.0,0,0,2,0,0,1,0.5,1,5,1,0,0.0,22.5,42.5,2,False,False,638,767,True,True,True
Combined,Set2,Draw1,7,23,3,2,0.0,2,0.0,True,False,False,False,False,False,True,3,1,3,1,2,0,0,0,336:1;133:1,336:2;133:1,6,2,1,0.0,0,0,2,0,0,0,0.5,1,4,4,1,0.0,21.5,38.0,3,True,False,638,767,True,True,True
Combined,Set1,Draw6,2,23,3,3,0.0,2,0.0,False,False,False,False,False,True,True,3,2,3,2,7,0,0,0,133:1;11338:1;3368:1,133:1;11338:1;3386:1,6,2,2,0.0,0,0,0,0,0,1,0.5,1,5,4,0,0.0,21.5,38.0,3,False,False,638,767,True,True,True
Evening,Set1,Draw6,2,20,4,2,0.0,2,0.0,True,False,False,False,False,True,True,2,4,2,4,2,0,0,0,177:1;677:1,771:2;677:1,8,2,1,0.0,0,0,2,0,0,1,0.5,1,5,1,0,0.0,21.5,42.5,2,False,False,638,767,True,True,True
Midday,Set1,Draw1,5,23,3,2,0.0,4,1.0,True,False,False,False,False,False,True,2,4,2,4,2,2,0,0,336:1;3366:1,336:2;3366:2,6,4,1,0.0,0,1,2,0,0,0,0.5,1,5,0,1,0.0,21.5,38.0,1,True,False,638,767,True,True,True
Midday,Set1,Draw1,6,23,3,2,0.0,4,0.0,True,False,False,False,False,False,True,2,4,2,4,2,0,0,0,336:1;3366:1,336:2;3366:2,6,4,1,0.0,0,0,2,0,0,0,0.5,1,5,1,1,0.0,21.5,38.0,2,True,False,638,767,True,True,True
Midday,Set1,Draw1,4,23,3,2,0.0,4,1.0,True,False,False,False,False,False,True,2,4,2,4,2,2,0,0,336:1;3366:1,336:2;3366:2,6,4,1,0.0,0,1,2,0,0,0,0.5,1,5,0,1,0.0,21.5,38.0,1,True,False,638,767,True,True,True
Midday,Set1,Draw2,6,23,3,3,0.0,3,0.0,False,False,False,False,False,False,True,2,4,2,4,6,0,0,0,33668:1;3368:1;336:1,33866:1;3386:1;336:1,6,3,2,0.0,0,0,0,0,0,0,0.5,1,5,4,0,0.0,21.5,38.0,3,False,False,638,767,True,True,True
Combined,Set2,Draw1,6,23,3,2,0.0,2,0.0,True,False,False,False,False,False,True,3,1,3,1,2,0,0,0,336:1;133:1,336:2;133:1,6,2,1,0.0,0,0,2,0,0,0,0.5,1,4,4,1,0.0,21.5,38.0,3,True,False,638,767,True,True,True
Midday,Set2,Draw1,7,20,4,2,0.0,3,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,177:1;677:1,771:2;677:1,8,3,1,0.0,0,0,2,0,0,0,0.0,1,4,1,1,0.0,21.0,42.5,2,True,False,638,767,True,True,True
Midday,Set2,Draw1,6,20,4,2,0.0,3,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,177:1;677:1,771:2;677:1,8,3,1,0.0,0,0,2,0,0,0,0.0,1,4,1,1,0.0,21.0,42.5,2,True,False,638,767,True,True,True
Combined,Set1,Draw5,2,20,4,2,0.0,3,1.0,True,False,False,False,False,True,True,1,3,1,3,2,0,2,0,177:1;677:1,771:2;677:1,8,3,1,0.0,0,1,2,0,0,1,0.5,1,2,1,0,0.0,20.5,42.5,2,False,False,638,767,True,True,True
Midday,Set1,Draw1,7,20,3,2,0.0,2,0.0,False,False,False,False,False,False,False,3,2,3,2,0,0,0,0,177:1;677:1,771:1;677:1,6,2,1,0.0,0,0,0,0,0,0,0.0,1,5,4,1,0.0,20.0,42.5,3,True,False,638,767,True,True,True
Evening,Set2,Draw1,7,23,3,3,0.0,2,0.0,False,False,False,False,False,False,False,3,1,3,1,0,0,0,0,368:1;3368:1;336:1,386:1;3386:1;336:1,6,2,2,0.0,0,0,0,0,0,0,0.0,1,4,4,1,0.0,20.0,38.0,3,True,False,638,767,True,True,True
Midday,Set2,Draw1,4,23,3,2,0.0,5,1.0,True,False,False,False,False,False,True,2,1,2,1,2,2,0,0,336:1;3366:1,336:2;3366:2,6,5,1,0.0,0,1,2,0,0,0,0.5,1,2,0,1,0.0,19.5,38.0,1,True,False,638,767,True,True,True
Midday,Set1,Draw2,4,23,3,2,0.0,3,1.0,True,False,False,False,False,False,True,2,4,2,4,2,2,0,0,336:1;3366:1,336:2;3366:2,6,3,1,0.0,0,1,2,0,0,0,0.5,1,5,0,0,0.0,19.5,38.0,1,False,False,638,767,True,True,True
Combined,Set1,Draw1,7,20,4,2,0.0,1,0.0,True,False,False,False,False,False,True,1,3,1,3,2,0,0,0,177:1;677:1,771:2;677:1,8,1,1,0.0,0,0,2,0,0,0,0.5,1,2,4,0,0.0,19.5,42.5,3,False,False,638,767,True,True,True
