best_pattern,boxes_involved,evidence_tags,family_id,final_prob,funnel_precol1,lockscore_prob,mode,rank,score,score_baseline,score_v2,state,steps_summary,variant,vt_only_lane
592,60,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",259,0.7047456979980911,0,1.0,own,1,13.877143,0.9867466055006742,13.877143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
559,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",559,0.6372234579363484,0,1.0,own,2,12.377143,0.9753810469886989,12.377143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
599,54,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",599,0.5253354261921256,1,1.0,own,3,11.958571,0.9780416325031932,11.958571,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
559,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",559,0.6147918694922195,0,1.0,combined,4,11.577143,0.9753810469886989,11.577143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
559,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",559,0.5417773692836368,0,1.0,own,5,11.177143,0.9802924889535375,11.177143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
992,18,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",299,0.5324543063873187,0,1.0,own,6,11.127143,0.9669103924458669,11.127143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
592,60,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",259,0.6637386974043528,0,1.0,combined,7,11.077143,0.9821511695831373,11.077143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
922,30,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",229,0.582772844308218,0,1.0,own,8,11.077143,0.9643791367189491,11.077143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
559,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",559,0.5199893401555817,0,1.0,combined,9,10.977143,0.9802924889535375,10.977143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
922,30,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",229,0.5705674403825598,0,1.0,combined,10,10.927143,0.9684987733220671,10.927143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
592,60,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",259,0.6856801139382539,0,1.0,combined,11,10.777143,0.9830142742967113,10.777143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
599,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",599,0.6058736684317606,0,1.0,combined,12,10.477143,0.9684987733220671,10.477143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
594,60,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",459,0.6138046369498084,0,1.0,combined,13,10.377143,0.970012070553968,10.377143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
592,60,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",259,0.6856801139382539,0,1.0,own,14,10.277143,0.9782423799658522,10.277143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
559,42,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",559,0.4908343602014497,0,1.0,combined,15,10.277143,0.9747656786413226,10.277143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
594,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",459,0.48750260351578967,1,1.0,combined,16,10.147143,0.9779171863314579,10.147143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
540,6,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",045,0.5374298453437496,0,1.0,combined,17,10.147143,0.9478318497072341,10.147143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
992,18,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",299,0.5074994375506203,0,1.0,combined,18,10.077143,0.9625869800912907,10.077143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
599,54,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",599,0.5033332839514952,1,1.0,combined,19,10.027143,0.9765676601183906,10.027143,OntarioCanada4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
