section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,557,3.0,47.5,18.0,1,5,1,6,5,0,0,9,9,9,straight|cov1|hp_repeat2|hot2|double_mirror|vtrac_straight|draw_chain5;straight|cov1|hp_repeat2|hot2|double_mirror|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x1|hot2x6|vstrx9|dblmirrorx9
Combined,66788,21.0,46.5,28.0,2,4,1,4,4,0,0,3,0,11,boxed|cov4|hp_repeat4|vstr2|hot2|perm3|set_chain2|draw_chain4;boxed|cov4|hp_repeat3|vstr2|hot2|perm3|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x4|hot1x1|hot2x4|vstrx3
Combined,556,2.0,45.5,19.5,1,4,2,5,4,0,0,5,11,11,boxed|cov2|hp_repeat5|hot2|perm2|hidden3v|double_mirror|draw_chain4;straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4,draw_chain4|col1x4|hot1x2|hot2x5|vstrx5|dblmirrorx11
Combined,6688,18.0,43.5,26.5,2,4,1,4,4,0,0,0,0,11,boxed|cov4|hp_repeat4|vstr2|hot2|perm2|hidden3v|set_chain2|draw_chain4;boxed|cov4|hp_repeat3|vstr2|hot2|perm2|hidden3v|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x4|hot1x1|hot2x4
Combined,778,27.0,42.5,28.0,3,3,4,0,0,0,0,1,9,9,straight|cov3|hp_repeat5|vstr2|vstr3|hot1|double_mirror|vtrac_straight|set_chain3;straight|cov1|hp_repeat5|hot1|double_mirror|set_chain3,set_chain3|draw_chain3|hot1x4|vstrx1|dblmirrorx9
Combined,6678,21.0,42.5,21.0,2,4,1,4,4,0,0,9,0,11,straight|cov1|hp_repeat4|hot2|vtrac_straight|set_chain2|draw_chain4;straight|cov1|hp_repeat3|hot2|vtrac_straight|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x4|hot1x1|hot2x4|vstrx9
Combined,55688,8.0,40.5,25.0,1,3,1,4,3,0,0,4,0,7,boxed|cov3|hp_repeat5|hot2|dom_last|perm3|draw_chain3;straight|cov1|hp_repeat5|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x4|vstrx4
Combined,077,10.0,39.5,22.0,3,3,4,0,0,0,0,1,15,15,straight|cov2|hp_repeat5|vstr2|hot1|double_mirror|vtrac_straight|set_chain3;straight|cov2|hp_repeat5|vstr2|hot1|double_mirror|set_chain3,set_chain3|draw_chain3|hot1x4|vstrx1|dblmirrorx15
Combined,7788,27.0,38.0,28.0,3,3,4,0,0,0,0,1,0,9,straight|cov3|hp_repeat5|vstr2|vstr3|hot1|vtrac_straight|set_chain3;straight|cov1|hp_repeat5|hot1|set_chain3,set_chain3|draw_chain3|hot1x4|vstrx1
Combined,556688,8.0,38.0,25.0,1,3,1,3,3,0,0,3,0,6,boxed|cov3|hp_repeat4|hot2|dom_last|perm3|draw_chain3;boxed|cov3|hot2|dom_last|perm3|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x3|vstrx3
Combined,0788,11.0,37.0,21.0,3,5,5,1,0,0,0,5,0,8,boxed|cov4|hp_repeat2|vstr2|hot1|perm3|set_chain3;straight|cov2|hp_repeat2|vstr2|hot1|vtrac_straight|set_chain3,set_chain3|draw_chain5|hot1x5|hot2x1|vstrx5
Combined,0688,8.0,36.5,23.0,2,4,7,1,0,0,0,1,0,17,boxed|cov3|hp_repeat5|vstr2|hot2|perm2|set_chain2|draw_chain4;boxed|cov3|hp_repeat4|vstr2|hot1|perm2|set_chain2,set_chain2|draw_chain4|hot1x7|hot2x1|vstrx1
Combined,5688,8.0,36.5,21.0,1,3,1,4,3,0,0,4,0,7,boxed|cov3|hp_repeat5|hot2|perm3|draw_chain3;straight|cov1|hp_repeat5|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x4|vstrx4
Combined,488,33.0,36.5,18.5,3,5,2,1,2,0,0,3,8,8,straight|cov1|hp_repeat2|hot1|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain3;straight|cov2|vstr2|hot1|hidden3v|double_mirror|set_chain3,set_chain3|draw_chain5|col1x2|hot1x2|hot2x1|vstrx3|dblmirrorx8
Combined,55788,11.0,36.5,17.0,1,3,0,6,3,0,0,6,0,6,straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3;straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot2x6|vstrx6
Combined,5788,11.0,35.5,16.0,1,3,0,6,3,0,0,6,0,6,straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3;straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot2x6|vstrx6
Combined,5578,11.0,35.5,16.0,1,3,0,6,3,0,0,6,0,6,straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3;straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot2x6|vstrx6
Combined,079,12.0,34.5,21.0,3,4,5,0,0,0,0,5,0,13,straight|cov2|hp_repeat5|vstr2|hot1|vtrac_straight|set_chain3;straight|cov2|vstr2|hot1|vtrac_straight|set_chain3|draw_chain4,set_chain3|draw_chain4|hot1x5|vstrx5
Combined,177,20.0,34.5,18.5,3,4,2,0,1,0,0,0,14,14,boxed|cov3|vstr2|perm2|hidden3v|double_mirror|set_chain3|draw_chain3;boxed|cov2|hp_repeat3|hot1|perm2|hidden3v|double_mirror|set_chain3|draw_chain3,set_chain3|draw_chain4|col1x1|hot1x2|dblmirrorx14
Combined,578,11.0,34.5,15.0,1,3,0,6,3,0,0,6,0,6,straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3;straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot2x6|vstrx6
Combined,56688,8.0,34.0,21.0,1,3,1,3,3,0,0,3,0,6,boxed|cov3|hp_repeat4|hot2|perm3|draw_chain3;boxed|cov3|hot2|perm3|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x3|vstrx3
Combined,1688,18.0,33.5,22.5,2,6,4,0,2,0,0,0,0,16,boxed|cov3|hp_repeat4|vstr2|mirror|hot1|perm2|hidden3v|set_chain2|draw_chain4;boxed|cov3|hp_repeat2|vstr2|mirror|hot1|perm2|hidden3v|set_chain2|draw_chain4,set_chain2|draw_chain6|col1x2|hot1x4
Combined,566,6.0,33.5,17.5,1,3,1,3,3,0,0,3,6,6,boxed|cov2|hp_repeat4|hot2|perm2|hidden3v|double_mirror|draw_chain3;straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x3|vstrx3|dblmirrorx6
Combined,16788,21.0,33.0,21.0,2,6,4,0,2,0,0,2,0,15,boxed|cov3|hp_repeat3|mirror|hot1|perm3|set_chain2|draw_chain4;boxed|cov3|hp_repeat3|mirror|hot1|perm3|set_chain2|draw_chain4,set_chain2|draw_chain6|col1x2|hot1x4|vstrx2
Combined,1788,21.0,33.0,18.0,3,6,5,0,2,0,0,2,0,17,boxed|cov2|hp_repeat2|hot1|perm2|set_chain3|draw_chain4;boxed|cov2|hp_repeat2|hot1|perm2|set_chain3|draw_chain4,set_chain3|draw_chain6|col1x2|hot1x5|vstrx2
Combined,334,33.0,32.5,23.5,3,2,0,0,0,0,0,1,7,7,straight|cov3|hp_repeat3|vstr2|vstr3|hidden3v|double_mirror|set_chain3;straight|cov3|hp_repeat3|vstr2|vstr3|hidden3v|double_mirror|set_chain3,set_chain3|draw_chain2|vstrx1|dblmirrorx7
Combined,0889,14.0,32.5,21.0,3,4,5,0,0,0,0,1,0,10,boxed|cov3|hp_repeat5|vstr2|hot1|perm2|set_chain3;straight|cov1|hp_repeat5|hot1|set_chain3,set_chain3|draw_chain4|hot1x5|vstrx1
Combined,068,8.0,32.5,18.0,2,3,7,1,0,0,0,4,0,16,straight|cov1|hp_repeat5|hot2|vtrac_straight|set_chain2|draw_chain3;straight|cov1|hp_repeat4|hot1|vtrac_straight|set_chain2|draw_chain3,set_chain2|draw_chain3|hot1x7|hot2x1|vstrx4
Combined,178,21.0,32.0,17.0,3,6,5,0,2,0,0,2,0,17,boxed|cov2|hp_repeat2|hot1|perm2|set_chain3|draw_chain4;boxed|cov2|hp_repeat2|hot1|perm2|set_chain3|draw_chain4,set_chain3|draw_chain6|col1x2|hot1x5|vstrx2
Combined,089,14.0,31.5,20.0,3,4,5,0,0,0,0,1,0,10,boxed|cov3|hp_repeat5|vstr2|hot1|perm2|set_chain3;straight|cov1|hp_repeat5|hot1|set_chain3,set_chain3|draw_chain4|hot1x5|vstrx1
Combined,078,11.0,31.5,17.0,3,5,4,1,0,0,0,4,0,7,boxed|cov2|hot2|perm2|set_chain3|draw_chain5;straight|cov1|hot1|vtrac_straight|set_chain3|draw_chain5,set_chain3|draw_chain5|hot1x4|hot2x1|vstrx4
Combined,55668,8.0,31.0,18.0,1,3,1,3,3,0,0,3,0,6,boxed|cov2|hp_repeat4|hot2|perm2|draw_chain3;straight|cov1|hp_repeat4|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x3|vstrx3
Combined,4788,30.0,31.0,17.0,3,5,2,1,2,0,0,3,0,7,straight|cov1|hot2|vtrac_straight|set_chain3|draw_chain3;straight|cov1|hot1|vtrac_straight|set_chain3|draw_chain3,set_chain3|draw_chain5|col1x2|hot1x2|hot2x1|vstrx3
Combined,344,34.0,30.5,23.0,3,1,0,0,0,0,0,0,6,6,straight|cov3|hp_repeat3|vstr2|vstr3|double_mirror|set_chain3;straight|cov3|hp_repeat3|vstr2|vstr3|double_mirror|set_chain3,set_chain3|draw_chain1|dblmirrorx6
Combined,5566,2.0,30.5,17.5,1,3,1,3,3,0,0,3,0,6,boxed|cov2|hp_repeat4|hot2|perm2|hidden3v|draw_chain3;straight|cov1|hp_repeat4|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x3|vstrx3
Combined,466,19.0,30.5,16.5,2,3,1,1,2,0,0,5,6,6,straight|cov1|hp_repeat2|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain3;straight|cov1|hp_repeat2|hot1|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain3,set_chain2|draw_chain3|col1x2|hot1x1|hot2x1|vstrx5|dblmirrorx6
Combined,0188,8.0,30.0,20.0,3,4,4,0,0,0,0,0,0,9,straight|cov2|hp_repeat2|vstr2|hot1|set_chain3|draw_chain4;straight|cov1|hp_repeat2|hot1|set_chain3|draw_chain4,set_chain3|draw_chain4|hot1x4
Combined,5668,8.0,30.0,17.0,1,3,1,3,3,0,0,3,0,6,boxed|cov2|hp_repeat4|hot2|perm2|draw_chain3;straight|cov1|hp_repeat4|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x3|vstrx3
Combined,478,30.0,30.0,16.0,3,5,2,1,2,0,0,3,0,7,straight|cov1|hot2|vtrac_straight|set_chain3|draw_chain3;straight|cov1|hot1|vtrac_straight|set_chain3|draw_chain3,set_chain3|draw_chain5|col1x2|hot1x2|hot2x1|vstrx3
Combined,166788,21.0,29.5,23.0,2,3,1,0,2,0,0,0,0,5,boxed|cov3|hp_repeat2|mirror|hot1|dom_last|perm3|set_chain2|draw_chain2;boxed|cov3|mirror|perm3|set_chain2|draw_chain2,set_chain2|draw_chain3|col1x2|hot1x1
Combined,1889,24.0,29.5,17.5,3,6,3,0,1,0,0,2,0,15,straight|cov1|hp_repeat3|hot1|hidden3v|set_chain3|draw_chain4;straight|cov1|hp_repeat3|hidden3v|set_chain3|draw_chain4,set_chain3|draw_chain6|col1x1|hot1x3|vstrx2
Combined,018,8.0,29.0,19.0,3,4,4,0,0,0,0,0,0,9,straight|cov2|hp_repeat2|vstr2|hot1|set_chain3|draw_chain4;straight|cov1|hp_repeat2|hot1|set_chain3|draw_chain4,set_chain3|draw_chain4|hot1x4
Combined,477,28.0,29.0,15.5,3,3,1,0,1,0,0,1,11,11,straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|set_chain3;straight|cov1|hp_repeat4|hidden3v|double_mirror|set_chain3,set_chain3|draw_chain3|col1x1|hot1x1|vstrx1|dblmirrorx11
Combined,001,2.0,28.5,18.5,1,4,3,0,0,0,0,0,10,10,straight|cov2|hp_repeat4|vstr2|hot1|hidden3v|double_mirror|draw_chain4;straight|cov2|hp_repeat4|vstr2|hot1|hidden3v|double_mirror|draw_chain4,draw_chain4|hot1x3|dblmirrorx10
Combined,455,5.0,28.5,17.5,1,3,1,1,2,0,0,4,5,5,boxed|cov3|hp_repeat2|vstr2|hot1|perm2|hidden3v|double_mirror|draw_chain3;straight|cov1|hp_repeat2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x2|hot1x1|hot2x1|vstrx4|dblmirrorx5
Combined,189,24.0,28.5,16.5,3,6,3,0,1,0,0,2,0,15,straight|cov1|hp_repeat3|hot1|hidden3v|set_chain3|draw_chain4;straight|cov1|hp_repeat3|hidden3v|set_chain3|draw_chain4,set_chain3|draw_chain6|col1x1|hot1x3|vstrx2
Combined,558,4.0,28.5,15.0,1,3,0,3,3,0,0,3,3,3,straight|cov1|hot2|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hot2|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot2x3|vstrx3|dblmirrorx3
Combined,588,13.0,28.5,15.0,1,3,0,3,3,0,0,3,3,3,straight|cov1|hot2|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hot2|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot2x3|vstrx3|dblmirrorx3
Combined,3344,33.0,28.0,23.5,3,1,0,0,0,0,0,0,0,6,straight|cov3|hp_repeat3|vstr2|vstr3|hidden3v|set_chain3;straight|cov3|hp_repeat3|vstr2|vstr3|hidden3v|set_chain3,set_chain3|draw_chain1
Combined,66889,24.0,28.0,20.5,1,4,0,2,1,0,0,1,0,6,boxed|cov3|hp_repeat3|vstr2|hot2|perm2|hidden3v|draw_chain4;straight|cov1|hp_repeat3|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x1|hot2x2|vstrx1
Combined,007,3.0,28.0,18.0,1,4,3,0,0,0,0,0,10,10,straight|cov2|hp_repeat4|vstr2|hot1|double_mirror|draw_chain4;straight|cov2|hp_repeat4|vstr2|hot1|double_mirror|draw_chain4,draw_chain4|hot1x3|dblmirrorx10
Combined,338,32.0,27.5,19.0,3,2,0,0,0,0,0,0,7,7,boxed|cov3|hp_repeat3|vstr2|mirror|perm2|double_mirror|set_chain3;boxed|cov3|hp_repeat3|vstr2|mirror|perm2|double_mirror|set_chain3,set_chain3|draw_chain2|dblmirrorx7
Combined,388,32.0,27.5,19.0,3,2,0,0,0,0,0,0,7,7,boxed|cov3|hp_repeat3|vstr2|mirror|perm2|double_mirror|set_chain3;boxed|cov3|hp_repeat3|vstr2|mirror|perm2|double_mirror|set_chain3,set_chain3|draw_chain2|dblmirrorx7
Combined,4688,24.0,27.5,16.5,2,5,1,1,2,0,0,3,0,7,straight|cov1|hp_repeat2|hot1|hidden3v|vtrac_straight|set_chain2|draw_chain3;boxed|cov2|hot2|perm2|hidden3v|set_chain2|draw_chain3,set_chain2|draw_chain5|col1x2|hot1x1|hot2x1|vstrx3
Combined,5569,9.0,27.5,15.5,1,5,0,3,1,0,0,5,0,5,straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain5;straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain5,draw_chain5|col1x1|hot2x3|vstrx5
Combined,677,20.0,27.5,14.5,2,4,2,0,1,0,0,1,11,11,straight|cov1|hp_repeat3|hot1|hidden3v|double_mirror|set_chain2|draw_chain3;straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|set_chain2,set_chain2|draw_chain4|col1x1|hot1x2|vstrx1|dblmirrorx11
Combined,16688,18.0,27.0,20.5,2,3,1,0,2,0,0,0,0,5,boxed|cov3|hp_repeat2|vstr2|mirror|hot1|perm2|hidden3v|set_chain2|draw_chain2;boxed|cov2|hp_repeat2|mirror|perm2|hidden3v|set_chain2|draw_chain2,set_chain2|draw_chain3|col1x2|hot1x1
Combined,01688,8.0,27.0,20.0,2,4,3,0,0,0,0,0,0,8,straight|cov2|hp_repeat2|vstr2|mirror|hot1|set_chain2|draw_chain4;straight|cov1|hp_repeat2|mirror|hot1|set_chain2|draw_chain4,set_chain2|draw_chain4|hot1x3
Combined,009,5.0,27.0,18.5,1,4,2,0,0,0,0,0,9,9,boxed|cov3|hp_repeat3|vstr2|hot1|perm2|hidden3v|double_mirror|draw_chain4;boxed|cov3|hp_repeat3|vstr2|hot1|perm2|hidden3v|double_mirror|draw_chain4,draw_chain4|hot1x2|dblmirrorx9
Combined,5588,4.0,27.0,15.0,1,3,0,3,3,0,0,3,0,3,straight|cov1|hot2|vtrac_straight|draw_chain3;straight|cov1|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot2x3|vstrx3
Combined,5579,12.0,27.0,15.0,1,5,0,3,1,0,0,5,0,5,straight|cov1|hot2|vtrac_straight|draw_chain5;straight|cov1|hot2|vtrac_straight|draw_chain5,draw_chain5|col1x1|hot2x3|vstrx5
Combined,167788,21.0,26.5,20.0,2,4,1,0,1,0,0,1,0,9,boxed|cov3|hp_repeat2|mirror|hot1|perm3|set_chain2|draw_chain3;boxed|cov3|hp_repeat2|mirror|perm3|set_chain2|draw_chain3,set_chain2|draw_chain4|col1x1|hot1x1|vstrx1
Combined,449,35.0,26.5,18.0,3,2,0,0,0,0,0,1,6,6,straight|cov2|vstr2|mirror|double_mirror|vtrac_straight|set_chain3;straight|cov1|hp_repeat2|mirror|double_mirror|set_chain3,set_chain3|draw_chain2|vstrx1|dblmirrorx6
Combined,17788,21.0,26.5,17.0,3,4,2,0,1,0,0,1,0,11,boxed|cov2|hp_repeat4|hot1|perm2|set_chain3;boxed|cov2|hot1|perm2|set_chain3|draw_chain3,set_chain3|draw_chain4|col1x1|hot1x2|vstrx1
Combined,569,9.0,26.5,14.5,1,5,0,3,1,0,0,5,0,5,straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain5;straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain5,draw_chain5|col1x1|hot2x3|vstrx5
Combined,0779,12.0,25.5,20.0,2,0,3,0,0,0,0,1,0,9,straight|cov2|hp_repeat5|vstr2|hot1|vtrac_straight|set_chain2;straight|cov2|hp_repeat4|vstr2|hot1|set_chain2,set_chain2|hot1x3|vstrx1
Combined,4559,15.0,25.5,19.0,1,3,0,1,1,0,0,4,0,4,straight|cov2|hp_repeat2|vstr2|mirror|hot2|vtrac_straight|draw_chain3;straight|cov2|vstr2|mirror|vtrac_straight|draw_chain3,draw_chain3|col1x1|hot2x1|vstrx4
Combined,16889,24.0,25.5,16.5,2,6,2,0,1,0,0,2,0,8,straight|cov1|hp_repeat2|mirror|hot1|hidden3v|set_chain2|draw_chain4;straight|cov1|mirror|hidden3v|vtrac_straight|set_chain2|draw_chain4,set_chain2|draw_chain6|col1x1|hot1x2|vstrx2
Combined,669,19.0,25.5,14.5,1,4,0,2,1,0,0,4,4,4,straight|cov1|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4;straight|cov1|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4,draw_chain4|col1x1|hot2x2|vstrx4|dblmirrorx4
Combined,7889,30.0,25.5,14.0,1,4,0,4,0,0,0,3,0,4,straight|cov1|hot2|vtrac_straight|draw_chain4;straight|cov1|hot2|vtrac_straight|draw_chain4,draw_chain4|hot2x4|vstrx3
Combined,334488,33.0,25.0,20.5,3,1,0,0,0,0,0,0,0,6,straight|cov2|hp_repeat3|vstr2|mirror|hidden3v|set_chain3;straight|cov2|hp_repeat3|vstr2|mirror|hidden3v|set_chain3,set_chain3|draw_chain1
Combined,33488,33.0,25.0,19.5,3,2,0,0,0,0,0,1,0,7,straight|cov2|hp_repeat3|vstr2|mirror|hidden3v|set_chain3;straight|cov2|hp_repeat3|vstr2|mirror|hidden3v|set_chain3,set_chain3|draw_chain2|vstrx1
Combined,459,15.0,24.5,18.0,1,3,0,1,1,0,0,4,0,4,straight|cov2|hp_repeat2|vstr2|mirror|hot2|vtrac_straight|draw_chain3;straight|cov2|vstr2|mirror|vtrac_straight|draw_chain3,draw_chain3|col1x1|hot2x1|vstrx4
Combined,019,9.0,24.5,15.5,3,4,3,0,0,0,0,0,0,13,straight|cov1|hp_repeat2|hot1|hidden3v|set_chain3|draw_chain4;straight|cov1|hp_repeat4|hot1|hidden3v|set_chain3,set_chain3|draw_chain4|hot1x3
Combined,55669,9.0,24.5,15.5,1,4,0,2,1,0,0,4,0,4,straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x1|hot2x2|vstrx4
Combined,1778,21.0,24.5,15.0,3,4,2,0,1,0,0,1,0,11,straight|cov1|hp_repeat4|hot1|set_chain3;boxed|cov2|hot1|perm2|set_chain3|draw_chain3,set_chain3|draw_chain4|col1x1|hot1x2|vstrx1
Combined,006,2.0,24.5,14.5,1,4,3,0,0,0,0,0,10,10,straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|draw_chain4;straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|draw_chain4,draw_chain4|hot1x3|dblmirrorx10
Combined,789,30.0,24.5,13.0,1,4,0,4,0,0,0,3,0,4,straight|cov1|hot2|vtrac_straight|draw_chain4;straight|cov1|hot2|vtrac_straight|draw_chain4,draw_chain4|hot2x4|vstrx3
Combined,33448,33.0,24.0,19.5,3,1,0,0,0,0,0,0,0,6,straight|cov2|hp_repeat3|vstr2|mirror|hidden3v|set_chain3;straight|cov2|hp_repeat3|vstr2|mirror|hidden3v|set_chain3,set_chain3|draw_chain1
Combined,3388,32.0,24.0,19.0,3,2,0,0,0,0,0,0,0,7,boxed|cov3|hp_repeat3|vstr2|mirror|perm2|set_chain3;boxed|cov3|hp_repeat3|vstr2|mirror|perm2|set_chain3,set_chain3|draw_chain2
Combined,001688,8.0,24.0,19.0,1,4,3,0,0,0,0,0,0,7,straight|cov2|hp_repeat2|vstr2|mirror|hot1|draw_chain4;straight|cov1|hp_repeat2|mirror|hot1|draw_chain4,draw_chain4|hot1x3
Combined,3348,33.0,24.0,18.5,3,2,0,0,0,0,0,1,0,7,straight|cov2|hp_repeat3|vstr2|mirror|hidden3v|set_chain3;straight|cov2|hp_repeat3|vstr2|mirror|hidden3v|set_chain3,set_chain3|draw_chain2|vstrx1
Combined,45566,9.0,24.0,15.5,1,3,1,1,2,0,0,4,0,4,straight|cov1|hp_repeat2|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hot1|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x2|hot1x1|hot2x1|vstrx4
Combined,67788,21.0,23.5,18.0,2,3,2,0,0,0,0,0,0,9,boxed|cov3|hp_repeat3|vstr2|hot1|perm2|set_chain2;boxed|cov2|hp_repeat3|hot1|perm2|set_chain2|draw_chain3,set_chain2|draw_chain3|hot1x2
Combined,0177,7.0,23.5,16.0,3,3,2,0,0,0,0,0,0,13,boxed|cov2|hp_repeat4|hot1|perm2|set_chain3;straight|cov1|hp_repeat3|hot1|set_chain3|draw_chain3,set_chain3|draw_chain3|hot1x2
