section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,599,15,29.0,24.5,1,2,0,True,0,0,0,0,0,2,3,3,straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror|vtrac_straight|draw_chain2;straight|cov3|hp_repeat2|vstr2|vstr3|hidden3v|double_mirror|vtrac_straight|draw_chain2,draw_chain2|vstrx2|dblmirrorx3
Combined,458,14,29.0,21.5,1,2,0,False,0,2,2,0,0,1,0,2,boxed|cov4|hot2|dom_last|perm4|hidden3v|draw_chain2;straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain2,draw_chain2|col1x2|hot2x2|vstrx1
Combined,335,13,29.0,16.5,1,2,0,False,4,1,0,0,0,2,9,9,straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain2;straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain2,draw_chain2|hot1x4|hot2x1|vstrx2|dblmirrorx9
Combined,3446,24,29.0,16.5,1,4,0,False,1,3,0,0,0,7,0,9,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot1x1|hot2x3|vstrx7
Combined,566,6,29.0,16.0,3,2,0,False,4,0,0,0,0,0,8,8,boxed|cov2|hp_repeat4|hot1|perm2|double_mirror|set_chain3;straight|cov1|hp_repeat4|hot1|double_mirror|set_chain3,set_chain3|draw_chain2|hot1x4|dblmirrorx8
Combined,013566,8,28.5,23.0,3,1,0,False,1,0,0,0,0,0,0,5,boxed|cov4|hp_repeat2|mirror|hot1|perm4|set_chain3;boxed|cov4|hp_repeat2|mirror|perm4|set_chain3,set_chain3|draw_chain1|hot1x1
Combined,44589,14,28.5,17.5,1,3,0,False,1,2,3,0,0,3,0,3,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx3
Combined,45889,14,28.5,17.5,1,3,0,False,1,2,3,0,0,3,0,3,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx3
Combined,3559,14,28.5,17.5,3,3,0,False,0,2,0,0,0,3,0,5,straight|cov1|hot2|hidden3v|vtrac_straight|set_chain3|draw_chain3;straight|cov1|hot2|hidden3v|vtrac_straight|set_chain3|draw_chain3,set_chain3|draw_chain3|hot2x2|vstrx3
Combined,445588,14,28.5,17.5,1,3,0,False,1,2,3,0,0,3,0,3,straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx3
Combined,6788,21,28.5,16.5,1,5,1,False,1,3,1,0,0,1,0,10,boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|draw_chain5;boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|draw_chain5,draw_chain5|col1x1|hot1x1|hot2x3|vstrx1
Combined,588,13,28.5,15.5,1,3,0,False,0,3,3,0,0,2,3,3,straight|cov1|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot2x3|vstrx2|dblmirrorx3
Combined,33468,24,28.0,20.5,1,4,0,True,3,0,0,0,0,3,0,9,boxed|cov3|hp_repeat4|mirror|hot1|perm3|hidden3v|draw_chain4;boxed|cov2|hp_repeat4|mirror|hot1|perm2|hidden3v|draw_chain4,draw_chain4|hot1x3|vstrx3
Combined,156,6,28.0,15.0,3,1,0,True,6,0,0,0,0,3,0,6,straight|cov1|hp_repeat2|mirror|hot1|vtrac_straight|set_chain3;straight|cov1|hp_repeat2|mirror|hot1|vtrac_straight|set_chain3,set_chain3|draw_chain1|hot1x6|vstrx3
Combined,5599,5,27.5,24.5,1,2,0,True,0,0,0,0,0,2,0,3,straight|cov3|vstr2|vstr3|single_left|hidden3v|vtrac_straight|draw_chain2;straight|cov3|hp_repeat2|vstr2|vstr3|hidden3v|vtrac_straight|draw_chain2,draw_chain2|vstrx2
Combined,0113566,8,27.5,23.0,3,1,0,False,0,0,0,0,0,0,0,4,boxed|cov4|hp_repeat2|mirror|perm4|set_chain3;straight|cov1|hp_repeat2|mirror|set_chain3,set_chain3|draw_chain1
Combined,344688,24,27.5,19.5,1,4,0,False,0,3,0,0,0,0,0,4,boxed|cov3|mirror|hot2|perm3|hidden3v|draw_chain4;boxed|cov3|mirror|hot2|perm3|hidden3v|draw_chain4,draw_chain4|hot2x3
Combined,445589,14,27.5,17.5,1,3,0,False,1,2,3,0,0,1,0,3,boxed|cov2|mirror|hot2|perm2|hidden3v|draw_chain3;boxed|cov2|mirror|hot2|perm2|hidden3v|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx1
Combined,455889,14,27.5,17.5,1,3,0,False,1,2,3,0,0,1,0,3,boxed|cov2|mirror|hot2|perm2|hidden3v|draw_chain3;boxed|cov2|mirror|hot2|perm2|hidden3v|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx1
Combined,3889,33,27.5,17.5,1,4,0,False,1,2,0,0,0,6,0,9,straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|hp_repeat3|mirror|hot1|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot1x1|hot2x2|vstrx6
Combined,44558,14,27.5,16.5,1,3,0,False,1,2,3,0,0,3,0,3,straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx3
Combined,7889,30,27.5,15.0,1,4,1,False,2,2,1,0,0,5,0,5,straight|cov1|hp_repeat2|hot1|vtrac_straight|draw_chain4;straight|cov1|hot2|vtrac_straight|draw_chain4,draw_chain4|col1x1|hot1x2|hot2x2|vstrx5
Combined,136,18,27.0,20.0,2,0,0,False,5,0,0,0,0,0,0,11,boxed|cov3|hp_repeat6|vstr2|mirror|hot1|perm2|set_chain2;boxed|cov3|hp_repeat6|vstr2|mirror|hot1|perm2|set_chain2,set_chain2|hot1x5
Combined,3368,23,27.0,19.5,1,4,0,True,3,0,0,0,0,3,0,10,boxed|cov3|hp_repeat4|mirror|hot1|perm3|hidden3v|draw_chain4;boxed|cov3|hp_repeat4|mirror|hot1|perm3|hidden3v|draw_chain4,draw_chain4|hot1x3|vstrx3
Combined,344788,30,27.0,17.0,1,4,0,False,0,3,0,0,0,4,0,4,straight|cov1|mirror|hot2|vtrac_straight|draw_chain4;straight|cov1|mirror|hot2|vtrac_straight|draw_chain4,draw_chain4|hot2x3|vstrx4
Combined,4489,34,27.0,16.0,1,3,0,False,1,2,3,0,0,3,0,3,straight|cov1|mirror|hot2|vtrac_straight|draw_chain3;straight|cov1|mirror|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx3
Combined,5579,12,27.0,15.5,1,3,1,False,1,2,1,0,0,6,0,7,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat2|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x1|hot1x1|hot2x2|vstrx6
Combined,34688,24,26.5,18.5,1,4,0,False,0,3,0,0,0,0,0,4,boxed|cov3|mirror|hot2|perm3|hidden3v|draw_chain4;boxed|cov3|mirror|hot2|perm3|hidden3v|draw_chain4,draw_chain4|hot2x3
Combined,34559,14,26.5,17.5,2,3,0,False,0,2,0,0,0,3,0,4,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain3;straight|cov1|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain3,set_chain2|draw_chain3|hot2x2|vstrx3
Combined,34468,24,26.5,16.5,1,4,0,False,0,3,0,0,0,4,0,4,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot2x3|vstrx4
Combined,5889,14,26.5,15.5,1,3,0,False,1,2,3,0,0,3,0,3,straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx3
Combined,789,30,26.5,14.0,1,4,1,False,2,2,1,0,0,5,0,5,straight|cov1|hp_repeat2|hot1|vtrac_straight|draw_chain4;straight|cov1|hot2|vtrac_straight|draw_chain4,draw_chain4|col1x1|hot1x2|hot2x2|vstrx5
Combined,244,31,26.0,23.5,1,1,0,False,0,0,1,0,0,1,1,1,straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror|vtrac_straight,draw_chain1|col1x1|vstrx1|dblmirrorx1
Combined,055,1,26.0,18.0,3,1,0,False,0,0,1,0,0,1,4,4,boxed|cov3|hp_repeat2|vstr2|mirror|perm2|double_mirror|set_chain3;straight|cov1|mirror|double_mirror|vtrac_straight|set_chain3,set_chain3|draw_chain1|col1x1|vstrx1|dblmirrorx4
Combined,36889,24,26.0,17.5,1,4,0,False,1,2,0,0,0,3,0,8,boxed|cov2|hp_repeat3|mirror|hot2|perm2|hidden3v|draw_chain4;straight|cov1|hp_repeat2|mirror|hot1|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot1x1|hot2x2|vstrx3
Combined,34478,30,26.0,16.0,1,4,0,False,0,3,0,0,0,4,0,4,straight|cov1|mirror|hot2|vtrac_straight|draw_chain4;straight|cov1|mirror|hot2|vtrac_straight|draw_chain4,draw_chain4|hot2x3|vstrx4
Combined,066,6,26.0,15.0,3,2,0,False,1,0,0,0,0,0,10,10,straight|cov1|hp_repeat4|hot1|double_mirror|set_chain3;straight|cov1|hp_repeat4|double_mirror|set_chain3,set_chain3|draw_chain2|hot1x1|dblmirrorx10
Combined,34455889,14,25.5,18.5,1,3,0,False,0,2,0,0,0,3,0,3,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|hot2x2|vstrx3
Combined,011,6,25.5,18.0,3,1,0,False,0,0,0,0,0,0,6,6,boxed|cov3|hp_repeat3|vstr2|perm2|double_mirror|set_chain3;boxed|cov3|hp_repeat3|vstr2|perm2|double_mirror|set_chain3,set_chain3|draw_chain1|dblmirrorx6
Combined,113,18,25.5,18.0,3,1,0,False,0,0,0,0,0,0,6,6,boxed|cov3|hp_repeat3|vstr2|perm2|double_mirror|set_chain3;boxed|cov3|hp_repeat3|vstr2|perm2|double_mirror|set_chain3,set_chain3|draw_chain1|dblmirrorx6
Combined,134,24,25.5,17.5,2,5,0,False,3,0,0,0,0,1,0,11,boxed|cov2|hp_repeat4|hot1|perm2|hidden3v|set_chain2|draw_chain5;boxed|cov2|hp_repeat4|hot1|perm2|hidden3v|set_chain2|draw_chain5,set_chain2|draw_chain5|hot1x3|vstrx1
Combined,3459,14,25.5,16.5,2,3,0,False,0,2,0,0,0,3,0,4,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain3;straight|cov1|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain3,set_chain2|draw_chain3|hot2x2|vstrx3
Combined,689,24,25.5,15.5,1,4,0,False,1,2,0,0,0,6,0,8,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|hp_repeat2|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot1x1|hot2x2|vstrx6
