section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why,raw_canonical,family_canonical_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_exact_straight,is_vtrac_boxed
Combined,Set1,Draw4,1,559,straight,33.5,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,4,559,3,5,True,6,4,0,0.0,9,0,0,4,0,0.0,0,0.5,2,4,3,3,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain4,559,059,950,155,False,False,True
Combined,Set1,Draw5,1,559,straight,32.5,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,3,559,3,5,True,6,3,0,0.0,9,0,0,4,0,0.0,0,0.5,2,4,3,3,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain4,559,059,950,155,False,False,True
Combined,Set1,Draw4,2,559,straight,31.5,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,4,559,3,5,True,6,4,0,0.0,9,0,0,2,0,0.0,0,0.5,2,4,3,3,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain4,559,059,950,155,False,False,True
Midday,Set1,Draw1,3,559,boxed,31.5,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2,0,6,559,3,5,True,8,6,1,0.0,7,0,0,2,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov4|hp_repeat6|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain7,559,059,950,155,False,False,True
Midday,Set1,Draw1,2,559,boxed,31.5,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2,0,6,559,3,5,True,8,6,1,0.0,7,0,0,2,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov4|hp_repeat6|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain7,559,059,950,155,False,False,True
Combined,Set1,Draw5,2,559,straight,30.5,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,3,559,3,5,True,6,3,0,0.0,9,0,0,2,0,0.0,0,0.5,2,4,3,3,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain4,559,059,950,155,False,False,True
Combined,Set1,Draw7,1,559,straight,30.5,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,559,3,5,True,6,1,0,0.0,9,4,0,0,0,0.0,0,0.5,2,4,3,3,4,1,True,straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain4,559,059,950,155,False,False,True
Midday,Set1,Draw1,5,559,boxed,30.5,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,1,2,0,6,559,3,5,True,8,6,1,0.0,7,0,0,1,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov4|hp_repeat6|vstr2|vstr3|hot1|perm2|hidden3v|double_mirror|draw_chain7,559,059,950,155,False,False,True
Midday,Set1,Draw1,4,559,boxed,30.5,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,1,2,0,6,559,3,5,True,8,6,1,0.0,7,0,0,1,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov4|hp_repeat6|vstr2|vstr3|hot1|perm2|hidden3v|double_mirror|draw_chain7,559,059,950,155,False,False,True
Midday,Set1,Draw2,2,559,boxed,30.5,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2,0,5,559,3,5,True,8,5,1,0.0,7,0,0,2,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov4|hp_repeat5|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain7,559,059,950,155,False,False,True
Combined,Set1,Draw4,3,559,straight,29.5,"R2,R4,R6",False,True,True,False,False,False,False,False,False,0,1,0,4,559,3,5,True,6,4,0,0.0,9,0,0,0,0,0.0,0,0.5,2,4,3,3,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain4,559,059,950,155,False,False,True
Combined,Set1,Draw6,1,559,straight,29.5,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,2,559,3,5,True,6,2,0,0.0,9,0,0,2,0,0.0,0,0.5,2,4,3,3,4,1,True,straight|cov3|hp_repeat2|vstr2|vstr3|hot1|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain4,559,059,950,155,False,False,True
Midday,Set1,Draw2,3,559,boxed,29.5,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,1,2,0,5,559,3,5,True,8,5,1,0.0,7,0,0,1,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov4|hp_repeat5|vstr2|vstr3|hot1|perm2|hidden3v|double_mirror|draw_chain7,559,059,950,155,False,False,True
Midday,Set1,Draw3,2,559,boxed,29.5,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2,0,4,559,3,5,True,8,4,1,0.0,7,0,0,2,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov4|hp_repeat4|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain7,559,059,950,155,False,False,True
Midday,Set1,Draw6,2,559,straight,29.5,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,559,3,5,True,6,1,0,0.0,9,4,0,0,0,0.0,0,0.5,2,0,6,1,7,1,True,straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror|vtrac_straight|draw_chain7,559,059,950,155,False,False,True
Midday,Set1,Draw7,1,559,straight,29.5,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,559,3,5,True,6,1,0,0.0,9,4,0,0,0,0.0,0,0.5,2,0,6,1,7,1,True,straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror|vtrac_straight|draw_chain7,559,059,950,155,False,False,True
