section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why,family_id,is_exact_straight
Midday,Set1,Draw5,1,5599,boxed,24.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,3.0,5599,3.0,boxed|cov4|span3|vstr2|vstr3|hot2|perm2,5.0,False
Combined,Set1,Draw5,1,5599,boxed,24.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,3.0,5599,3.0,boxed|cov4|span3|vstr2|vstr3|hot2|perm2,5.0,False
Combined,Set1,Draw5,1,05599,boxed,23.0,"R2,R4,R6",True,True,False,False,False,False,False,True,False,2,2.0,0.0,3.0,55990,2.0,boxed|cov3|span3|vstr2|mirror|hot2|dom_last|perm2,5.0,False
Combined,Set1,Draw5,1,559,boxed,23.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,3.0,559,3.0,boxed|cov4|span3|vstr2|vstr3|hot2|perm2,5.0,False
Midday,Set1,Draw5,1,559,boxed,23.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,3.0,559,3.0,boxed|cov4|span3|vstr2|vstr3|hot2|perm2,5.0,False
Midday,Set1,Draw4,1,0599,boxed,23.0,"R2,R4,R6",True,True,False,False,False,False,False,True,False,2,2.0,0.0,4.0,5990,2.0,boxed|cov3|span4|vstr2|mirror|hot2|dom_last|perm2,5.0,False
Midday,Set1,Draw5,1,05599,boxed,23.0,"R2,R4,R6",True,True,False,False,False,False,False,True,False,2,2.0,0.0,3.0,55990,2.0,boxed|cov3|span3|vstr2|mirror|hot2|dom_last|perm2,5.0,False
Combined,Set1,Draw4,1,0599,boxed,23.0,"R2,R4,R6",True,True,False,False,False,False,False,True,False,2,2.0,0.0,4.0,5990,2.0,boxed|cov3|span4|vstr2|mirror|hot2|dom_last|perm2,5.0,False
Combined,Set1,Draw3,1,0045,boxed,23.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,4.0,0.0,2.0,5400,1.0,boxed|cov4|span2|mirror|hot2|dom_last|perm4,5.0,False
Combined,Set1,Draw3,1,0045,boxed,23.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,4.0,0.0,2.0,5400,1.0,boxed|cov4|span2|mirror|hot2|dom_last|perm4,5.0,False
