section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,why
Combined,Set1,Draw1,1,006,boxed,27.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span7|cons_full|hot2|dom_last|cons_3v
Midday,Set1,Draw1,1,008,straight,26.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Midday,Set1,Draw2,1,008,straight,26.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Midday,Set3,Draw1,1,008,straight,24.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Midday,Set2,Draw1,1,008,straight,24.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Evening,Set2,Draw1,1,067,boxed,23.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,1,boxed|cov4|span6|cons_full|hot1|dom_last|cons_3v
Evening,Set1,Draw1,1,066,straight,23.0,"R2,R4,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Evening,Set1,Draw1,1,667,straight,23.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Evening,Set1,Draw2,1,0066,straight,23.0,"R2,R4,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span6|vstr2|vstr3|hot2
Combined,Set3,Draw1,1,067,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,1,boxed|cov4|span5|cons_full|hot1|dom_last|cons_3v
Combined,Set2,Draw1,1,067,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,1,boxed|cov4|span5|cons_full|hot1|dom_last|cons_3v
Combined,Set1,Draw2,1,0069,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov4|span6|hot2|dom_last
Evening,Set3,Draw1,1,567,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,1,boxed|cov4|span5|cons_full|hot1|dom_last|cons_3v
Evening,Set1,Draw1,1,0667,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov4|span6|hot2|dom_last
Evening,Set1,Draw2,1,00667,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov4|span5|hot2|dom_last
Evening,Set1,Draw2,1,006,straight,22.0,"R2,R4,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span6|vstr2|vstr3|hot2
Evening,Set1,Draw2,1,066,straight,22.0,"R2,R4,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span6|vstr2|vstr3|hot2
Evening,Set1,Draw2,1,667,straight,22.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span6|vstr2|vstr3|hot2
Evening,Set1,Draw3,1,00667,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov4|span5|hot2|dom_last
Evening,Set1,Draw3,1,0066,straight,22.0,"R2,R4,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span5|vstr2|vstr3|hot2
Midday,Set1,Draw3,1,068,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span3|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw1,3,006,straight,21.0,"R2,R4,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Combined,Set1,Draw1,2,006,straight,21.0,"R2,R4,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Evening,Set1,Draw1,3,066,straight,21.0,"R2,R4,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Evening,Set1,Draw1,3,667,straight,21.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Evening,Set1,Draw1,3,6677,straight,21.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span6|vstr2|vstr3|hot2
