date,state,section,overlap,stable_cols_count,stable_cols,consensus_col1,consensus_col2,cross_section_echo,hot_count,superhot_count,mask_drop,mirror_supported,double_hits,confidence_score,tier,flags,top_tokens,recommended_tokens,top_straights,section_prior,state_prior,why,source
,Connecticut4,Midday,1,1,[1],false,false,0,8,12,15,true,218,14.133,C,[],"[""V2x1_4x1_5x1""]","[""V2x1_4x1_5x1""]","[""645"",""590"",""364""]",1.0,1.0,overlap=0.693*1.00->0.69; stable=2.400*1.90->4.56; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.000*1.50->1.50; vt_lane_rescue=0.700*1.20->0.84; winner_lane_rescue=1.400*2.50->3.50; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Connecticut4,Evening,2,3,"[3,2,1]",false,false,0,8,12,18,true,264,18.213,B,[],"[""V1x1_3x1_4x1"",""V1x2_3x1""]","[""V1x1_3x1_4x1"",""V1x2_3x1""]","[""645"",""590"",""364""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.750*0.80->0.60; mirror=1.000*0.60->0.60; doubles=0.687*0.40->0.27; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Connecticut4,Combined,3,4,"[4,3,2,1]",false,false,0,8,12,19,true,285,24.054,B+,[],"[""V1x1_4x1_5x1"",""V1x2_4x1_5x1"",""V1x2_5x1""]","[""V1x2_5x1"",""V1x1_4x1_5x1"",""V1x2_4x1_5x1""]","[""645"",""590"",""364""]",1.15,1.0,overlap=1.386*1.00->1.39; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Delaware4,Midday,2,3,"[4,3,2]",false,false,0,8,12,11,true,136,15.769,B,[],"[""V1x2_5x1"",""V5x2_2x1""]","[""V1x2_5x1"",""V5x2_2x1""]","[""058"",""085"",""208""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=4.700*1.90->8.93; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.000*1.50->1.50; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Evening,2,3,"[3,2,1]",false,false,0,8,12,7,true,133,17.439,B,[],"[""V5x3_2x2_1x1"",""V2x2_5x2_1x1""]","[""V2x2_5x2_1x1"",""V5x3_2x2_1x1""]","[""058"",""085"",""208""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.250*0.40->0.10; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Combined,3,4,"[4,3,2,1]",false,false,0,8,12,11,true,132,23.594,B+,[],"[""V1x2_4x1"",""V1x2_4x1_5x1"",""V1x1_4x1_5x1""]","[""V1x1_4x1_5x1"",""V1x2_4x1"",""V1x2_4x1_5x1""]","[""058"",""085"",""208""]",1.15,1.0,overlap=1.386*1.00->1.39; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Florida4,Midday,5,5,"[5,4,3,2,1]",false,false,0,8,12,15,true,479,22.632,A,[],"[""V2x4_4x3_1x1"",""V2x4_4x3"",""V2x3_4x3"",""V2x2_4x2"",""V2x2_4x1""]","[""V2x2_4x2"",""V2x2_4x1"",""V2x3_4x3""]","[""683"",""836"",""386""]",1.0,1.0,overlap=1.792*1.00->1.79; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.500*0.80->0.40; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Evening,2,2,"[2,1]",false,false,0,8,12,16,true,267,15.099,B,[],"[""V2x1_3x1_5x1"",""V1x1_3x1_5x1""]","[""V1x1_3x1_5x1"",""V2x1_3x1_5x1""]","[""683"",""836"",""386""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Combined,2,3,"[3,2,1]",false,false,0,8,12,14,true,432,20.297,B,[],"[""V4x2_2x1_5x1"",""V4x2_5x1""]","[""V4x2_2x1_5x1"",""V4x2_5x1""]","[""683"",""836"",""386""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.778*0.40->0.31; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Indiana4,Midday,1,1,[1],false,false,0,8,12,17,true,543,15.333,C,[],"[""V2x2_4x2_1x1""]","[""V2x2_4x2_1x1""]","[""386"",""836"",""683""]",1.0,1.0,overlap=0.693*1.00->0.69; stable=2.400*1.90->4.56; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.000*1.50->1.50; vt_lane_rescue=0.700*1.20->0.84; winner_lane_rescue=1.400*2.50->3.50; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
