section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,hp_span,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,top_canonicals,top_modal_orders,family_score
Combined,Set1,1,Draw1,12,4,3,0.0,7,1.0,True,True,True,True,024:2;0244:1,024:6;0244:2,29.0
Combined,Set1,1,Draw1,18,4,2,0.0,7,1.0,True,False,False,True,118:1,118:2,22.0
Combined,Set1,1,Draw1,31,3,1,0.0,7,1.0,True,True,False,False,244:1,244:3,20.0
Combined,Set1,1,Draw1,15,2,2,0.0,7,1.0,False,False,False,False,044:1,440:1,13.0
Combined,Set1,1,Draw2,12,4,3,0.0,6,1.0,True,True,True,True,024:2;0244:1,024:6;0244:2,28.0
Combined,Set1,1,Draw2,23,4,4,0.0,6,1.0,False,False,False,True,11388:1;1388:1;138:1,11388:1;1388:1;138:1,21.0
Combined,Set1,1,Draw2,31,3,1,0.0,6,1.0,True,True,False,False,244:1,244:3,19.0
Combined,Set1,1,Draw2,18,4,3,0.0,6,1.0,True,False,False,False,1138:1;113:1;1188:1,113:2;1138:1;8811:1,19.0
Combined,Set1,1,Draw2,0,3,2,0.0,6,1.0,True,False,False,False,388:1,883:2,16.0
Combined,Set1,1,Draw2,15,2,2,0.0,6,1.0,False,False,False,False,044:1,440:1,12.0
Combined,Set1,1,Draw3,12,4,3,0.0,5,1.0,True,False,False,True,0244:1;024:1,0244:2;024:2,21.0
Combined,Set1,1,Draw3,24,4,4,0.0,3,1.0,False,False,False,True,113488:1;11348:1;1134:1,411388:1;41138:1;4113:1,18.0
Combined,Set1,1,Draw3,31,3,1,0.0,5,1.0,True,True,False,False,244:1,244:3,18.0
Combined,Set1,1,Draw3,30,4,3,0.0,1,1.0,True,False,False,True,2488:1;248:1,8824:2;824:2,17.0
Combined,Set1,1,Draw3,0,3,2,0.0,5,1.0,True,False,False,False,388:1,883:2,15.0
Combined,Set1,1,Draw3,33,3,2,0.0,5,1.0,True,False,False,False,3488:1;348:1;488:1,8834:2;834:2;488:1,15.0
Combined,Set1,1,Draw3,18,3,2,0.0,5,1.0,True,False,False,False,113:1;1138:1;1188:1,113:2;1138:1;8811:1,15.0
Combined,Set1,1,Draw3,23,3,3,0.0,5,1.0,False,False,False,False,11388:1;1388:1;138:1,11388:1;1388:1;138:1,14.0
Combined,Set1,1,Draw3,19,2,1,0.0,5,1.0,True,False,False,False,114:1,411:2,12.0
Combined,Set1,1,Draw3,29,3,2,0.0,2,1.0,True,False,False,False,288:1,882:2,12.0
Combined,Set1,1,Draw3,15,2,2,0.0,5,1.0,False,False,False,False,044:1,440:1,11.0
Combined,Set1,1,Draw4,13,4,2,0.0,4,1.0,True,True,False,True,088:1;3588:1;588:1,088:3;5883:1;588:1,23.0
Combined,Set1,1,Draw4,12,4,3,0.0,4,1.0,True,False,False,True,024:2;00244:1;245:1,00244:2;524:2;0244:2,20.0
Combined,Set1,1,Draw4,31,3,1,0.0,4,1.0,True,True,False,False,244:1,244:3,17.0
Combined,Set1,1,Draw4,24,3,3,0.0,3,1.0,False,False,False,True,113488:1;11348:1;13488:1,411388:1;41138:1;88341:1,15.0
Combined,Set1,1,Draw4,0,3,2,0.0,4,1.0,True,False,False,False,388:1,883:2,14.0
Combined,Set1,1,Draw4,3,3,2,0.0,4,1.0,True,False,False,False,002:1;025:1,002:2;250:1,14.0
Combined,Set1,1,Draw4,14,4,2,0.0,4,1.0,False,False,False,False,345:1;04588:1;0488:1,534:1;50884:1;4088:1,14.0
Combined,Set1,1,Draw4,23,3,2,0.0,4,1.0,False,False,False,False,11388:1;1388:1;138:1,11388:1;1388:1;138:1,12.0
Combined,Set1,1,Draw4,18,3,2,0.0,4,1.0,False,False,False,False,1138:1;1188:1;118:1,1138:1;8811:1;811:1,12.0
Combined,Set1,1,Draw4,33,2,1,0.0,4,1.0,True,False,False,False,3488:1;348:1;488:1,8834:2;834:2;884:1,11.0
