state,analyzer_label,analyzer_json,picked_html,combined_overlap_count,combined_overlap_tokens,combined_hot,combined_superhot,combined_consensus_col1,combined_consensus_col2,combined_stable_columns,combined_mask_drop,combined_reduction_hits,combined_mirror_supported,combined_double_hits,combined_analyzer_top_straights,midday_overlap_count,midday_overlap_tokens,midday_hot,midday_superhot,midday_consensus_col1,midday_consensus_col2,midday_stable_columns,midday_mask_drop,midday_reduction_hits,midday_mirror_supported,midday_double_hits,midday_analyzer_top_straights,evening_overlap_count,evening_overlap_tokens,evening_hot,evening_superhot,evening_consensus_col1,evening_consensus_col2,evening_stable_columns,evening_mask_drop,evening_reduction_hits,evening_mirror_supported,evening_double_hits,evening_analyzer_top_straights
Connecticut4,primary,data/outputs/analysis/vtrac/Connecticut4/Connecticut4_vtrac_enhanced_20251219_165151.json,reports/stable/winners_by_date/2025-06-21/Connecticut4/Connecticut4_vtrac2_winner_155_20251219_164349.html,1,V1x2_5x1,8,12,0,0,1,13,118,16,549,590;653;563;054;536;386,3,V1x2_3x1;V1x2_3x1_5x1;V1x3_3x1_5x1,8,12,0,0,3;2;1,19,129,23,658,590;705;907;054;386;683,2,V2x2_4x2_5x2;V5x2_2x1_4x1,8,12,0,0,3;2;1,19,128,27,672,590;653;563;705;054;536
Delaware4,primary,data/outputs/analysis/vtrac/Delaware4/Delaware4_vtrac_enhanced_20251219_165151.json,reports/stable/winners_by_date/2025-06-21/Delaware4/Delaware4_vtrac34_winner_989_20251219_164352.html,2,V1x2_4x2_2x1;V4x2_1x1_2x1,8,12,0,0,3;2;1,19,263,21,361,568;586;685;865;864;418,4,V2x2_1x1;V2x2_3x1;V2x2_3x1_5x1;V2x2_3x2_5x1,8,12,0,0,4;3;2;1,12,140,11,200,568;586;685;865;016;610,2,V4x3_5x2;V4x3_5x3_2x1,8,12,0,0,5;4;3;2;1,23,304,26,465,568;586;685;865;016;610
Florida4,primary,data/outputs/analysis/vtrac/Florida4/Florida4_vtrac_enhanced_20251219_165151.json,reports/stable/winners_by_date/2025-06-21/Florida4/Florida4_vtrac7_winner_120_20251219_164354.html,0,,8,12,0,0,,13,246,6,364,834;438;983;879;793;798,3,V1x2_2x1;V1x2_4x2_2x1;V4x2_1x1_2x1,8,12,0,0,4;3;2;1,15,259,7,365,834;438;983;879;793;798,3,V1x2_3x1_4x1;V1x2_3x2_4x1;V3x3_1x2_4x1,8,12,0,0,4;3;2;1,13,258,8,327,834;438;983;879;793;798
Indiana4,primary,data/outputs/analysis/vtrac/Indiana4/Indiana4_vtrac_enhanced_20251219_165152.json,reports/stable/winners_by_date/2025-06-21/Indiana4/Indiana4_vtrac8_winner_135_20251219_164356.html,4,V1x2_3x1;V3x2_1x1;V3x2_4x1;V3x4_4x2,8,12,0,0,5;4;3;2;1,12,150,21,407,732;237;534;347;324;543,2,V1x2_4x1_5x1;V1x2_4x2_5x1,8,12,0,0,3;2;1,15,189,20,506,732;237;534;347;324;543,4,V3x2_4x1;V3x3_4x2;V3x3_4x2_5x1;V3x3_4x3_5x1,8,12,0,0,5;4;3;2;1,15,186,17,455,732;237;534;347;324;543
Michigan4,primary,data/outputs/analysis/vtrac/Michigan4/Michigan4_vtrac_enhanced_20251219_165152.json,reports/stable/winners_by_date/2025-06-21/Michigan4/Michigan4_vtrac11_winner_280_20251219_164400.html,4,V1x1_3x1_5x1;V1x2_3x2_5x1;V1x3_3x2_5x1;V3x2_1x1_5x1,8,12,0,0,5;4;3;2;1,12,168,13,350,567;675;617;167;716;216,2,V3x2_1x1;V3x2_5x1,8,12,0,0,2;1,20,254,20,492,596;567;967;675;759;617,4,V1x2_3x1;V2x2_3x2_1x1;V3x2_1x1;V3x2_1x1_2x1,8,12,0,0,4;3;2;1,22,239,24,459,596;567;967;675;759;617
NewJersey4,primary,data/outputs/analysis/vtrac/NewJersey4/NewJersey4_vtrac_enhanced_20251219_165153.json,reports/stable/winners_by_date/2025-06-21/NewJersey4/NewJersey4_vtrac5_winner_554_20251219_164403.html,2,V1x1_2x1_4x1;V2x1_4x1_5x1,8,12,0,0,3;2;1,16,92,20,428,068;086;586;685;865;568,1,V2x2_1x1_4x1,8,12,0,0,3;2;1,15,90,22,544,068;086;586;685;865;568,2,V1x2_3x2_4x2;V4x2_1x1_3x1,8,12,0,0,4;3;2;1,14,88,20,435,068;086;586;685;865;568
NewYork4,primary,data/outputs/analysis/vtrac/NewYork4/NewYork4_vtrac_enhanced_20251219_165153.json,reports/stable/winners_by_date/2025-06-21/NewYork4/NewYork4_vtrac7_winner_602_20251219_164406.html,2,V5x3;V5x3_3x1_4x1,8,12,0,0,4;3;2;1,13,93,22,309,934;590;540;324;605;506,3,V1x1_4x1_5x1;V3x2_4x2_5x1;V4x2_3x1_5x1,8,12,0,0,4;3;2;1,17,128,28,351,934;324;605;506;943;034,2,V1x1_3x1_5x1;V1x2_3x1_5x1,8,12,0,0,4;3;2;1,15,115,21,339,934;590;540;605;506;943
NorthCarolina4,primary,data/outputs/analysis/vtrac/NorthCarolina4/NorthCarolina4_vtrac_enhanced_20251219_165153.json,reports/stable/winners_by_date/2025-06-21/NorthCarolina4/NorthCarolina4_vtrac30_winner_397_20251219_164408.html,2,V2x1_4x1_5x1;V2x3_4x1_5x1,8,12,0,0,3;2;1,13,154,14,377,634;436;064;364;641;413,1,V2x1_3x1_5x1,8,12,0,0,1,12,155,12,379,634;436;064;364;641;413,2,V1x1_2x1_5x1;V2x3_1x1_5x1,8,12,0,0,2;1,7,131,8,372,634;436;364;641;413;341
Ohio4,primary,data/outputs/analysis/vtrac/Ohio4/Ohio4_vtrac_enhanced_20251219_165154.json,reports/stable/winners_by_date/2025-06-21/Ohio4/Ohio4_vtrac23_winner_868_20251219_164412.html,2,V1x1_2x1_4x1;V4x2_5x2_2x1,8,12,0,0,2;1,13,159,18,247,908;709;901;907;920;109,2,V1x2_5x1;V2x2_1x1_5x1,8,12,0,0,4;3;2;1,14,172,23,257,908;709;901;907;920;109,2,V1x2_4x1;V1x2_4x2_5x1,8,12,0,0,3;2;1,11,152,11,213,908;709;907;920;098;809
OntarioCanada4,primary,data/outputs/analysis/vtrac/OntarioCanada4/OntarioCanada4_vtrac_enhanced_20251219_165154.json,reports/stable/winners_by_date/2025-06-21/OntarioCanada4/OntarioCanada4_vtrac7_winner_517_20251219_164414.html,4,V1x2_5x1;V2x2_4x2_5x2;V5x2_2x1_4x1;V5x2_4x1,8,12,0,0,4;3;2;1,23,164,25,432,259;193;592;593;362;963,4,V1x1_2x1_3x1;V3x3_2x1;V3x4_1x1_2x1;V3x4_2x1,8,12,0,0,5;4;3;2;1,23,169,25,418,932;923;293;259;193;592,3,V3x2_4x2_5x2;V3x2_5x1;V3x2_5x2_4x1,8,12,0,0,3;2;1,21,163,26,485,932;923;293;259;193;592
