date,state,section,overlap,stable_cols_count,stable_cols,consensus_col1,consensus_col2,cross_section_echo,hot_count,superhot_count,mask_drop,mirror_supported,double_hits,confidence_score,tier,flags,top_tokens,recommended_tokens,top_straights,section_prior,state_prior,why,source
,Connecticut4,Midday,3,3,"[3,2,1]",false,false,0,8,12,19,true,658,18.781,B+,[],"[""V1x3_3x1_5x1"",""V1x2_3x1_5x1"",""V1x2_3x1""]","[""V1x2_3x1"",""V1x2_3x1_5x1"",""V1x3_3x1_5x1""]","[""590"",""705"",""907""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=0.886*0.40->0.35; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Connecticut4,Evening,2,3,"[3,2,1]",false,false,0,8,12,19,true,672,18.539,B,[],"[""V2x2_4x2_5x2"",""V5x2_2x1_4x1""]","[""V2x2_4x2_5x2"",""V5x2_2x1_4x1""]","[""590"",""653"",""563""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Connecticut4,Combined,1,1,[1],false,false,0,8,12,13,true,549,16.253,C,[],"[""V1x2_5x1""]","[""V1x2_5x1""]","[""590"",""653"",""563""]",1.15,1.0,overlap=0.693*1.00->0.69; stable=2.400*1.90->4.56; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.000*1.50->1.50; vt_lane_rescue=0.700*1.20->0.84; winner_lane_rescue=1.400*2.50->3.50; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Delaware4,Midday,4,4,"[4,3,2,1]",false,false,0,8,12,12,true,200,19.939,A,[],"[""V2x2_3x2_5x1"",""V2x2_3x1_5x1"",""V2x2_3x1"",""V2x2_1x1""]","[""V2x2_1x1"",""V2x2_3x1"",""V2x2_3x1_5x1""]","[""568"",""586"",""685""]",1.0,1.0,overlap=1.609*1.00->1.61; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Evening,2,5,"[5,4,3,2,1]",false,false,0,8,12,23,true,465,22.339,B,[],"[""V4x3_5x3_2x1"",""V4x3_5x2""]","[""V4x3_5x2"",""V4x3_5x3_2x1""]","[""568"",""586"",""685""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Combined,2,3,"[3,2,1]",false,false,0,8,12,19,true,361,20.804,B,[],"[""V1x2_4x2_2x1"",""V4x2_1x1_2x1""]","[""V1x2_4x2_2x1"",""V4x2_1x1_2x1""]","[""568"",""586"",""685""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.636*0.80->0.51; mirror=1.000*0.60->0.60; doubles=0.608*0.40->0.24; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Florida4,Midday,3,4,"[4,3,2,1]",false,false,0,8,12,15,true,365,20.916,B+,[],"[""V4x2_1x1_2x1"",""V1x2_4x2_2x1"",""V1x2_2x1""]","[""V1x2_2x1"",""V1x2_4x2_2x1"",""V4x2_1x1_2x1""]","[""834"",""438"",""983""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Evening,3,4,"[4,3,2,1]",false,false,0,8,12,13,true,327,19.716,B+,[],"[""V1x2_3x1_4x1"",""V3x3_1x2_4x1"",""V1x2_3x2_4x1""]","[""V1x2_3x1_4x1"",""V1x2_3x2_4x1"",""V3x3_1x2_4x1""]","[""834"",""438"",""983""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Combined,0,0,[],false,false,0,8,12,13,true,364,5.968,Z,"[""zero_overlap""]",[],[],"[""834"",""438"",""983""]",1.15,1.0,hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.974*0.40->0.39; vt_only=2.000*1.00->2.00; straight_lane=1.500*0.80->1.20; section_prior=1.15,validation_report.json
,Indiana4,Midday,2,3,"[3,2,1]",false,false,0,8,12,15,true,506,18.539,B,[],"[""V1x2_4x1_5x1"",""V1x2_4x2_5x1""]","[""V1x2_4x1_5x1"",""V1x2_4x2_5x1""]","[""732"",""237"",""534""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
