date,state,section,overlap,stable_cols_count,stable_cols,consensus_col1,consensus_col2,cross_section_echo,hot_count,superhot_count,mask_drop,mirror_supported,double_hits,confidence_score,tier,flags,top_tokens,recommended_tokens,top_straights,section_prior,state_prior,why,source
,Connecticut4,Midday,3,4,"[4,3,2,1]",false,false,1,8,12,13,true,207,21.876,B+,[],"[""V1x1_4x1_5x1"",""V1x2_5x2_4x1"",""V1x2_4x1""]","[""V1x2_4x1"",""V1x1_4x1_5x1"",""V1x2_5x2_4x1""]","[""986"",""968"",""918""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=7.100*1.90->13.49; echo=1.000*2.00->2.00; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=2.000*0.80->1.60; section_prior=1.00,validation_report.json
,Connecticut4,Evening,3,3,"[3,2,1]",false,false,0,8,12,13,true,250,18.026,B+,[],"[""V2x3_1x1_5x1"",""V2x3_5x1"",""V2x2_1x1""]","[""V2x2_1x1"",""V2x3_1x1_5x1"",""V2x3_5x1""]","[""986"",""968"",""687""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Connecticut4,Combined,2,2,"[2,1]",false,false,1,8,12,19,true,231,20.104,B,[],"[""V2x1_3x1_4x1"",""V1x2_4x1""]","[""V1x2_4x1"",""V2x1_3x1_4x1""]","[""986"",""968"",""687""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; echo=1.000*2.00->2.00; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=0.558*0.40->0.22; recency_lane=1.200*1.50->1.80; straight_lane=2.000*0.80->1.60; section_prior=1.15,validation_report.json
,Delaware4,Midday,1,2,"[2,1]",false,false,0,8,12,20,true,462,19.724,C,[],"[""V1x1_2x1_5x1""]","[""V1x1_2x1_5x1""]","[""471"",""137"",""173""]",1.0,1.0,overlap=0.693*1.00->0.69; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=0.177*0.40->0.07; recency_lane=1.200*1.50->1.80; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Evening,1,1,[1],false,false,0,8,12,17,true,442,14.133,C,[],"[""V2x2_3x1_5x1""]","[""V2x2_3x1_5x1""]","[""471"",""137"",""173""]",1.0,1.0,overlap=0.693*1.00->0.69; stable=2.400*1.90->4.56; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.000*1.50->1.50; vt_lane_rescue=0.700*1.20->0.84; winner_lane_rescue=1.400*2.50->3.50; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Combined,2,4,"[4,3,2,1]",false,false,0,8,12,20,true,555,23.723,B,[],"[""V2x2_5x2_3x1"",""V2x2_5x2""]","[""V2x2_5x2"",""V2x2_5x2_3x1""]","[""471"",""137"",""173""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Florida4,Midday,2,3,"[3,2,1]",false,false,0,8,12,18,true,556,18.539,B,[],"[""V4x3_2x2_3x1"",""V2x2_4x2""]","[""V2x2_4x2"",""V4x3_2x2_3x1""]","[""867"",""371"",""173""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Evening,5,5,"[5,4,3,2,1]",false,false,0,8,12,18,true,551,22.963,A,[],"[""V1x3_3x2_4x2"",""V1x2_3x2_4x1"",""V3x2_1x1_4x1"",""V3x2_1x1"",""V1x2_3x1""]","[""V1x2_3x1"",""V3x2_1x1"",""V1x2_3x2_4x1""]","[""867"",""371"",""173""]",1.0,1.0,overlap=1.792*1.00->1.79; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=0.828*0.40->0.33; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Combined,4,5,"[5,4,3,2,1]",false,false,0,8,12,11,true,527,24.897,A,[],"[""V2x3"",""V2x3_3x3_4x1"",""V2x3_3x2_4x1"",""V2x3_3x2""]","[""V2x3"",""V2x3_3x2"",""V2x3_3x2_4x1""]","[""867"",""371"",""173""]",1.15,1.0,overlap=1.609*1.00->1.61; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Indiana4,Midday,3,5,"[5,4,3,2,1]",false,false,0,8,12,13,true,604,21.426,B+,[],"[""V1x2_2x2_4x2"",""V1x3_2x2_4x2"",""V2x2_1x1_4x1""]","[""V1x2_2x2_4x2"",""V1x3_2x2_4x2"",""V2x2_1x1_4x1""]","[""016"",""165"",""561""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Indiana4,Evening,4,5,"[5,4,3,2,1]",false,false,0,8,12,14,true,686,22.745,A,[],"[""V2x4_1x2_5x2"",""V2x4_1x3_5x2"",""V2x3_5x2"",""V2x2_5x2""]","[""V2x2_5x2"",""V2x3_5x2"",""V2x4_1x2_5x2""]","[""016"",""165"",""561""]",1.0,1.0,overlap=1.609*1.00->1.61; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=0.739*0.40->0.30; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Indiana4,Combined,4,5,"[5,4,3,2,1]",false,false,0,8,12,13,true,715,25.357,A,[],"[""V3x4_2x1"",""V3x4_2x3_1x2"",""V3x4_1x2_2x2"",""V3x3_2x1""]","[""V3x3_2x1"",""V3x4_1x2_2x2"",""V3x4_2x1""]","[""267"",""016"",""165""]",1.15,1.0,overlap=1.609*1.00->1.61; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Michigan4,Midday,2,2,"[2,1]",false,false,0,8,12,11,true,257,14.299,B,[],"[""V1x1_2x1_3x1"",""V1x2_2x1""]","[""V1x2_2x1"",""V1x1_2x1_3x1""]","[""136"",""613"",""631""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Michigan4,Evening,4,5,"[5,4,3,2,1]",false,false,0,8,12,15,true,406,22.849,A,[],"[""V4x4_1x2_2x2"",""V4x3_1x2_2x2"",""V1x2_4x2_2x1"",""V1x2_4x2""]","[""V1x2_4x2"",""V1x2_4x2_2x1"",""V4x3_1x2_2x2""]","[""136"",""613"",""631""]",1.0,1.0,overlap=1.609*1.00->1.61; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Michigan4,Combined,2,2,"[2,1]",false,false,0,8,12,13,true,403,17.354,B,[],"[""V2x2_4x1"",""V1x1_2x1_4x1""]","[""V1x1_2x1_4x1"",""V2x2_4x1""]","[""136"",""613"",""631""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.500*0.80->0.40; mirror=1.000*0.60->0.60; doubles=0.980*0.40->0.39; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,NewJersey4,Midday,3,3,"[3,2,1]",false,false,0,8,12,12,true,405,17.826,B+,[],"[""V2x3_3x2_4x1"",""V2x2_3x2_4x1"",""V2x1_3x1_4x1""]","[""V2x1_3x1_4x1"",""V2x2_3x2_4x1"",""V2x3_3x2_4x1""]","[""186"",""681"",""281""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=6.000*1.90->11.40; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.250*0.80->0.20; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,NewJersey4,Evening,2,5,"[5,4,3,2,1]",false,false,0,8,12,15,true,755,22.339,B,[],"[""V3x2_5x2_4x1"",""V3x2_4x2_5x2""]","[""V3x2_4x2_5x2"",""V3x2_5x2_4x1""]","[""924"",""186"",""681""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,NewJersey4,Combined,3,5,"[5,4,3,2,1]",false,false,0,8,12,11,true,524,24.797,B+,[],"[""V5x4_3x2"",""V5x3_3x1"",""V5x4_3x2_2x1""]","[""V5x3_3x1"",""V5x4_3x2"",""V5x4_3x2_2x1""]","[""924"",""186"",""681""]",1.15,1.0,overlap=1.386*1.00->1.39; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.340*0.40->0.14; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,NewYork4,Midday,6,6,"[6,5,4,3,2,1]",false,false,0,8,12,10,true,459,23.316,A,[],"[""V2x4_5x3_3x1"",""V2x3_5x2_3x1"",""V2x3_3x1_5x1"",""V2x3_3x1"",""V2x2_1x1"",""V1x2_2x1""]","[""V1x2_2x1"",""V2x2_1x1"",""V2x3_3x1""]","[""267"",""762"",""261""]",1.0,1.0,overlap=1.946*1.00->1.95; stable=8.700*1.90->16.53; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,NewYork4,Evening,3,4,"[4,3,2,1]",false,false,0,8,12,16,true,586,20.916,B+,[],"[""V3x2_4x1_5x1"",""V4x3_3x2_5x2"",""V3x2_5x2_4x1""]","[""V3x2_4x1_5x1"",""V3x2_5x2_4x1"",""V4x3_3x2_5x2""]","[""267"",""762"",""261""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,NewYork4,Combined,3,5,"[5,4,3,2,1]",false,false,0,8,12,16,true,525,25.799,B+,[],"[""V3x3_2x2"",""V3x4_2x2"",""V2x2_3x2""]","[""V2x2_3x2"",""V3x3_2x2"",""V3x4_2x2""]","[""267"",""762"",""261""]",1.15,1.0,overlap=1.386*1.00->1.39; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=0.520*0.40->0.21; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,NorthCarolina4,Midday,2,2,"[2,1]",false,false,0,8,12,20,true,517,14.58,B,[],"[""V1x2_3x2_5x1"",""V1x2_3x2""]","[""V1x2_3x2"",""V1x2_3x2_5x1""]","[""034"",""240"",""290""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.703*0.40->0.28; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,NorthCarolina4,Evening,3,5,"[5,4,3,2,1]",false,false,0,8,12,22,true,575,22.626,B+,[],"[""V1x4"",""V1x4_2x2_4x1"",""V1x4_2x1""]","[""V1x4"",""V1x4_2x1"",""V1x4_2x2_4x1""]","[""034"",""240"",""290""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,NorthCarolina4,Combined,2,4,"[4,3,2,1]",false,false,0,8,12,21,true,380,22.803,B,[],"[""V1x3_5x2_4x1"",""V1x2_4x1_5x1""]","[""V1x2_4x1_5x1"",""V1x3_5x2_4x1""]","[""034"",""064"",""093""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.500*0.80->0.40; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Ohio4,Midday,3,4,"[4,3,2,1]",false,false,0,8,12,22,true,209,20.916,B+,[],"[""V1x2_3x1"",""V1x2_3x2_5x2"",""V3x2_1x1""]","[""V1x2_3x1"",""V3x2_1x1"",""V1x2_3x2_5x2""]","[""567"",""675"",""765""]",1.0,1.0,overlap=1.386*1.00->1.39; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Ohio4,Evening,2,4,"[4,3,2,1]",false,false,0,8,12,19,true,195,19.962,B,[],"[""V5x2_1x1_2x1"",""V1x2_5x1""]","[""V1x2_5x1"",""V5x2_1x1_2x1""]","[""567"",""675"",""765""]",1.0,1.0,overlap=1.099*1.00->1.10; stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.500*0.80->0.40; mirror=1.000*0.60->0.60; doubles=0.333*0.40->0.13; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Ohio4,Combined,2,2,"[2,1]",false,false,0,8,12,16,true,188,16.443,B,[],"[""V1x1_2x1_3x1"",""V1x2_2x1""]","[""V1x2_2x1"",""V1x1_2x1_3x1""]","[""567"",""675"",""765""]",1.15,1.0,overlap=1.099*1.00->1.10; stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
