section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Evening,Set1,Draw1,1,34,4,2,0.0,7,1.0,True,False,False,False,False,True,True,3,7,3,7,2,0,2,0,399:1;899:1,993:2;998:2,8,7,1,0.0,0,1,2,0,0,1,0.5,1,10,0,1,0.0,32.5,106.0,1,True,False,756,989,True,True,True
Evening,Set1,Draw1,2,34,4,2,0.0,7,1.0,True,False,False,False,False,True,True,3,7,3,7,2,0,2,0,399:1;899:1,993:2;998:2,8,7,1,0.0,0,1,2,0,0,1,0.5,1,10,0,1,0.0,32.5,106.0,1,True,False,756,989,True,True,True
Evening,Set1,Draw2,2,34,4,2,0.0,6,1.0,True,False,False,False,False,True,True,3,7,3,7,2,0,2,0,399:1;899:1,993:2;998:2,8,6,1,0.0,0,1,2,0,0,1,0.5,1,10,0,0,0.0,30.5,106.0,1,False,False,756,989,True,True,True
Evening,Set1,Draw2,1,34,4,2,0.0,6,1.0,True,False,False,False,False,True,True,3,7,3,7,2,0,2,0,399:1;899:1,993:2;998:2,8,6,1,0.0,0,1,2,0,0,1,0.5,1,10,0,0,0.0,30.5,106.0,1,False,False,756,989,True,True,True
Evening,Set1,Draw1,3,34,3,1,0.0,7,1.0,True,False,False,False,False,True,True,3,7,3,7,4,0,4,0,899:1;399:1;3499:1,998:2;993:1;9934:1,6,7,0,0.0,0,1,2,0,0,1,0.5,1,10,0,1,0.0,29.5,106.0,1,True,False,756,989,True,True,True
Evening,Set1,Draw3,2,34,4,2,0.0,5,1.0,True,False,False,False,False,True,True,3,7,3,7,2,0,2,0,399:1;899:1,993:2;998:2,8,5,1,0.0,0,1,2,0,0,1,0.5,1,10,0,0,0.0,29.5,106.0,1,False,False,756,989,True,True,True
Evening,Set1,Draw3,1,34,4,2,0.0,5,1.0,True,False,False,False,False,True,True,3,7,3,7,2,0,2,0,399:1;899:1,993:2;998:2,8,5,1,0.0,0,1,2,0,0,1,0.5,1,10,0,0,0.0,29.5,106.0,1,False,False,756,989,True,True,True
Evening,Set1,Draw1,5,34,3,1,0.0,7,1.0,True,False,False,False,False,False,True,3,7,3,7,4,4,0,0,899:1;399:1;3499:1,998:2;993:1;9934:1,6,7,0,0.0,0,1,2,0,0,0,0.5,1,10,1,1,0.0,29.5,106.0,2,True,False,756,989,True,True,True
Evening,Set1,Draw1,6,34,3,1,0.0,7,0.0,True,False,False,False,False,False,True,3,7,3,7,2,0,0,0,899:1;399:1,998:2;993:1,6,7,0,0.0,0,0,2,0,0,0,0.5,1,10,1,1,0.0,28.5,106.0,2,True,False,756,989,True,True,True
Evening,Set1,Draw1,4,34,3,1,0.0,7,1.0,True,False,False,False,False,False,True,3,7,3,7,4,4,0,0,899:1;399:1;3499:1,998:2;993:1;9934:1,6,7,0,0.0,0,1,2,0,0,0,0.5,1,10,0,1,0.0,28.5,106.0,1,True,False,756,989,True,True,True
