area,section,set,draw,col,method,mode,dr_win_exact,dr_win_vtrac,dr_win_drop_exact,dr_win_drop_vtrac,dr_win_family_exact,dr_win_family_vtrac,dr_win_step_exact,dr_win_step_vtrac,dr_win_step_drop_exact,dr_win_step_drop_vtrac,dr_win_step_family_exact,dr_win_step_family_vtrac,dr_win_final_value,dr_win_drop_digit,dr_win_vtrac_local_index,dr_win_vt_boxed,dr_win_vt_straight
LS1,Evening,Set1,Draw2,6,A,own,0,1,0,0,0,1,-1,4,-1,-1,-1,4,,,-1,1,0
LS1,Evening,Set1,Draw2,6,A,combined,0,1,0,0,0,1,-1,3,-1,-1,-1,3,,,-1,1,0
LS1,Evening,Set1,Draw4,4,A,own,0,1,0,1,0,0,-1,2,-1,2,-1,-1,,,-1,1,0
LS1,Evening,Set1,Draw4,4,E,own,0,1,0,1,0,0,-1,2,-1,2,-1,-1,,,-1,1,0
LS1,Evening,Set1,Draw5,2,D,own,0,1,0,1,0,0,-1,1,-1,1,-1,-1,**,,-1,1,0
LS1,Evening,Set1,Draw5,2,D,combined,0,1,0,1,0,0,-1,1,-1,1,-1,-1,**,,-1,1,0
LS1,Evening,Set1,Draw5,1,D,own,0,1,0,1,0,0,-1,1,-1,1,-1,-1,**,,-1,1,0
LS1,Evening,Set1,Draw5,1,D,combined,0,1,0,1,0,0,-1,1,-1,1,-1,-1,**,,-1,1,0
LS1,Evening,Set1,Draw6,2,D,own,0,1,0,1,0,0,-1,1,-1,1,-1,-1,,,-1,1,0
LS1,Evening,Set1,Draw6,2,D,combined,0,1,0,1,0,0,-1,1,-1,1,-1,-1,,,-1,1,0
LS1,Evening,Set1,Draw7,1,D,own,0,1,0,1,0,0,-1,1,-1,1,-1,-1,,,-1,1,0
LS1,Evening,Set1,Draw7,1,D,combined,0,1,0,1,0,0,-1,1,-1,1,-1,-1,,,-1,1,0
LS2,Evening,Set1,Draw6,1,D,own,0,1,0,1,0,0,-1,1,-1,1,-1,-1,*,,-1,1,0
LS2,Evening,Set1,Draw6,1,D,combined,0,1,0,1,0,0,-1,1,-1,1,-1,-1,*,,-1,1,0
