section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why
Combined,Set2,Draw1,1,006,straight,37.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1,0,2,006,4,2.0,True,8,2,0,0.0,9,0,4,2,0,4.5,0,0.5,2,4,0,3,1,1,True,straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3
Combined,Set1,Draw1,1,678,boxed,34.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3,0,7,687,2,21.0,True,8,7,2,0.0,3,0,0,4,0,3.0,0,0.5,0,4,3,3,4,0,False,boxed|cov4|hp_repeat7|vstr2|hot2|dom_last|perm3|hidden3v|set_chain3|draw_chain4
Midday,Set1,Draw1,1,566,boxed,34.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2,0,6,566,2,6.0,True,8,6,1,0.0,3,0,0,4,0,4.0,0,0.5,0,2,5,2,6,1,True,boxed|cov4|hp_repeat6|vstr2|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain2|draw_chain6
Evening,Set3,Draw1,1,788,boxed,34.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,1,2,0,7,887,3,29.0,False,8,7,1,0.0,7,0,0,2,0,4.0,0,0.0,0,4,0,3,1,1,True,boxed|cov4|hp_repeat7|vstr2|vstr3|hot1|dom_last|perm2|double_mirror|set_chain3
Combined,Set1,Draw2,1,6678,boxed,32.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3,0,6,6687,2,21.0,True,8,6,2,0.0,3,0,0,4,0,3.0,1,0.5,0,0,5,1,6,0,False,boxed|cov4|hp_repeat6|vstr2|hot2|dom_last|perm3|hidden3v|draw_chain6
Midday,Set1,Draw2,1,566,boxed,32.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2,0,4,566,2,6.0,True,8,4,1,0.0,3,0,0,4,0,4.0,0,0.5,0,2,5,2,6,1,True,boxed|cov4|hp_repeat4|vstr2|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain2|draw_chain6
Evening,Set1,Draw1,1,688,boxed,32.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,7,886,2,23.0,True,8,7,1,0.0,3,0,0,4,0,0.0,0,0.5,0,2,6,2,7,1,True,boxed|cov4|hp_repeat7|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain2|draw_chain7
Evening,Set1,Draw1,1,6788,boxed,31.5,"R2,R4,R6",False,True,False,False,False,False,False,True,False,2,2,0,7,6887,2,21.0,True,6,7,1,0.0,3,0,0,4,0,3.0,1,0.5,0,2,4,2,5,0,False,boxed|cov3|hp_repeat7|vstr2|hot2|dom_last|perm2|hidden3v|set_chain2|draw_chain5
Evening,Set1,Draw2,1,688,boxed,31.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,6,886,2,23.0,True,8,6,1,0.0,3,0,0,4,0,0.0,0,0.5,0,2,6,2,7,1,True,boxed|cov4|hp_repeat6|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain2|draw_chain7
Evening,Set2,Draw1,1,788,straight,31.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,7,887,3,29.0,False,6,7,0,0.0,9,0,0,2,0,0.0,0,0.0,2,4,0,3,1,1,True,straight|cov3|hp_repeat7|vstr2|vstr3|hot1|double_mirror|vtrac_straight|set_chain3
