section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,1389,24.0,51.0,30.5,1,7,0,False,2,4,4,0,0,6,0,14,boxed|cov4|hp_repeat3|mirror|hot2|dom_last|perm4|hidden3v|draw_chain7;straight|cov1|hp_repeat2|mirror|hot2|hidden3v|vtrac_straight|draw_chain7,draw_chain7|col1x4|hot1x2|hot2x4|vstrx6
Combined,389,33.0,49.5,26.5,2,7,0,False,2,4,4,0,0,7,0,14,straight|cov2|hp_repeat2|vstr2|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain7;straight|cov2|hp_repeat2|vstr2|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain7,set_chain2|draw_chain7|col1x4|hot1x2|hot2x4|vstrx7
Combined,359,14.0,46.5,24.0,3,7,0,False,2,3,3,0,0,8,0,17,straight|cov1|hp_repeat3|hot2|vtrac_straight|set_chain3|draw_chain7;straight|cov1|hp_repeat3|hot2|vtrac_straight|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x3|hot1x2|hot2x3|vstrx8
Combined,189,24.0,44.0,20.5,1,7,0,False,4,4,4,0,0,8,0,18,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain7;boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|draw_chain7,draw_chain7|col1x4|hot1x4|hot2x4|vstrx8
Combined,578,11.0,43.5,28.0,3,1,0,False,7,1,1,0,0,2,0,13,boxed|cov4|hp_repeat6|vstr2|hot1|dom_last|perm3|set_chain3;boxed|cov4|hp_repeat6|vstr2|hot1|perm3|set_chain3,set_chain3|draw_chain1|col1x1|hot1x7|hot2x1|vstrx2
Combined,559,5.0,41.0,28.0,3,3,0,False,0,1,0,0,0,3,8,8,straight|cov3|vstr2|vstr3|single_left|double_mirror|vtrac_straight|set_chain3|draw_chain2;straight|cov3|hp_repeat2|vstr2|vstr3|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain2,set_chain3|draw_chain3|hot2x1|vstrx3|dblmirrorx8
Combined,368,23.0,37.0,24.5,3,6,0,False,1,2,0,0,0,1,0,14,boxed|cov3|hp_repeat3|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain6;boxed|cov3|hp_repeat3|mirror|hot1|perm3|hidden3v|set_chain3|draw_chain6,set_chain3|draw_chain6|hot1x1|hot2x2|vstrx1
Combined,157,7.0,37.0,19.0,1,6,0,False,2,5,0,0,0,6,0,10,straight|cov1|hp_repeat5|hot2|vtrac_straight|draw_chain6;straight|cov1|hp_repeat5|hot1|draw_chain6,draw_chain6|hot1x2|hot2x5|vstrx6
Combined,113389,24.0,36.5,25.5,1,3,0,False,1,2,3,0,0,3,0,6,boxed|cov3|hp_repeat3|mirror|hot2|dom_last|perm3|hidden3v|draw_chain3;boxed|cov2|hp_repeat3|mirror|hot2|perm2|hidden3v|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx3
Combined,678,21.0,36.5,20.0,3,6,0,False,3,2,0,0,0,5,0,17,boxed|cov2|hp_repeat4|hot1|perm2|set_chain3|draw_chain6;boxed|cov2|hp_repeat4|hot1|perm2|set_chain3|draw_chain6,set_chain3|draw_chain6|hot1x3|hot2x2|vstrx5
Combined,1,,36.0,28.0,1,1,0,False,0,2,2,1,0,1,0,2,straight|cov4|vstr2|vstr3|cons_full|consensus_tail|hot2|vtrac_straight;consensus_stub,draw_chain1|col1x2|hot2x2|consensusx1|vstrx1
Combined,338,32.0,35.0,22.5,1,3,0,False,1,2,3,0,0,0,6,6,boxed|cov3|hp_repeat2|vstr2|mirror|hot1|dom_last|perm2|hidden3v|double_mirror|draw_chain3;boxed|cov3|hp_repeat3|vstr2|mirror|hot2|perm2|hidden3v|double_mirror|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|dblmirrorx6
Combined,118,18.0,34.0,17.5,1,4,0,False,1,2,3,0,0,6,7,7,straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain4|col1x3|hot1x1|hot2x2|vstrx6|dblmirrorx7
Combined,3389,33.0,33.5,21.5,1,3,0,False,1,2,3,0,0,5,0,5,straight|cov2|hp_repeat2|vstr2|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov2|hp_repeat2|vstr2|mirror|hot1|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx5
Combined,689,24.0,33.5,17.5,3,5,0,False,3,2,0,0,0,5,0,14,boxed|cov2|hp_repeat4|hot1|perm2|hidden3v|set_chain3|draw_chain3;boxed|cov2|hp_repeat4|hot1|perm2|hidden3v|set_chain3|draw_chain3,set_chain3|draw_chain5|hot1x3|hot2x2|vstrx5
Combined,178,21.0,33.0,21.0,1,4,0,False,5,2,0,0,0,2,0,14,boxed|cov4|hp_repeat4|hot2|perm4|draw_chain4;straight|cov1|hp_repeat3|hot2|vtrac_straight|draw_chain4,draw_chain4|hot1x5|hot2x2|vstrx2
Combined,339,33.0,33.0,17.5,1,3,0,False,1,2,3,0,0,6,6,6,straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx6|dblmirrorx6
Combined,344,34.0,32.5,24.0,3,2,0,False,0,0,0,0,0,0,7,7,boxed|cov4|hp_repeat3|vstr2|vstr3|perm2|double_mirror|set_chain3;boxed|cov4|hp_repeat2|vstr2|vstr3|perm2|double_mirror|set_chain3,set_chain3|draw_chain2|dblmirrorx7
Combined,159,9.0,32.5,15.5,1,5,0,False,4,3,2,0,0,5,0,10,boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain5|col1x2|hot1x4|hot2x3|vstrx5
Combined,113,18.0,32.0,16.5,1,4,0,False,1,2,3,0,0,4,7,7,boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|double_mirror|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain4|col1x3|hot1x1|hot2x2|vstrx4|dblmirrorx7
Combined,5,,31.5,26.0,1,0,0,False,2,0,2,1,0,1,0,2,straight|cov4|vstr2|vstr3|cons_full|consensus_tail|hot1|vtrac_straight;consensus_stub,col1x2|hot1x2|consensusx1|vstrx1
Combined,119,19.0,31.5,16.5,1,4,0,False,1,2,3,0,0,3,7,7,boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|double_mirror|draw_chain3;boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|double_mirror|draw_chain3,draw_chain4|col1x3|hot1x1|hot2x2|vstrx3|dblmirrorx7
Combined,445,15.0,31.0,20.0,3,2,0,False,1,0,0,0,0,0,10,10,boxed|cov3|hp_repeat4|vstr2|hot1|perm2|double_mirror|set_chain3;boxed|cov2|hp_repeat4|perm2|double_mirror|set_chain3,set_chain3|draw_chain2|hot1x1|dblmirrorx10
Combined,378,29.0,31.0,19.5,3,3,0,False,3,1,0,0,0,2,0,11,straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|set_chain3|draw_chain3;boxed|cov2|hp_repeat3|mirror|hot1|perm2|hidden3v|set_chain3|draw_chain3,set_chain3|draw_chain3|hot1x3|hot2x1|vstrx2
Combined,11389,24.0,31.0,18.5,1,4,0,False,1,2,3,0,0,5,0,6,straight|cov1|hp_repeat2|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat2|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain4|col1x3|hot1x1|hot2x2|vstrx5
Combined,133,23.0,31.0,16.5,1,3,0,False,1,2,3,0,0,4,6,6,boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|double_mirror|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx4|dblmirrorx6
Combined,224,28.0,30.5,28.0,1,1,0,False,0,0,1,0,0,1,1,1,straight|cov3|vstr2|vstr3|single_left|dom_last|hidden3v|double_mirror|vtrac_straight,draw_chain1|col1x1|vstrx1|dblmirrorx1
Combined,1189,24.0,30.5,17.5,1,4,0,False,1,2,3,0,0,6,0,7,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain4|col1x3|hot1x1|hot2x2|vstrx6
Combined,11338,23.0,30.0,18.5,1,3,0,False,1,2,3,0,0,4,0,6,boxed|cov2|hp_repeat3|mirror|hot2|perm2|hidden3v|draw_chain3;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx4
Combined,557,3.0,30.0,17.0,3,3,0,False,0,1,0,0,0,3,8,8,straight|cov1|hp_repeat2|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain2;straight|cov1|hp_repeat2|double_mirror|vtrac_straight|set_chain3|draw_chain2,set_chain3|draw_chain3|hot2x1|vstrx3|dblmirrorx8
Combined,138,23.0,29.5,18.5,1,4,0,False,3,2,1,0,0,2,0,12,boxed|cov2|hp_repeat4|mirror|hot2|perm2|hidden3v|draw_chain4;straight|cov1|hp_repeat4|mirror|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x1|hot1x3|hot2x2|vstrx2
Combined,3359,14.0,29.5,17.0,1,3,0,False,1,2,3,0,0,6,0,6,straight|cov1|hp_repeat3|hot2|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx6
Combined,569,9.0,29.5,15.5,2,5,0,False,3,2,0,0,0,5,0,13,straight|cov1|hp_repeat2|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain3;straight|cov1|hp_repeat2|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain3,set_chain2|draw_chain5|hot1x3|hot2x2|vstrx5
Combined,13,,29.0,22.0,1,2,0,False,0,2,2,0,0,0,0,2,boxed|cov4|vstr2|vstr3|hot2|dom_pair|perm2|draw_chain2;boxed|cov4|vstr2|vstr3|hot2|dom_pair|perm2|draw_chain2,draw_chain2|col1x2|hot2x2
Combined,177,20.0,29.0,19.0,1,4,0,False,3,0,0,0,0,0,10,10,boxed|cov3|hp_repeat4|vstr2|hot1|perm2|double_mirror|draw_chain4;boxed|cov3|hp_repeat4|vstr2|hot1|perm2|double_mirror|draw_chain4,draw_chain4|hot1x3|dblmirrorx10
Combined,168,18.0,29.0,17.5,1,6,0,False,3,2,0,0,0,3,0,12,boxed|cov2|hp_repeat4|mirror|hot1|perm2|hidden3v|draw_chain6;boxed|cov2|hp_repeat4|mirror|hot1|perm2|hidden3v|draw_chain6,draw_chain6|hot1x3|hot2x2|vstrx3
Combined,1338,23.0,29.0,17.5,1,3,0,False,1,2,3,0,0,4,0,6,boxed|cov2|hp_repeat3|mirror|hot2|perm2|hidden3v|draw_chain3;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx4
Combined,13389,24.0,28.5,17.5,1,3,0,False,1,2,3,0,0,3,0,5,boxed|cov2|hp_repeat2|mirror|hot2|perm2|hidden3v|draw_chain3;straight|cov1|hp_repeat2|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx3
Combined,589,14.0,28.0,17.0,2,2,0,False,3,1,2,0,0,2,0,6,boxed|cov3|hp_repeat4|vstr2|hot1|perm2|set_chain2;boxed|cov3|hp_repeat4|vstr2|hot1|perm2|set_chain2,set_chain2|draw_chain2|col1x2|hot1x3|hot2x1|vstrx2
Combined,577,10.0,28.0,16.5,1,4,0,True,3,0,0,0,0,4,7,7,straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain4;straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|draw_chain4,draw_chain4|hot1x3|vstrx4|dblmirrorx7
Combined,1133,18.0,28.0,16.5,1,3,0,False,1,2,3,0,0,4,0,6,boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx4
