section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Combined,Set1,Draw1,1,3,4,1,0.0,1,1.0,True,True,True,True,True,True,False,3,4,3,4,0,0,1,1,007:1,007:4,8,1,0,0.0,2,1,2,4,1,1,0.0,1,7,0,1,0.0,29.0,70.5,1,True,False,309,700,True,True,True
Evening,Set2,Draw1,1,3,4,1,0.0,1,1.0,True,True,True,True,True,True,False,3,1,3,1,0,1,0,1,007:1,007:4,8,1,0,0.0,2,1,2,4,1,1,0.0,1,4,1,1,0.0,27.0,70.5,2,True,False,309,700,True,True,True
Evening,Set3,Draw1,1,3,4,1,0.0,1,1.0,True,True,True,True,True,True,False,3,1,3,1,0,1,0,1,007:1,007:4,8,1,0,0.0,2,1,2,4,1,1,0.0,1,4,0,1,0.0,26.0,70.5,1,True,False,309,700,True,True,True
Combined,Set1,Draw4,3,14,4,2,0.0,4,0.0,False,False,False,False,False,True,True,1,6,1,6,18,0,0,0,00344889:1;089:1;003448:1,90088344:1;098:1;440038:1,8,4,1,0.0,0,0,0,0,0,1,0.5,0,5,4,0,0.0,23.5,53.0,3,False,False,309,700,True,True,True
Combined,Set3,Draw1,7,3,4,2,0.0,2,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,255:1;007:1;0077:1,552:2;700:2;7700:2,8,2,1,0.0,0,0,2,0,0,0,0.0,1,4,4,1,0.0,23.0,70.5,3,True,False,309,700,True,True,True
Combined,Set1,Draw4,2,14,3,2,0.0,4,1.0,False,False,False,False,False,True,True,1,6,1,6,8,0,8,0,089:1;00889:1;0889:1,098:1;90088:1;0988:1,6,4,1,0.0,0,1,0,0,0,1,0.5,0,5,4,0,0.0,22.5,53.0,3,False,False,309,700,True,True,True
Combined,Set1,Draw2,3,14,4,2,0.0,5,1.0,False,False,False,False,False,True,True,1,6,1,6,6,6,0,0,089:1;0389:1;03489:1,908:1;9083:1;90834:1,8,5,1,0.0,0,1,0,0,0,1,0.5,0,5,1,0,0.0,22.5,53.0,2,False,False,309,700,True,True,True
Combined,Set1,Draw3,4,3,2,1,0.0,4,0.0,True,False,False,False,False,False,False,3,4,3,4,0,0,0,0,007:1;0077:1,700:2;7700:2,4,4,0,0.0,0,0,2,0,0,0,0.0,1,7,4,0,0.0,22.0,70.5,3,False,False,309,700,True,True,True
Combined,Set1,Draw6,2,3,3,1,0.0,1,0.0,True,False,False,False,False,True,False,3,4,3,4,0,0,0,0,007:1;255:1;0057:1,700:2;255:1;7005:1,6,1,0,0.0,0,0,2,0,0,1,0.0,1,7,4,0,0.0,22.0,70.5,3,False,False,309,700,True,True,True
Combined,Set3,Draw1,6,3,3,2,0.0,3,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,255:1;0577:1;05577:1,552:2;7705:1;77055:1,6,3,1,0.0,0,0,2,0,0,0,0.0,1,4,4,1,0.0,22.0,70.5,3,True,False,309,700,True,True,True
Combined,Set1,Draw5,2,3,2,1,0.0,2,1.0,True,False,False,False,False,True,False,3,4,3,4,0,0,2,0,007:1;0057:1,700:2;7005:1,4,2,0,0.0,0,1,2,0,0,1,0.0,1,7,4,0,0.0,22.0,70.5,3,False,False,309,700,True,True,True
Combined,Set1,Draw3,5,3,2,1,0.0,4,0.0,True,False,False,False,False,False,False,3,4,3,4,0,0,0,0,007:1;0077:1,700:2;7700:2,4,4,0,0.0,0,0,2,0,0,0,0.0,1,7,4,0,0.0,22.0,70.5,3,False,False,309,700,True,True,True
Combined,Set1,Draw2,2,14,3,2,0.0,5,1.0,True,False,False,False,False,False,True,1,6,1,6,1,0,1,0,089:1,908:2,6,5,1,0.0,0,1,2,0,0,0,0.5,0,5,1,0,0.0,21.5,53.0,2,False,False,309,700,True,True,True
Evening,Set1,Draw4,2,14,3,3,0.0,3,1.0,True,False,False,False,False,True,True,1,3,1,3,12,0,12,0,0044588:1;004488:1;04488:1,008844:2;08844:2;00884:2,6,3,2,0.0,0,1,2,0,0,1,0.5,0,2,4,0,0.0,21.5,53.0,3,False,False,309,700,True,True,True
Combined,Set1,Draw3,3,14,4,2,0.0,4,1.0,False,False,False,False,False,True,True,1,6,1,6,18,18,0,0,00344889:1;089:1;003448:1,90088344:1;098:1;440038:1,8,4,1,0.0,0,1,0,0,0,1,0.5,0,5,1,0,0.0,21.5,53.0,2,False,False,309,700,True,True,True
Combined,Set1,Draw2,4,14,4,2,0.0,5,1.0,False,False,False,False,False,False,True,1,6,1,6,6,6,0,0,089:1;0389:1;0348:1,908:1;9083:1;4038:1,8,5,1,0.0,0,1,0,0,0,0,0.5,0,5,1,0,0.0,21.5,53.0,2,False,False,309,700,True,True,True
Evening,Set1,Draw6,1,14,4,3,0.0,2,1.0,False,False,False,True,False,True,True,2,2,2,2,38,38,0,0,03344899:1;033599:1;03599:1,99440338:1;059933:1;05993:1,8,2,2,0.0,0,1,0,0,0,1,0.5,0,3,4,0,0.0,21.5,53.0,3,False,False,309,700,True,True,True
Midday,Set1,Draw5,3,14,4,2,0.0,2,0.0,False,False,False,False,False,True,True,3,2,3,2,13,0,0,0,03599:1;0334599:1;3599:1,59903:1;5990334:1;5993:1,8,2,1,0.0,0,0,0,0,0,1,0.5,0,5,4,0,0.0,21.5,53.0,3,False,False,309,700,True,True,True
Evening,Set1,Draw5,2,3,2,1,0.0,2,1.0,True,False,False,False,False,True,False,3,3,3,3,0,0,2,0,007:1;0057:1,700:2;7005:1,4,2,0,0.0,0,1,2,0,0,1,0.0,1,6,4,0,0.0,21.0,70.5,3,False,False,309,700,True,True,True
Combined,Set1,Draw3,2,3,2,1,0.0,4,1.0,True,False,False,False,False,True,False,3,4,3,4,0,0,1,0,007:1,700:2,4,4,0,0.0,0,1,2,0,0,1,0.0,1,7,1,0,0.0,21.0,70.5,2,False,False,309,700,True,True,True
