section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why
Combined,Set1,Draw1,1,007,straight,40.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1,0,1,007,4,3.0,False,8,1,0,0.0,9,0,4,4,0,4.5,0,0.0,2,4,3,3,4,1,True,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain4
Midday,Set1,Draw1,1,077,straight,40.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1,0,1,077,4,10.0,True,8,1,0,0.0,9,0,4,4,0,4.5,0,0.5,2,4,2,3,3,1,True,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain3
Midday,Set2,Draw1,1,077,straight,37.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1,0,2,077,4,10.0,True,8,2,0,0.0,9,0,4,2,0,4.5,0,0.5,2,4,0,3,1,1,True,straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3
Evening,Set3,Draw1,1,007,straight,35.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1,0,1,007,4,3.0,False,8,1,0,0.0,9,0,4,2,0,4.5,0,0.0,2,4,0,3,1,1,True,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|double_mirror|vtrac_straight|set_chain3
Evening,Set2,Draw1,1,007,straight,35.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1,0,1,007,4,3.0,False,8,1,0,0.0,9,0,4,2,0,4.5,0,0.0,2,4,0,3,1,1,True,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|double_mirror|vtrac_straight|set_chain3
Midday,Set1,Draw2,1,577,boxed,34.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2,0,6,577,2,10.0,True,8,6,1,0.0,3,0,0,4,0,4.0,0,0.5,0,4,3,3,4,1,True,boxed|cov4|hp_repeat6|vstr2|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain4
Combined,Set1,Draw2,1,079,boxed,33.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2,0,6,097,2,12.0,True,8,6,1,0.0,3,0,0,4,0,3.0,0,0.5,0,2,6,2,7,0,False,boxed|cov4|hp_repeat6|vstr2|hot2|dom_last|perm2|hidden3v|set_chain2|draw_chain7
Evening,Set1,Draw3,1,445,boxed,30.5,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2,0,5,544,3,15.0,True,8,5,1,0.0,7,0,0,4,0,0.0,0,0.5,0,0,4,1,5,1,True,boxed|cov4|hp_repeat5|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain5
Combined,Set1,Draw6,1,559,straight,30.0,"R2,R4,R6",False,True,True,False,False,False,False,True,False,1,1,0,2,559,3,5.0,True,6,2,0,0.0,9,0,0,2,0,4.5,0,0.5,2,2,1,2,2,1,True,straight|cov3|hp_repeat2|vstr2|vstr3|hot1|dom_last|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain2
Midday,Set3,Draw1,3,677,straight,29.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,6,677,3,20.0,False,6,6,0,0.0,9,0,0,1,0,0.0,0,0.0,2,4,0,3,1,1,True,straight|cov3|hp_repeat6|vstr2|vstr3|hot1|double_mirror|vtrac_straight|set_chain3
Midday,Set3,Draw1,2,677,straight,29.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,6,677,3,20.0,False,6,6,0,0.0,9,0,0,1,0,0.0,0,0.0,2,4,0,3,1,1,True,straight|cov3|hp_repeat6|vstr2|vstr3|hot1|double_mirror|vtrac_straight|set_chain3
Midday,Set2,Draw1,3,677,straight,28.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,5,677,3,20.0,False,6,5,0,0.0,9,0,0,1,0,0.0,0,0.0,2,4,0,3,1,1,True,straight|cov3|hp_repeat5|vstr2|vstr3|hot1|double_mirror|vtrac_straight|set_chain3
Midday,Set1,Draw1,4,677,straight,28.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,4,677,3,20.0,False,6,4,0,0.0,9,0,0,1,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot1|double_mirror|set_chain3|draw_chain4
Evening,Set2,Draw1,2,077,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,1,1,0,1,077,4,10.0,False,8,1,0,0.0,9,0,4,1,0,0.0,0,0.0,2,2,0,2,1,1,True,straight|cov4|vstr2|vstr3|cons_full|hot1|cons_3v|double_mirror|vtrac_straight|set_chain2
Combined,Set1,Draw2,2,079,straight,27.5,"R6,R8",False,True,False,False,False,False,False,False,False,2,1,0,6,709,2,12.0,True,4,6,0,0.0,5,0,0,2,0,0.0,0,0.5,2,2,6,2,7,0,False,straight|cov2|hp_repeat6|vstr2|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain7
Combined,Set1,Draw5,3,244,straight,27.5,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,1,0,1,244,3,31.0,True,6,1,0,0.0,9,4,0,0,0,0.0,0,0.5,2,2,2,2,3,1,True,straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain3
Combined,Set1,Draw7,1,5599,straight,27.0,"R2,R4,R6",False,True,True,True,False,False,False,True,False,0,1,0,1,5599,3,5.0,True,6,1,0,0.0,9,4,0,0,0,3.5,1,0.5,2,0,0,1,1,0,False,straight|cov3|vstr2|vstr3|single_left|dom_last|hidden3v|vtrac_straight
Midday,Set3,Draw1,4,677,straight,27.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,6,677,3,20.0,False,6,6,0,0.0,9,0,0,1,0,0.0,0,0.0,0,4,0,3,1,1,True,straight|cov3|hp_repeat6|vstr2|vstr3|hot1|double_mirror|set_chain3
Midday,Set3,Draw1,1,779,boxed,27.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2,0,4,977,2,28.0,False,8,4,1,0.0,3,0,0,2,0,4.0,0,0.0,0,4,0,3,1,1,True,boxed|cov4|hp_repeat4|vstr2|hot1|dom_last|perm2|double_mirror|set_chain3
Midday,Set1,Draw2,4,677,straight,27.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,3,677,3,20.0,False,6,3,0,0.0,9,0,0,1,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot1|double_mirror|set_chain3|draw_chain4
Midday,Set1,Draw3,2,224,straight,27.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,4,224,3,28.0,False,6,4,0,0.0,9,0,0,2,0,0.0,0,0.0,2,0,3,1,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain4
Midday,Set1,Draw5,3,599,straight,27.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,599,3,15.0,False,6,1,0,0.0,9,4,0,0,0,0.0,0,0.0,2,4,0,3,1,1,True,straight|cov3|vstr2|vstr3|single_left|double_mirror|vtrac_straight|set_chain3
