section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,why
Combined,Set1,Draw1,1,001,boxed,27.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span7|cons_full|hot2|dom_last|cons_3v
Midday,Set1,Draw1,1,066,boxed,27.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span7|cons_full|hot2|dom_last|cons_3v
Midday,Set2,Draw1,1,066,straight,26.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,straight|cov4|span3|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Combined,Set1,Draw2,1,011,boxed,26.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span6|cons_full|hot2|dom_last|cons_3v
Midday,Set1,Draw2,1,066,boxed,26.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span6|cons_full|hot2|dom_last|cons_3v
Combined,Set3,Draw1,1,077,boxed,25.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,1,boxed|cov4|span7|cons_full|hot1|dom_last|cons_3v
Midday,Set3,Draw1,1,006,straight,24.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Evening,Set1,Draw1,1,224,straight,23.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Evening,Set1,Draw2,1,224,straight,22.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span6|vstr2|vstr3|hot2
Midday,Set2,Draw1,2,066,straight,22.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,1,straight|cov4|span3|vstr2|vstr3|cons_full|hot1|cons_3v
Midday,Set1,Draw1,2,066,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,False,False,2,boxed|cov4|span7|cons_full|hot2|cons_3v
Combined,Set3,Draw1,2,077,boxed,21.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,False,False,1,boxed|cov4|span7|cons_full|hot1|cons_3v
Evening,Set1,Draw1,3,2249,straight,21.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,2,straight|cov3|span5|vstr2|vstr3|mirror|hot2
Evening,Set1,Draw1,3,224,straight,21.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Evening,Set1,Draw1,2,224,straight,21.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span7|vstr2|vstr3|hot2
Evening,Set1,Draw3,5,224499,straight,21.0,"R2,R6,R8",True,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|mirror|single_left
Evening,Set1,Draw3,1,224,straight,21.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span5|vstr2|vstr3|hot2
Midday,Set1,Draw3,1,0166,boxed,21.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,boxed|cov4|span4|mirror|hot2|dom_last
Combined,Set2,Draw1,2,077,boxed,20.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,False,False,1,boxed|cov4|span6|cons_full|hot1|cons_3v
Evening,Set3,Draw1,4,249,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|mirror|hot1
Evening,Set3,Draw1,4,2449,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span5|vstr2|vstr3|mirror|hot1
Evening,Set3,Draw1,3,249,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|mirror|hot1
Evening,Set3,Draw1,3,2449,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span5|vstr2|vstr3|mirror|hot1
Evening,Set3,Draw1,2,249,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|mirror|hot1
Evening,Set2,Draw1,4,249,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|mirror|hot1
Evening,Set2,Draw1,4,2499,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span5|vstr2|vstr3|mirror|hot1
Evening,Set2,Draw1,4,24499,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span4|vstr2|vstr3|mirror|hot1
Evening,Set2,Draw1,3,249,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|mirror|hot1
