section,set_name,draw_name,column_index,triad,vt_triad,vertical_support,horizontal_span,set_span,variant_echo,has_straight,has_vt_straight,vt_only_lane,col1_arrival,precol1_funnel,ls_col_42,ls2_lane,is_starred,star_count,is_superhot_slot,is_set1,guard_injected,score,reasons
Evening,Set1,Draw1,4,179,235,4,1,3,3,1,1,0,0,0,1,0,1,20,0,1,0,30.6,hot20|literal_draw|vertical4|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,1,345,145,2,6,3,3,1,1,0,1,0,0,1,1,16,1,1,0,30.25,hot16|superhot_set1|literal_draw|vertical2|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,1,228,34,4,6,3,3,1,0,0,1,0,0,1,1,20,1,1,0,30.1,hot20|superhot_set1|vertical4|col1|ls2_lane|straight_lane|set1_bonus
Evening,Set1,Draw1,1,003,14,4,4,3,3,1,0,0,1,0,0,1,1,20,1,1,0,30.1,hot20|superhot_set1|vertical4|col1|ls2_lane|straight_lane|set1_bonus
Combined,Set1,Draw1,1,003,14,4,3,3,3,1,0,0,1,0,0,1,1,20,1,1,0,30.1,hot20|superhot_set1|vertical4|col1|ls2_lane|straight_lane|set1_bonus
Combined,Set1,Draw1,4,014,125,3,5,3,3,1,1,0,0,0,1,0,1,20,0,1,0,30.0,hot20|literal_draw|vertical3|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,2,014,125,2,5,3,3,1,1,0,0,1,1,0,1,16,1,1,0,29.75,hot16|superhot_set1|literal_draw|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,1,226,23,1,6,3,3,1,1,0,1,0,0,1,1,16,1,1,0,29.65,hot16|superhot_set1|literal_draw|vertical1|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,2,228,34,4,6,3,3,1,0,0,0,1,1,0,1,20,1,1,0,29.6,hot20|superhot_set1|vertical4|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw1,2,223,34,4,7,3,3,1,0,0,0,1,1,0,1,20,1,1,0,29.6,hot20|superhot_set1|vertical4|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw1,2,003,14,4,4,3,3,1,0,0,0,1,1,0,1,20,1,1,0,29.6,hot20|superhot_set1|vertical4|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,2,345,145,1,5,3,3,1,1,0,0,1,1,0,1,16,1,1,0,29.15,hot16|superhot_set1|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,2,468,245,1,4,3,3,1,1,0,0,1,1,0,1,16,1,1,0,29.15,hot16|superhot_set1|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,034,145,4,7,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.9,hot20|vertical4|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,4,578,134,1,5,3,3,1,1,0,0,0,1,0,1,20,0,1,0,28.8,hot20|literal_draw|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,5,567,123,1,5,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,5,134,245,1,6,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,5,056,112,1,5,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,6,459,155,1,1,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,6,335,14,1,3,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,6,699,25,1,4,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,7,056,112,1,1,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,7,245,135,1,4,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,7,179,235,1,7,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,589,145,3,7,3,3,0,1,1,0,1,0,1,1,20,0,1,0,28.0,hot20|vertical3|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,3,018,124,4,7,3,3,1,0,0,0,1,0,1,1,20,0,1,0,27.55,hot20|vertical4|funnel_precol1|ls2_lane|straight_lane|set1_bonus
Combined,Set1,Draw1,3,233,34,4,5,3,3,1,0,0,0,1,0,1,1,20,0,1,0,27.55,hot20|vertical4|funnel_precol1|ls2_lane|straight_lane|set1_bonus
Combined,Set1,Draw1,3,223,34,4,7,3,3,1,0,0,0,1,0,1,1,20,0,1,0,27.55,hot20|vertical4|funnel_precol1|ls2_lane|straight_lane|set1_bonus
Evening,Set1,Draw2,1,038,144,4,6,3,3,1,1,0,1,0,0,1,1,16,1,1,0,27.45,hot16|superhot_set1|vertical4|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,1,789,345,4,6,3,3,1,1,0,1,0,0,1,1,16,1,1,0,27.45,hot16|superhot_set1|vertical4|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw3,1,226,23,4,6,3,3,1,1,0,1,0,0,1,1,12,1,1,0,27.45,hot12|superhot_set1|literal_draw|vertical4|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,3,459,155,1,1,3,3,1,1,0,0,1,0,1,1,16,0,1,0,27.1,hot16|literal_draw|vertical1|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,3,567,123,1,5,3,3,1,1,0,0,1,0,1,1,16,0,1,0,27.1,hot16|literal_draw|vertical1|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,3,468,245,1,4,3,3,1,1,0,0,1,0,1,1,16,0,1,0,27.1,hot16|literal_draw|vertical1|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,2,789,345,4,6,3,3,1,1,0,0,1,1,0,1,16,1,1,0,26.95,hot16|superhot_set1|vertical4|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,3,022,13,3,7,3,3,1,0,0,0,1,0,1,1,20,0,1,0,26.95,hot20|vertical3|funnel_precol1|ls2_lane|straight_lane|set1_bonus
Midday,Set1,Draw2,1,289,345,3,7,3,3,1,1,0,1,0,0,1,1,16,1,1,0,26.85,hot16|superhot_set1|vertical3|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,1,229,35,3,6,3,3,1,1,0,1,0,0,1,1,16,1,1,0,26.85,hot16|superhot_set1|vertical3|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw3,1,226,23,3,4,3,3,1,1,0,1,0,0,1,1,12,1,1,0,26.85,hot12|superhot_set1|literal_draw|vertical3|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set3,Draw1,2,014,125,3,3,3,3,1,1,0,0,1,1,0,1,16,0,0,0,26.85,hot16|literal_draw|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane
Midday,Set2,Draw1,1,014,125,3,1,3,3,1,1,0,1,0,0,0,1,16,0,0,0,26.65,hot16|literal_draw|vertical3|col1|vt_straight|straight_lane
Combined,Set1,Draw1,4,233,34,4,5,3,3,1,1,0,0,0,1,0,1,20,0,1,0,26.6,hot20|vertical4|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,4,037,134,4,4,3,3,1,1,0,0,0,1,0,1,20,0,1,0,26.6,hot20|vertical4|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,4,223,34,4,7,3,3,1,1,0,0,0,1,0,1,20,0,1,0,26.6,hot20|vertical4|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,4,338,44,4,5,3,3,1,1,0,0,0,1,0,1,20,0,1,0,26.6,hot20|vertical4|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,4,034,145,4,7,3,3,1,1,0,0,0,1,0,1,20,0,1,0,26.6,hot20|vertical4|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,1,358,144,3,6,3,3,0,1,1,1,0,0,1,1,16,1,1,0,26.55,hot16|superhot_set1|vertical3|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,2,289,345,3,7,3,3,1,1,0,0,1,1,0,1,16,1,1,0,26.35,hot16|superhot_set1|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,2,229,35,3,6,3,3,1,1,0,0,1,1,0,1,16,1,1,0,26.35,hot16|superhot_set1|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw3,2,468,245,3,4,3,3,1,1,0,0,1,1,0,1,12,1,1,0,26.35,hot12|superhot_set1|literal_draw|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set2,Draw1,3,014,125,3,2,3,3,1,1,0,0,1,0,0,1,16,0,0,0,26.35,hot16|literal_draw|vertical3|funnel_precol1|vt_straight|straight_lane
Midday,Set1,Draw1,3,012,123,2,7,3,3,1,0,0,0,1,0,1,1,20,0,1,0,26.35,hot20|vertical2|funnel_precol1|ls2_lane|straight_lane|set1_bonus
Midday,Set1,Draw2,1,228,34,2,6,3,3,1,1,0,1,0,0,1,1,16,1,1,0,26.25,hot16|superhot_set1|vertical2|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw3,1,345,145,2,6,3,3,1,1,0,1,0,0,1,1,12,1,1,0,26.25,hot12|superhot_set1|literal_draw|vertical2|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,1,279,335,2,6,3,2,1,1,0,1,0,0,1,1,16,1,1,0,26.25,hot16|superhot_set1|vertical2|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,1,003,14,4,3,3,3,1,0,0,1,0,0,1,1,16,1,1,0,26.1,hot16|superhot_set1|vertical4|col1|ls2_lane|straight_lane|set1_bonus
Evening,Set1,Draw1,4,347,345,3,6,3,3,1,1,0,0,0,1,0,1,20,0,1,0,26.0,hot20|vertical3|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,2,228,34,2,6,3,3,1,1,0,0,1,1,0,1,16,1,1,0,25.75,hot16|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw3,2,014,125,2,5,3,3,1,1,0,0,1,1,0,1,12,1,1,0,25.75,hot12|superhot_set1|literal_draw|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,2,279,335,2,6,3,2,1,1,0,0,1,1,0,1,16,1,1,0,25.75,hot16|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,3,228,34,1,6,3,3,1,0,0,0,1,0,1,1,20,0,1,0,25.75,hot20|vertical1|funnel_precol1|ls2_lane|straight_lane|set1_bonus
Midday,Set1,Draw1,3,028,134,1,7,3,3,1,0,0,0,1,0,1,1,20,0,1,0,25.75,hot20|vertical1|funnel_precol1|ls2_lane|straight_lane|set1_bonus
Midday,Set1,Draw1,3,128,234,1,6,3,3,1,0,0,0,1,0,1,1,20,0,1,0,25.75,hot20|vertical1|funnel_precol1|ls2_lane|straight_lane|set1_bonus
Evening,Set1,Draw1,4,258,134,3,4,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.7,hot20|vertical3|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,4,289,345,3,6,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.7,hot20|vertical3|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,4,047,135,3,4,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.7,hot20|vertical3|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,4,259,135,3,4,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.7,hot20|vertical3|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,4,589,145,3,7,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.7,hot20|vertical3|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,1,278,334,1,3,3,3,1,1,0,1,0,0,1,1,16,1,1,0,25.65,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set2,Draw1,2,459,155,1,1,3,3,1,1,0,0,1,1,0,1,16,0,0,0,25.65,hot16|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane
Evening,Set2,Draw1,2,567,123,1,2,3,3,1,1,0,0,1,1,0,1,16,0,0,0,25.65,hot16|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane
Midday,Set3,Draw1,2,578,134,1,4,3,3,1,1,0,0,1,1,0,1,16,0,0,0,25.65,hot16|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane
Evening,Set3,Draw1,2,179,235,1,4,3,3,1,1,0,0,1,1,0,1,16,0,0,0,25.65,hot16|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane
Combined,Set2,Draw1,2,468,245,1,3,3,3,1,1,0,0,1,1,0,1,16,0,0,0,25.65,hot16|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane
Combined,Set1,Draw2,2,023,134,4,6,3,3,1,0,0,0,1,1,0,1,16,1,1,0,25.6,hot16|superhot_set1|vertical4|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,2,038,144,4,6,3,3,1,0,0,0,1,1,0,1,16,1,1,0,25.6,hot16|superhot_set1|vertical4|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Midday,Set2,Draw1,6,056,112,5,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,25.45,hot16|literal_draw|vertical5|vt_straight|straight_lane
Midday,Set2,Draw1,7,466,25,5,1,3,2,1,1,0,0,0,0,0,1,16,0,0,0,25.45,hot16|literal_draw|vertical5|vt_straight|straight_lane
Combined,Set2,Draw1,1,345,145,1,3,3,3,1,1,0,1,0,0,0,1,16,0,0,0,25.45,hot16|literal_draw|vertical1|col1|vt_straight|straight_lane
Midday,Set3,Draw1,1,459,155,1,1,3,3,1,1,0,1,0,0,0,1,16,0,0,0,25.45,hot16|literal_draw|vertical1|col1|vt_straight|straight_lane
Evening,Set2,Draw1,1,468,245,1,1,3,3,1,1,0,1,0,0,0,1,16,0,0,0,25.45,hot16|literal_draw|vertical1|col1|vt_straight|straight_lane
Combined,Set3,Draw1,1,468,245,1,1,3,3,1,1,0,1,0,0,0,1,16,0,0,0,25.45,hot16|literal_draw|vertical1|col1|vt_straight|straight_lane
Combined,Set1,Draw1,4,228,34,2,5,3,3,1,1,0,0,0,1,0,1,20,0,1,0,25.4,hot20|vertical2|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,4,238,344,2,7,3,3,1,1,0,0,0,1,0,1,20,0,1,0,25.4,hot20|vertical2|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,1,377,34,1,6,3,3,0,1,1,1,0,0,1,1,16,1,1,0,25.35,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,1,227,33,1,4,1,1,0,1,1,1,0,0,1,1,16,1,1,0,25.35,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,1,237,334,1,3,3,3,0,1,1,1,0,0,1,1,16,1,1,0,25.35,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,1,277,33,1,4,1,1,0,1,1,1,0,0,1,1,16,1,1,0,25.35,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,1,247,335,1,6,3,2,0,1,1,1,0,0,1,1,16,1,1,0,25.35,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,1,234,345,1,6,3,3,0,1,1,1,0,0,1,1,16,1,1,0,25.35,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,1,347,345,1,7,3,3,0,1,1,1,0,0,1,1,16,1,1,0,25.35,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,1,477,35,1,6,3,3,0,1,1,1,0,0,1,1,16,1,1,0,25.35,hot16|superhot_set1|vertical1|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,4,018,124,4,7,3,3,1,0,0,0,0,1,0,1,20,0,1,0,25.25,hot20|vertical4|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw3,2,345,145,1,5,3,3,1,1,0,0,1,1,0,1,12,1,1,0,25.15,hot12|superhot_set1|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,2,278,334,1,3,3,3,1,1,0,0,1,1,0,1,16,1,1,0,25.15,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set3,Draw1,3,567,123,1,3,3,3,1,1,0,0,1,0,0,1,16,0,0,0,25.15,hot16|literal_draw|vertical1|funnel_precol1|vt_straight|straight_lane
Midday,Set2,Draw1,3,578,134,1,3,3,3,1,1,0,0,1,0,0,1,16,0,0,0,25.15,hot16|literal_draw|vertical1|funnel_precol1|vt_straight|straight_lane
Midday,Set3,Draw1,3,134,245,1,1,3,3,1,1,0,0,1,0,0,1,16,0,0,0,25.15,hot16|literal_draw|vertical1|funnel_precol1|vt_straight|straight_lane
Evening,Set3,Draw1,3,056,112,1,3,3,3,1,1,0,0,1,0,0,1,16,0,0,0,25.15,hot16|literal_draw|vertical1|funnel_precol1|vt_straight|straight_lane
Evening,Set2,Draw1,3,179,235,1,2,3,3,1,1,0,0,1,0,0,1,16,0,0,0,25.15,hot16|literal_draw|vertical1|funnel_precol1|vt_straight|straight_lane
Combined,Set1,Draw1,4,377,34,2,5,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.1,hot20|vertical2|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,4,788,34,2,5,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.1,hot20|vertical2|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,4,378,344,2,7,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.1,hot20|vertical2|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,4,388,44,2,5,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.1,hot20|vertical2|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,4,778,34,2,7,3,3,0,1,1,0,0,1,0,1,20,0,1,0,25.1,hot20|vertical2|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,6,335,14,2,3,3,3,1,1,0,0,0,0,0,1,16,0,1,0,24.9,hot16|literal_draw|vertical2|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,2,377,34,1,6,3,3,0,1,1,0,1,1,0,1,16,1,1,0,24.85,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,2,227,33,1,4,1,1,0,1,1,0,1,1,0,1,16,1,1,0,24.85,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,2,237,334,1,3,3,3,0,1,1,0,1,1,0,1,16,1,1,0,24.85,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,2,277,33,1,4,1,1,0,1,1,0,1,1,0,1,16,1,1,0,24.85,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,2,247,335,1,6,3,2,0,1,1,0,1,1,0,1,16,1,1,0,24.85,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,2,234,345,1,6,3,3,0,1,1,0,1,1,0,1,16,1,1,0,24.85,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,2,347,345,1,7,3,3,0,1,1,0,1,1,0,1,16,1,1,0,24.85,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw2,2,477,35,1,6,3,3,0,1,1,0,1,1,0,1,16,1,1,0,24.85,hot16|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw2,4,014,125,1,5,3,3,1,1,0,0,0,1,0,1,16,0,1,0,24.8,hot16|literal_draw|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,4,578,134,1,5,3,3,1,1,0,0,0,1,0,1,16,0,1,0,24.8,hot16|literal_draw|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,4,179,235,1,1,3,3,1,1,0,0,0,1,0,1,16,0,1,0,24.8,hot16|literal_draw|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,4,022,13,3,7,3,3,1,0,0,0,0,1,0,1,20,0,1,0,24.65,hot20|vertical3|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw1,1,177,23,0,6,3,3,0,0,0,0,0,0,0,1,20,1,1,1,24.5,hot20|superhot_set1|guard_set1|set1_bonus
Combined,Set1,Draw1,2,089,145,0,5,3,3,0,0,0,0,0,0,0,1,20,1,1,1,24.5,hot20|superhot_set1|guard_set1|set1_bonus
Combined,Set1,Draw2,2,022,13,2,7,3,3,1,0,0,0,1,1,0,1,16,1,1,0,24.4,hot16|superhot_set1|vertical2|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw2,2,023,134,2,5,3,3,1,0,0,0,1,1,0,1,16,1,1,0,24.4,hot16|superhot_set1|vertical2|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Combined,Set1,Draw2,2,223,34,2,7,3,3,1,0,0,0,1,1,0,1,16,1,1,0,24.4,hot16|superhot_set1|vertical2|funnel_precol1|ls_col_42|straight_lane|set1_bonus
Evening,Set1,Draw3,3,567,123,3,5,3,3,1,1,0,0,1,0,1,1,12,0,1,0,24.3,hot12|literal_draw|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,5,567,123,1,5,3,3,1,1,0,0,0,0,0,1,16,0,1,0,24.3,hot16|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,5,134,245,1,6,3,3,1,1,0,0,0,0,0,1,16,0,1,0,24.3,hot16|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,5,056,112,1,5,3,3,1,1,0,0,0,0,0,1,16,0,1,0,24.3,hot16|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,6,459,155,1,1,3,3,1,1,0,0,0,0,0,1,16,0,1,0,24.3,hot16|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,6,699,25,1,4,3,3,1,1,0,0,0,0,0,1,16,0,1,0,24.3,hot16|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set3,Draw1,6,466,25,3,2,3,2,1,1,0,0,0,0,0,1,16,0,0,0,24.25,hot16|literal_draw|vertical3|vt_straight|straight_lane
Evening,Set3,Draw1,7,288,34,3,1,3,3,1,1,0,0,0,0,0,1,16,0,0,0,24.25,hot16|literal_draw|vertical3|vt_straight|straight_lane
Midday,Set1,Draw1,5,022,13,3,7,3,3,1,0,0,0,0,0,0,1,20,0,1,0,24.15,hot20|vertical3|straight_lane|set1_bonus
