section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Combined,Set3,Draw1,3,33,4,2,0.0,3,1.0,True,True,False,False,False,False,False,3,1,3,1,0,1,0,0,488:1,884:3,8,3,1,0.0,0,1,2,4,0,0,0.0,1,4,1,0,0.0,25.0,39.5,2,False,False,130,938,True,True,True
Evening,Set3,Draw1,4,33,3,2,0.0,5,1.0,True,False,False,False,False,False,False,3,1,3,1,0,2,0,0,3344:1;334:1,3344:2;334:2,6,5,1,0.0,0,1,2,0,0,0,0.0,1,4,1,1,0.0,22.0,39.5,2,True,False,130,938,True,True,True
Evening,Set3,Draw1,3,33,3,2,0.0,5,1.0,True,False,False,False,False,False,False,3,1,3,1,0,2,0,0,3344:1;334:1,3344:2;334:2,6,5,1,0.0,0,1,2,0,0,0,0.0,1,4,1,0,0.0,21.0,39.5,2,False,False,130,938,True,True,True
Combined,Set3,Draw1,7,33,3,1,0.0,3,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,334:1;3344:1;889:1,334:2;3344:2;988:1,6,3,0,0.0,0,0,2,0,0,0,0.0,1,4,4,1,0.0,21.0,39.5,3,True,False,130,938,True,True,True
Evening,Set3,Draw1,7,33,2,1,0.0,5,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,334:1;3344:1;33448:1,334:2;3344:2;83344:1,4,5,0,0.0,0,0,2,0,0,0,0.0,1,4,4,1,0.0,21.0,39.5,3,True,False,130,938,True,True,True
Evening,Set1,Draw3,5,33,3,1,0.0,3,0.0,False,False,False,False,False,False,False,3,3,3,3,0,0,0,0,33448:1;334:1;3344:1,83344:1;334:1;3344:1,6,3,0,0.0,0,0,0,0,0,0,0.0,1,6,4,0,0.0,20.0,39.5,3,False,False,130,938,True,True,True
Combined,Set2,Draw1,4,33,3,2,0.0,3,1.0,True,False,False,False,False,False,False,3,1,3,1,0,1,0,0,488:1,884:2,6,3,1,0.0,0,1,2,0,0,0,0.0,1,4,1,1,0.0,20.0,39.5,2,True,False,130,938,True,True,True
Combined,Set3,Draw1,4,33,3,2,0.0,3,1.0,True,False,False,False,False,False,False,3,1,3,1,0,1,0,0,488:1,884:2,6,3,1,0.0,0,1,2,0,0,0,0.0,1,4,1,1,0.0,20.0,39.5,2,True,False,130,938,True,True,True
Evening,Set1,Draw3,3,33,4,2,0.0,3,1.0,False,False,False,False,False,True,False,1,5,1,5,0,7,0,0,3448:1;34488:1;348:1,4438:1;44388:1;438:1,8,3,1,0.0,0,1,0,0,0,1,0.0,1,4,1,0,0.0,20.0,39.5,2,False,False,130,938,True,True,True
Combined,Set2,Draw1,5,33,3,2,0.0,3,0.0,True,False,False,False,False,False,False,3,1,3,1,0,0,0,0,488:1,884:2,6,3,1,0.0,0,0,2,0,0,0,0.0,1,4,1,1,0.0,19.0,39.5,2,True,False,130,938,True,True,True
