area,col,combined.core,combined.first3_step,draw,method,mode.agree_core,mode.len_delta_abs,mode.only_one,mode.time_to3_delta_abs,own.core,own.first3_step,section,set,state
LS1,7,08,3,Draw1,A,0,1,0,0,1138,3,Midday,Set3,NorthCarolina4
LS1,7,2248,2,Draw1,B,0,0,0,0,1138,2,Midday,Set3,NorthCarolina4
LS1,7,348,1,Draw1,C,1,0,0,0,348,1,Midday,Set3,NorthCarolina4
LS1,7,24,2,Draw1,D,0,0,0,0,138,2,Midday,Set3,NorthCarolina4
LS1,7,168,3,Draw1,E,0,0,0,3,136,6,Midday,Set3,NorthCarolina4
LS1,7,348,1,Draw1,T,1,1,0,0,348,1,Midday,Set3,NorthCarolina4
LS1,6,0224,2,Draw1,A,0,0,0,0,011,2,Midday,Set3,NorthCarolina4
LS1,6,11224,1,Draw1,B,1,0,0,0,11224,1,Midday,Set3,NorthCarolina4
LS1,6,4,1,Draw1,C,1,0,0,0,4,1,Midday,Set3,NorthCarolina4
LS1,6,124,1,Draw1,D,1,0,0,0,124,1,Midday,Set3,NorthCarolina4
LS1,6,16,3,Draw1,E,0,0,0,1,116,2,Midday,Set3,NorthCarolina4
LS1,6,04,1,Draw1,T,1,0,0,0,04,1,Midday,Set3,NorthCarolina4
LS1,5,0224,2,Draw1,A,0,0,0,0,01,2,Midday,Set3,NorthCarolina4
LS1,5,1224,1,Draw1,B,1,0,0,0,1224,1,Midday,Set3,NorthCarolina4
LS1,5,4,1,Draw1,C,1,0,0,0,4,1,Midday,Set3,NorthCarolina4
LS1,5,24,1,Draw1,D,1,0,0,0,24,1,Midday,Set3,NorthCarolina4
LS1,5,1224,1,Draw1,E,1,0,0,0,1224,1,Midday,Set3,NorthCarolina4
LS1,5,014,1,Draw1,T,1,0,0,0,014,1,Midday,Set3,NorthCarolina4
LS1,7,08,3,Draw1,A,0,1,0,0,1138,3,Midday,Set2,NorthCarolina4
LS1,7,2248,2,Draw1,B,0,0,0,0,1138,2,Midday,Set2,NorthCarolina4
LS1,7,348,1,Draw1,C,1,0,0,0,348,1,Midday,Set2,NorthCarolina4
LS1,7,24,2,Draw1,D,0,0,0,0,138,2,Midday,Set2,NorthCarolina4
LS1,7,168,3,Draw1,E,0,0,0,3,136,6,Midday,Set2,NorthCarolina4
LS1,7,348,1,Draw1,T,1,1,0,0,348,1,Midday,Set2,NorthCarolina4
LS1,6,08,3,Draw1,A,0,1,0,0,138,3,Midday,Set2,NorthCarolina4
LS1,6,2248,2,Draw1,B,0,0,0,0,138,2,Midday,Set2,NorthCarolina4
LS1,6,348,1,Draw1,C,1,0,0,0,348,1,Midday,Set2,NorthCarolina4
LS1,6,24,2,Draw1,D,0,0,0,0,38,2,Midday,Set2,NorthCarolina4
LS1,6,2248,2,Draw1,E,0,0,0,0,138,2,Midday,Set2,NorthCarolina4
LS1,6,348,1,Draw1,T,1,1,0,0,348,1,Midday,Set2,NorthCarolina4
LS1,5,0224,2,Draw1,A,0,1,0,0,03,2,Midday,Set2,NorthCarolina4
LS1,5,34,1,Draw1,B,1,0,0,0,34,1,Midday,Set2,NorthCarolina4
LS1,5,34,1,Draw1,C,1,0,0,0,34,1,Midday,Set2,NorthCarolina4
LS1,5,234,1,Draw1,D,1,0,0,0,234,1,Midday,Set2,NorthCarolina4
LS1,5,234,1,Draw1,E,1,0,0,0,234,1,Midday,Set2,NorthCarolina4
LS1,5,034,1,Draw1,T,1,1,0,0,034,1,Midday,Set2,NorthCarolina4
LS1,7,089,3,Draw1,A,0,1,0,1,138,4,Midday,Set1,NorthCarolina4
LS1,7,89,3,Draw1,B,0,0,0,1,138,4,Midday,Set1,NorthCarolina4
LS1,7,49,2,Draw1,C,0,0,0,0,38,2,Midday,Set1,NorthCarolina4
LS1,7,249,2,Draw1,D,0,0,0,0,38,2,Midday,Set1,NorthCarolina4
LS1,7,289,3,Draw1,E,0,0,0,1,138,4,Midday,Set1,NorthCarolina4
LS1,7,489,2,Draw1,T,0,1,0,0,389,2,Midday,Set1,NorthCarolina4
LS1,6,09,3,Draw1,A,0,1,0,1,039,2,Midday,Set1,NorthCarolina4
LS1,6,2249,2,Draw1,B,0,0,0,0,39,2,Midday,Set1,NorthCarolina4
LS1,6,349,1,Draw1,C,1,0,0,0,349,1,Midday,Set1,NorthCarolina4
LS1,6,249,2,Draw1,D,0,0,0,0,3,2,Midday,Set1,NorthCarolina4
LS1,6,2249,2,Draw1,E,0,0,0,0,39,2,Midday,Set1,NorthCarolina4
LS1,6,349,1,Draw1,T,1,1,0,0,349,1,Midday,Set1,NorthCarolina4
LS1,5,09,3,Draw1,A,0,1,0,0,39,3,Midday,Set1,NorthCarolina4
