section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,455,5.0,108.0,42.5,3,7,0,False,14,11,9,0,0,10,42,42,boxed|cov4|hp_repeat7|vstr2|vstr3|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain7;boxed|cov4|hp_repeat6|vstr2|vstr3|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x9|hot1x14|hot2x11|vstrx10|dblmirrorx42
Combined,559,5.0,68.0,35.5,3,6,0,False,1,4,4,0,0,9,16,16,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain6;straight|cov3|hp_repeat3|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain6,set_chain3|draw_chain6|col1x4|hot1x1|hot2x4|vstrx9|dblmirrorx16
Combined,255,3.0,67.0,28.5,2,7,0,False,2,6,5,0,0,9,19,19,boxed|cov3|hp_repeat5|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain2|draw_chain7;boxed|cov3|hp_repeat5|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain2|draw_chain7,set_chain2|draw_chain7|col1x5|hot1x2|hot2x6|vstrx9|dblmirrorx19
Combined,445,15.0,63.5,30.5,3,5,0,False,12,1,1,0,0,3,28,28,boxed|cov4|hp_repeat7|vstr2|vstr3|hot1|perm2|hidden3v|double_mirror|set_chain3;boxed|cov4|hp_repeat7|vstr2|vstr3|hot1|perm2|hidden3v|double_mirror|set_chain3,set_chain3|draw_chain5|col1x1|hot1x12|hot2x1|vstrx3|dblmirrorx28
Combined,344,34.0,62.0,32.5,3,5,0,False,10,1,0,0,0,2,26,26,boxed|cov4|hp_repeat5|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain5;straight|cov3|hp_repeat5|vstr2|vstr3|hot1|hidden3v|double_mirror|set_chain3|draw_chain5,set_chain3|draw_chain5|hot1x10|hot2x1|vstrx2|dblmirrorx26
Combined,4455,15.0,56.5,33.5,3,5,0,False,12,1,1,0,0,3,0,28,boxed|cov4|hp_repeat7|vstr2|vstr3|hot1|dom_last|perm2|hidden3v|set_chain3;boxed|cov4|hp_repeat7|vstr2|vstr3|hot1|perm2|hidden3v|set_chain3,set_chain3|draw_chain5|col1x1|hot1x12|hot2x1|vstrx3
Combined,2455,12.0,55.5,29.5,1,6,0,False,2,6,5,0,0,8,0,13,boxed|cov4|hp_repeat4|vstr2|hot2|dom_last|perm3|hidden3v|draw_chain5;boxed|cov4|hp_repeat4|vstr2|hot2|perm3|hidden3v|draw_chain5,draw_chain6|col1x5|hot1x2|hot2x6|vstrx8
Combined,355,4.0,54.0,25.0,3,3,0,False,10,1,0,0,0,6,17,17,straight|cov2|hp_repeat5|vstr2|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain3;straight|cov2|hp_repeat5|vstr2|hot1|double_mirror|vtrac_straight|set_chain3,set_chain3|draw_chain3|hot1x10|hot2x1|vstrx6|dblmirrorx17
Combined,24559,12.0,49.0,32.5,2,4,0,False,0,4,2,0,0,5,0,10,boxed|cov4|hp_repeat4|vstr2|mirror|hot2|dom_last|perm3|hidden3v|set_chain2|draw_chain4;straight|cov2|hp_repeat3|vstr2|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x2|hot2x4|vstrx5
Combined,245,12.0,48.5,22.5,1,6,0,False,2,6,5,0,0,8,0,13,boxed|cov3|hp_repeat4|vstr2|hot2|perm2|hidden3v|draw_chain5;boxed|cov3|hp_repeat4|vstr2|hot2|perm2|hidden3v|draw_chain5,draw_chain6|col1x5|hot1x2|hot2x6|vstrx8
