section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why,family_id,is_exact_straight
Combined,Set1,Draw1,5,113678,boxed,16.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,1,3.0,0.0,2.0,113867,1.0,boxed|cov3|span2|mirror|hot1|perm3,21,False
Combined,Set1,Draw1,6,1133678,boxed,16.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,2.0,1133867,1.0,boxed|cov3|span2|mirror|perm3,21,False
Combined,Set1,Draw4,3,136678,boxed,15.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,2.0,138667,1.0,boxed|cov3|span2|mirror|perm3,21,False
Combined,Set3,Draw1,6,113678,boxed,15.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,2.0,113867,1.0,boxed|cov3|span2|mirror|perm3,21,False
Combined,Set2,Draw1,7,1136678,boxed,15.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,1.0,1138667,1.0,boxed|cov3|mirror|perm3,21,False
Combined,Set2,Draw1,6,11367,boxed,14.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,2.0,11367,1.0,boxed|cov3|span2|mirror|perm3,21,False
Combined,Set3,Draw1,4,1137,boxed,14.0,"R2,R6,R8",False,False,False,False,False,False,False,False,False,1,3.0,0.0,3.0,1137,1.0,boxed|cov3|span3|hot1|perm3,21,False
Combined,Set2,Draw1,5,11367,boxed,14.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,2.0,11367,1.0,boxed|cov3|span2|mirror|perm3,21,False
Combined,Set1,Draw1,5,1123678,boxed,13.0,"R6,R8",True,False,False,False,False,False,False,False,False,1,2.0,0.0,1.0,6811732,1.0,boxed|cov2|mirror|hot1|perm2,21,False
Combined,Set1,Draw1,7,1133678,boxed,13.0,"R2,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,1133867,1.0,boxed|cov2|span2|mirror|perm2,21,False
