section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why,family_id,is_exact_straight
Combined,Set1,Draw4,4,599,straight,20.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,599,3,straight|cov3|vstr2|vstr3|single_left,15,False
Combined,Set1,Draw2,6,599,straight,20.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,599,3,straight|cov3|vstr2|vstr3|single_left,15,False
Combined,Set1,Draw7,1,599,straight,20.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,599,3,straight|cov3|vstr2|vstr3|single_left,15,False
Combined,Set1,Draw4,1,368,boxed,18.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,386,1,boxed|cov3|span4|mirror|hot2|perm3,23,False
Combined,Set1,Draw5,1,3688,boxed,18.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,3,3886,1,boxed|cov3|span3|mirror|hot2|perm3,23,False
Combined,Set1,Draw6,1,3668,boxed,18.0,"R2,R4,R8",True,False,False,False,False,False,False,True,False,1,3,0,2,3866,1,boxed|cov3|span2|mirror|hot1|dom_last|perm3,23,False
Combined,Set1,Draw1,6,599,straight,17.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,0,1,0,2,599,3,straight|cov3|span2|vstr2|vstr3,15,False
Combined,Set1,Draw5,1,688,boxed,17.0,"R2,R4,R6",False,True,False,False,False,False,False,False,False,2,2,0,3,688,2,boxed|cov3|span3|vstr2|hot2|perm2,23,False
Combined,Set1,Draw5,1,368,boxed,17.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,3,386,1,boxed|cov3|span3|mirror|hot2|perm3,23,False
Combined,Set1,Draw1,7,599,straight,17.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,0,1,0,2,599,3,straight|cov3|span2|vstr2|vstr3,15,False
Combined,Set1,Draw5,2,33688,boxed,16.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,2,33886,1,boxed|cov3|span2|mirror|hot2|perm3,23,False
Combined,Set1,Draw3,2,368,boxed,16.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,386,1,boxed|cov3|span4|mirror|hot2|perm3,23,False
Combined,Set1,Draw4,2,3368,boxed,16.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,3,3386,1,boxed|cov3|span3|mirror|hot2|perm3,23,False
Combined,Set1,Draw3,3,368,boxed,15.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,1,3,0,4,386,1,boxed|cov3|span4|mirror|hot1|perm3,23,False
Combined,Set3,Draw1,5,33688,boxed,15.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,0,3,0,3,33886,1,boxed|cov3|span3|mirror|perm3,23,False
Combined,Set3,Draw1,6,336688,boxed,15.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,0,3,0,2,338866,1,boxed|cov3|span2|mirror|perm3,23,False
