state,date,triad,vt_triad,support_count,hot_hits,superhot_hits,vertical_hits,set1_hits,col1_hits,precol1_hits,vt_straight_hits,vt_only_lane_hits,guard_hits,literal_hits,variant_span,set_span,column_span,score_mean,score_max,evidence_tags
SouthCarolina4,2025-06-24,458,145,36,36,14,4,25,12,2,18,6,1,12,3,3,7,19.379,37.05,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,005,11,22,22,13,4,18,6,8,15,2,1,12,3,3,7,21.0,36.25,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,589,145,34,34,6,4,24,1,9,14,1,0,13,3,3,7,21.197,33.75,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,134,245,55,55,8,4,39,1,15,20,5,0,12,3,3,7,19.295,33.75,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,039,145,27,27,5,3,16,2,4,8,8,1,0,3,3,7,16.765,32.15,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,013,124,41,41,9,4,33,3,12,13,3,0,0,3,3,7,17.552,32.05,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,069,125,41,41,6,3,25,3,10,21,5,0,12,3,3,7,18.856,31.7,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,113,24,58,58,13,4,42,8,17,14,2,0,1,3,3,7,19.822,31.45,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,117,23,38,38,14,4,33,7,12,12,3,0,0,3,3,7,20.712,31.45,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,137,234,56,56,19,3,43,6,11,15,6,0,0,3,3,7,18.01,31.45,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,567,123,28,28,6,4,23,2,8,15,3,0,12,3,3,6,17.961,31.4,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,055,11,11,11,2,4,7,0,3,4,1,1,0,3,3,6,16.941,31.35,"funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,568,124,41,41,9,3,33,2,8,13,13,0,0,3,3,7,16.655,31.15,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,099,15,24,24,8,4,17,5,5,5,1,0,0,3,3,7,17.896,30.4,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,266,23,38,38,14,3,33,5,2,12,9,0,0,3,3,7,17.612,29.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,668,24,57,57,13,4,42,4,2,13,11,0,0,3,3,7,17.423,29.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
SouthCarolina4,2025-06-24,268,234,56,56,19,3,43,6,5,15,15,0,0,3,3,7,17.171,29.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
