state,date,triad,vt_triad,support_count,hot_hits,superhot_hits,vertical_hits,set1_hits,col1_hits,precol1_hits,vt_straight_hits,vt_only_lane_hits,guard_hits,literal_hits,variant_span,set_span,column_span,score_mean,score_max,evidence_tags
Florida4,2025-06-23,033,14,59,59,23,5,40,11,13,28,10,1,13,3,3,7,19.138,36.35,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vertical5,vt_only_lane,vt_straight"
Florida4,2025-06-23,249,355,25,25,15,4,22,14,2,15,3,1,12,3,3,7,21.22,35.25,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Florida4,2025-06-23,279,335,14,14,6,4,11,1,8,13,0,0,13,2,3,4,24.314,35.25,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_straight"
Florida4,2025-06-23,012,123,26,26,6,4,18,2,12,20,5,0,14,3,3,6,22.012,33.75,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
Florida4,2025-06-23,334,45,55,55,16,4,44,4,16,21,9,0,11,3,3,7,17.688,32.6,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Florida4,2025-06-23,016,122,24,24,4,4,16,2,6,18,9,0,0,2,3,7,21.771,31.75,"col1,funnel_precol1,hot12,hot16,hot20,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Florida4,2025-06-23,156,122,24,24,4,4,16,2,6,18,18,0,0,2,3,7,21.458,31.45,"col1,funnel_precol1,hot12,hot16,hot20,ls2_lane,ls_col_42,set1_bonus,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Florida4,2025-06-23,124,235,15,15,0,4,10,1,7,12,0,0,12,3,3,6,22.467,31.4,"col1,funnel_precol1,hot12,hot16,hot20,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,vertical1,vertical4,vt_straight"
Florida4,2025-06-23,226,23,29,29,0,4,15,0,2,9,0,0,9,3,3,6,19.014,30.9,"funnel_precol1,hot12,hot16,hot20,hot8,literal_draw,ls_col_42,set1_bonus,straight_lane,vertical1,vertical2,vertical3,vertical4,vt_straight"
Florida4,2025-06-23,255,13,52,52,1,4,31,0,4,20,9,0,8,3,3,7,19.079,30.6,"funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
