section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Midday,Set1,Draw3,3,12,4,4,0.0,4,1.0,False,False,False,False,False,True,True,3,5,3,5,18,18,0,0,04455779:1;0445579:1;055779:1,55944077:1;5594407:1;770559:1,8,4,3,0.0,0,1,0,0,0,1,0.5,0,8,4,0,0.0,29.5,76.5,3,False,False,579,385,True,True,False
Midday,Set1,Draw3,2,12,4,4,0.0,4,1.0,False,False,False,False,False,True,True,3,5,3,5,6,0,6,0,045579:1;05579:1;04579:1,559407:1;70559:1;59407:1,8,4,3,0.0,0,1,0,0,0,1,0.5,0,8,4,0,0.0,29.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw3,3,12,4,2,0.0,4,1.0,True,False,False,False,False,True,True,2,6,2,6,6,6,0,0,2559:1;24559:1;259:1,5592:2;55924:2;592:2,8,4,1,0.0,0,1,2,0,0,1,0.5,0,7,4,0,0.0,28.5,76.5,3,False,False,579,385,True,True,False
Midday,Set1,Draw5,2,12,4,3,0.0,2,1.0,True,False,False,False,False,True,True,3,5,3,5,24,0,24,0,005579:1;047:1;24559:1,55924:2;5592:2;592:2,8,2,2,0.0,0,1,2,0,0,1,0.5,0,8,4,0,0.0,28.5,76.5,3,False,False,579,385,True,True,False
Midday,Set1,Draw4,2,12,4,4,0.0,3,1.0,False,False,False,False,False,True,True,3,5,3,5,7,0,7,0,0045579:1;005579:1;047:1,5594007:1;700559:1;047:1,8,3,3,0.0,0,1,0,0,0,1,0.5,0,8,4,0,0.0,28.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw1,4,12,4,3,0.0,6,1.0,True,False,False,False,False,False,True,2,6,2,6,2,2,0,0,2455:1;245:1,5524:2;524:2,8,6,2,0.0,0,1,2,0,0,0,0.5,0,7,1,0,0.0,27.5,76.5,2,False,False,579,385,True,True,False
Combined,Set1,Draw4,3,12,4,2,0.0,4,0.0,True,False,False,False,False,True,True,2,6,2,6,17,0,0,0,2559:1;259:1;224559:1,5592:2;592:2;559224:2,8,4,1,0.0,0,0,2,0,0,1,0.5,0,7,4,0,0.0,27.5,76.5,3,False,False,579,385,True,True,False
Midday,Set1,Draw2,3,12,4,4,0.0,5,1.0,False,False,False,False,False,True,True,3,5,3,5,12,12,0,0,0455779:1;045579:1;055779:1,5594077:1;559407:1;770559:1,8,5,3,0.0,0,1,0,0,0,1,0.5,0,8,1,0,0.0,27.5,76.5,2,False,False,579,385,True,True,False
Combined,Set1,Draw5,2,12,4,2,0.0,3,1.0,True,False,False,False,False,True,True,2,6,2,6,17,0,17,0,2559:1;259:1;224559:1,5592:2;592:2;559224:2,8,3,1,0.0,0,1,2,0,0,1,0.5,0,7,4,0,0.0,27.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw1,3,12,4,3,0.0,6,1.0,True,False,False,False,False,False,True,2,6,2,6,2,0,2,0,2455:1;245:1,5524:2;524:2,8,6,2,0.0,0,1,2,0,0,0,0.5,0,7,1,0,0.0,27.5,76.5,2,False,False,579,385,True,True,False
Combined,Set1,Draw4,4,12,4,2,0.0,4,0.0,True,False,False,False,False,False,True,2,6,2,6,24,0,0,0,2559:1;259:1;224559:1,5592:2;592:2;559224:2,8,4,1,0.0,0,0,2,0,0,0,0.5,0,7,4,0,0.0,26.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw1,7,12,4,2,0.0,3,0.0,False,False,False,False,False,False,True,3,6,3,6,10,0,0,0,24455:1;2559:1;2445:1,24455:1;5592:1;2445:1,8,3,1,0.0,0,0,0,0,0,0,0.5,0,9,4,1,0.0,26.5,76.5,3,True,False,579,385,True,True,False
Combined,Set1,Draw3,4,12,4,2,0.0,4,0.0,True,False,False,False,False,False,True,2,6,2,6,11,0,0,0,2559:1;24559:1;259:1,5592:2;55924:2;592:2,8,4,1,0.0,0,0,2,0,0,0,0.5,0,7,4,0,0.0,26.5,76.5,3,False,False,579,385,True,True,False
Evening,Set1,Draw3,1,12,4,3,0.0,5,1.0,True,False,False,True,False,True,True,2,5,2,5,4,0,4,0,24455:1;2445:1;2455:1,55244:2;5244:2;5524:2,8,5,2,0.0,0,1,2,0,0,1,0.5,0,6,1,0,0.0,26.5,76.5,2,False,False,579,385,True,True,False
Midday,Set1,Draw1,4,12,4,4,0.0,4,1.0,False,False,False,False,False,False,True,3,5,3,5,12,12,0,0,0455779:1;045579:1;04579:1,5594077:1;559407:1;59407:1,8,4,3,0.0,0,1,0,0,0,0,0.5,0,8,1,1,0.0,26.5,76.5,2,True,False,579,385,True,True,False
Combined,Set1,Draw4,2,12,3,2,0.0,4,1.0,True,False,False,False,False,True,True,2,6,2,6,8,0,8,0,22455:1;2455:1;2245:1,55224:2;5224:2;2455:1,6,4,1,0.0,0,1,2,0,0,1,0.5,0,7,4,0,0.0,26.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw2,6,12,4,2,0.0,4,0.0,False,False,False,False,False,False,True,3,6,3,6,15,0,0,0,2559:1;02559:1;24559:1,5592:1;25590:1;55924:1,8,4,1,0.0,0,0,0,0,0,0,0.5,0,9,4,0,0.0,26.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw2,3,12,4,3,0.0,4,1.0,True,False,False,False,False,True,True,2,6,2,6,6,6,0,0,24559:1;2559:1;259:1,55924:2;5592:2;592:2,8,4,2,0.0,0,1,2,0,0,1,0.5,0,7,1,0,0.0,26.5,76.5,2,False,False,579,385,True,True,False
Combined,Set1,Draw1,2,12,4,3,0.0,6,1.0,True,False,False,False,False,False,True,2,6,2,6,2,0,2,0,2455:1;245:1,5524:2;524:2,8,6,2,0.0,0,1,2,0,0,0,0.5,0,7,0,0,0.0,26.5,76.5,1,False,False,579,385,True,True,False
Combined,Set1,Draw1,1,12,4,3,0.0,6,1.0,True,False,False,True,False,False,True,2,6,2,6,2,0,2,0,2455:1;245:1,5524:2;524:2,8,6,2,0.0,0,1,2,0,0,0,0.5,0,7,0,0,0.0,26.5,76.5,1,False,False,579,385,True,True,False
Combined,Set1,Draw1,6,12,2,2,0.0,6,0.0,False,False,False,False,False,False,True,3,6,3,6,4,0,0,0,2455:1;245:1;24455:1,5524:1;524:1;55244:1,4,6,1,0.0,0,0,0,0,0,0,0.5,0,9,4,1,0.0,25.5,76.5,3,True,False,579,385,True,True,False
Combined,Set1,Draw2,2,12,4,3,0.0,4,1.0,True,False,False,False,False,False,True,2,6,2,6,2,0,2,0,2455:1;245:1,5524:2;524:2,8,4,2,0.0,0,1,2,0,0,0,0.5,0,7,1,0,0.0,25.5,76.5,2,False,False,579,385,True,True,False
Combined,Set1,Draw5,1,12,3,2,0.0,3,1.0,True,False,False,True,False,True,True,2,6,2,6,8,0,8,0,22455:1;2455:1;2245:1,55224:2;5224:2;2455:1,6,3,1,0.0,0,1,2,0,0,1,0.5,0,7,4,0,0.0,25.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw3,2,12,3,2,0.0,4,1.0,True,False,False,False,False,False,True,2,6,2,6,2,0,2,0,2455:1;245:1,5524:2;524:2,6,4,1,0.0,0,1,2,0,0,0,0.5,0,7,4,0,0.0,25.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw6,2,12,4,2,0.0,2,0.0,True,False,False,False,False,True,True,2,6,2,6,17,0,0,0,2559:1;259:1;224559:1,5592:2;592:2;559224:2,8,2,1,0.0,0,0,2,0,0,1,0.5,0,7,4,0,0.0,25.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw6,1,12,3,2,0.0,2,1.0,True,False,False,True,False,True,True,2,6,2,6,8,8,0,0,22455:1;2455:1;2245:1,55224:2;5224:2;2455:1,6,2,1,0.0,0,1,2,0,0,1,0.5,0,7,4,0,0.0,24.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw2,1,12,4,3,0.0,4,1.0,True,False,False,True,False,False,True,2,6,2,6,2,0,2,0,2455:1;245:1,5524:2;524:2,8,4,2,0.0,0,1,2,0,0,0,0.5,0,7,0,0,0.0,24.5,76.5,1,False,False,579,385,True,True,False
Combined,Set1,Draw2,4,12,4,2,0.0,4,1.0,True,False,False,False,False,False,True,2,6,2,6,11,11,0,0,2559:1;24559:1;259:1,5592:2;55924:2;592:2,8,4,1,0.0,0,1,2,0,0,0,0.5,0,7,1,0,0.0,24.5,76.5,2,False,False,579,385,True,True,False
Midday,Set1,Draw1,6,12,4,2,0.0,4,0.0,True,False,False,False,False,False,True,2,3,2,3,19,0,0,0,055779:1;05579:1;2559:1,5592:2;55924:2;592:2,8,4,1,0.0,0,0,2,0,0,0,0.5,0,4,4,1,0.0,24.5,76.5,3,True,False,579,385,True,True,False
Midday,Set1,Draw1,3,12,4,4,0.0,2,1.0,False,False,False,False,False,False,True,3,5,3,5,6,0,6,0,045577:1;04557:1;047:1,554077:1;55407:1;407:1,8,2,3,0.0,0,1,0,0,0,0,0.5,0,8,1,1,0.0,24.5,76.5,2,True,False,579,385,True,True,False
Midday,Set1,Draw1,7,12,4,2,0.0,4,0.0,True,False,False,False,False,False,True,2,3,2,3,26,0,0,0,055779:1;05579:1;2559:1,5592:2;559224:2;55922:2,8,4,1,0.0,0,0,2,0,0,0,0.5,0,4,4,1,0.0,24.5,76.5,3,True,False,579,385,True,True,False
Combined,Set1,Draw3,5,12,3,2,0.0,3,0.0,False,False,False,False,False,False,True,3,6,3,6,13,0,0,0,2559:1;02559:1;24559:1,5592:1;25590:1;55924:1,6,3,1,0.0,0,0,0,0,0,0,0.5,0,9,4,0,0.0,23.5,76.5,3,False,False,579,385,True,True,False
Midday,Set1,Draw2,2,12,4,3,0.0,5,1.0,True,False,False,False,False,False,True,2,3,2,3,3,0,3,0,05579:1;079:1;0579:1,55907:2;907:2;5907:2,8,5,2,0.0,0,1,2,0,0,0,0.5,0,4,1,0,0.0,23.5,76.5,2,False,False,579,385,True,True,False
Combined,Set1,Draw4,1,12,3,2,0.0,4,1.0,True,False,False,True,False,True,True,2,6,2,6,8,0,8,0,22455:1;2455:1;2245:1,55224:2;5224:2;2455:1,6,4,1,0.0,0,1,2,0,0,1,0.5,0,7,1,0,0.0,23.5,76.5,2,False,False,579,385,True,True,False
Midday,Set1,Draw5,1,12,4,3,0.0,2,1.0,True,False,False,True,False,True,True,1,3,1,3,8,0,8,0,002455:1;2455:1;245:1,5524:2;524:2;552400:1,8,2,2,0.0,0,1,2,0,0,1,0.5,0,2,4,0,0.0,22.5,76.5,3,False,False,579,385,True,True,False
Midday,Set1,Draw6,2,12,4,2,0.0,2,0.0,True,False,False,False,False,True,True,2,3,2,3,27,0,0,0,224559:1;005579:1;22459:1,559224:2;59224:2;5592:2,8,2,1,0.0,0,0,2,0,0,1,0.5,0,4,4,0,0.0,22.5,76.5,3,False,False,579,385,True,True,False
Combined,Set1,Draw7,1,12,3,2,0.0,1,0.0,True,False,False,True,False,True,True,3,4,3,4,13,0,0,0,22455:1;224455:1;2245:1,55224:2;552244:2;5224:2,6,1,1,0.0,0,0,2,0,0,1,0.5,0,7,4,0,0.0,22.5,76.5,3,False,False,579,385,True,True,False
Evening,Set1,Draw3,3,12,2,2,0.0,5,1.0,False,False,False,False,False,True,True,2,5,2,5,4,4,0,0,24455:1;2455:1;2445:1,55244:1;5524:1;5244:1,4,5,1,0.0,0,1,0,0,0,1,0.5,0,6,4,0,0.0,22.5,76.5,3,False,False,579,385,True,True,False
Midday,Set1,Draw2,6,12,4,2,0.0,5,0.0,False,False,False,False,False,False,True,2,3,2,3,21,0,0,0,055779:1;05579:1;0557799:1,770559:1;70559:1;7705599:1,8,5,1,0.0,0,0,0,0,0,0,0.5,0,4,4,0,0.0,22.5,76.5,3,False,False,579,385,True,True,False
Midday,Set2,Draw1,3,12,4,4,0.0,4,1.0,False,False,False,False,False,True,True,3,1,3,1,12,12,0,0,0455779:1;045579:1;055779:1,5594077:1;559407:1;770559:1,8,4,3,0.0,0,1,0,0,0,1,0.5,0,4,0,1,0.0,22.5,76.5,1,True,False,579,385,True,True,False
