section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why
Combined,Set1,Draw1,1,004,boxed,31.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,2,2,0,7,004,3,boxed|cov4|span7|vstr2|vstr3|hot2|dom_last|perm2
Combined,Set1,Draw3,1,003,straight,30.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1,0,5,003,4,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set3,Draw1,1,004,boxed,29.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,1,2,0,7,004,3,boxed|cov4|span7|vstr2|vstr3|hot1|dom_last|perm2
Combined,Set2,Draw1,1,004,boxed,29.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,1,2,0,7,004,3,boxed|cov4|span7|vstr2|vstr3|hot1|dom_last|perm2
Combined,Set1,Draw1,1,00244,boxed,29.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3,0,7,00244,2,boxed|cov4|span7|vstr2|hot2|dom_last|perm3
Combined,Set1,Draw2,1,0049,boxed,28.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3,0,6,0094,2,boxed|cov4|span6|vstr2|mirror|hot2|dom_last|perm3
Combined,Set1,Draw3,1,002479,boxed,28.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3,0,4,700924,2,boxed|cov4|span4|vstr2|mirror|hot2|dom_last|perm3
Combined,Set1,Draw2,1,00244,boxed,28.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3,0,6,00244,2,boxed|cov4|span6|vstr2|hot2|dom_last|perm3
Combined,Set1,Draw3,2,003,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1,0,5,003,4,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set1,Draw4,1,003,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1,0,3,003,4,straight|cov4|span3|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set2,Draw1,1,11688,boxed,27.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,1,2,0,7,11886,2,boxed|cov4|span7|vstr2|mirror|hot1|dom_last|perm2
Combined,Set1,Draw5,1,2244,straight,26.5,"R2,R6,R8",False,True,True,False,False,False,False,True,False,2,1,0,3,2244,3,straight|cov3|span3|vstr2|vstr3|hot2|dom_last
Combined,Set3,Draw1,1,0024,boxed,26.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,3,0,7,0024,2,boxed|cov4|span7|vstr2|hot1|dom_last|perm3
Combined,Set2,Draw1,1,0024,boxed,26.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,3,0,7,0024,2,boxed|cov4|span7|vstr2|hot1|dom_last|perm3
Combined,Set1,Draw1,1,244,straight,26.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,7,244,3,straight|cov3|span7|vstr2|vstr3|hot2
Combined,Set1,Draw1,2,004,boxed,25.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2,0,7,004,3,boxed|cov4|span7|vstr2|vstr3|hot2|perm2
Combined,Set1,Draw3,1,249,straight,25.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,2,1,0,5,924,3,straight|cov3|span5|vstr2|vstr3|mirror|hot2
Combined,Set1,Draw3,1,00249,boxed,25.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,2,3,0,5,00924,2,boxed|cov4|span5|vstr2|mirror|hot2|perm3
Combined,Set1,Draw2,1,244,straight,25.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,6,244,3,straight|cov3|span6|vstr2|vstr3|hot2
Combined,Set3,Draw1,1,1188,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2,0,7,1188,2,boxed|cov4|span7|vstr2|hot1|dom_last|perm2
Combined,Set1,Draw7,1,2244,straight,24.5,"R2,R6,R8",False,True,True,True,False,False,False,True,False,0,1,0,1,2244,3,straight|cov3|vstr2|vstr3|single_left|dom_last
Combined,Set1,Draw7,1,2244,straight,24.5,"R2,R6,R8",False,True,True,True,False,False,False,True,False,0,1,0,1,2244,3,straight|cov3|vstr2|vstr3|single_left|dom_last
Combined,Set1,Draw1,3,244,straight,24.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,7,244,3,straight|cov3|span7|vstr2|vstr3|hot2
Combined,Set1,Draw1,3,00244,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,3,0,7,00244,2,boxed|cov4|span7|vstr2|hot2|perm3
Combined,Set1,Draw1,2,244,straight,24.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,7,244,3,straight|cov3|span7|vstr2|vstr3|hot2
Combined,Set1,Draw1,2,00244,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,3,0,7,00244,2,boxed|cov4|span7|vstr2|hot2|perm3
Combined,Set1,Draw3,1,244,straight,24.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,5,244,3,straight|cov3|span5|vstr2|vstr3|hot2
Combined,Set1,Draw4,1,2244,straight,24.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1,0,4,2244,3,straight|cov3|span4|vstr2|vstr3|hot2
Combined,Set1,Draw6,1,2244,straight,23.5,"R2,R6,R8",False,True,True,False,False,False,False,True,False,1,1,0,2,2244,3,straight|cov3|span2|vstr2|vstr3|hot1|dom_last
Combined,Set1,Draw6,1,2244,straight,23.5,"R2,R6,R8",False,True,True,False,False,False,False,True,False,1,1,0,2,2244,3,straight|cov3|span2|vstr2|vstr3|hot1|dom_last
Combined,Set1,Draw2,2,0049,boxed,23.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,2,3,0,6,0094,2,boxed|cov4|span6|vstr2|mirror|hot2|perm3
Combined,Set1,Draw3,2,249,straight,23.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,2,1,0,5,924,3,straight|cov3|span5|vstr2|vstr3|mirror|hot2
