section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why,family_id,is_exact_straight
Combined,Set1,Draw3,1,0023,boxed,22.0,"R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2,0,4,0032,2,boxed|cov3|span4|vstr2|hot2|dom_last|perm2,11,False
Combined,Set2,Draw1,3,114688,boxed,22.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,4,0,5,411886,1,boxed|cov4|span5|mirror|hot1|perm4,24,False
Combined,Set1,Draw3,1,148,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,4,0,3,418,1,boxed|cov4|span3|hot2|dom_last|perm4,24,False
Combined,Set1,Draw4,1,00223,boxed,21.0,"R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2,0,2,00322,2,boxed|cov3|span2|vstr2|hot2|dom_last|perm2,11,False
Combined,Set3,Draw1,2,11488,boxed,20.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,1,4,0,5,41188,1,boxed|cov4|span5|hot1|perm4,24,False
Combined,Set1,Draw2,4,114688,boxed,20.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,4,0,3,411886,1,boxed|cov4|span3|mirror|hot1|perm4,24,False
Combined,Set1,Draw3,2,114688,boxed,20.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,4,0,2,411886,1,boxed|cov4|span2|mirror|hot2|perm4,24,False
Combined,Set1,Draw1,4,114688,boxed,20.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,4,0,3,411886,1,boxed|cov4|span3|mirror|hot1|perm4,24,False
Combined,Set1,Draw4,1,002237,straight,19.0,"R6,R8",True,True,False,False,False,False,False,False,False,2,1,0,2,700322,2,straight|cov2|span2|vstr2|mirror|hot2,11,False
Combined,Set1,Draw4,1,00237,straight,18.0,"R6,R8",True,True,False,False,False,False,False,False,False,2,1,0,2,70032,2,straight|cov2|span2|vstr2|mirror|hot2,11,False
Combined,Set1,Draw3,2,0023,boxed,17.0,"R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,4,0032,2,boxed|cov3|span4|vstr2|hot2|perm2,11,False
Combined,Set1,Draw3,1,023,straight,17.0,"R6,R8",False,True,False,False,False,False,False,False,False,2,1,0,4,032,2,straight|cov2|span4|vstr2|hot2,11,False
Combined,Set1,Draw4,1,0037,boxed,17.0,"R2,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,2,7003,2,boxed|cov3|span2|vstr2|hot2|perm2,11,False
