section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v
Combined,Set1,Draw1,1,5,4,2,0.0,7,1.0,True,True,False,True,False,False,True,3,7,3,7,1,0,1,0,455:1,554:3,8,7,1,0.0,0,1,2,4,0,0,0.5,1,10,0,1,0.0,35.5,108.0,1,True,False
Combined,Set1,Draw1,2,5,4,2,0.0,7,1.0,True,True,False,False,False,False,True,3,7,3,7,1,0,1,0,455:1,554:3,8,7,1,0.0,0,1,2,4,0,0,0.5,1,10,1,1,0.0,36.5,108.0,2,True,False
Combined,Set1,Draw1,3,34,4,2,0.0,5,1.0,True,True,False,False,False,False,True,3,5,3,5,1,0,1,0,344:1,344:3,8,5,1,0.0,0,1,2,4,0,0,0.5,1,8,0,1,0.0,31.5,62.0,1,True,False
Combined,Set1,Draw1,3,5,2,2,0.0,7,1.0,False,False,False,False,False,False,True,3,7,3,7,1,0,1,0,455:1,554:1,4,7,1,0.0,0,1,0,0,0,0,0.5,1,10,1,1,0.0,26.5,108.0,2,True,False
Combined,Set1,Draw1,3,14,4,3,0.0,3,1.0,True,False,False,False,False,True,True,3,3,3,3,4,0,4,0,34455:1;3445:1;3455:1,55344:2;5344:2;5534:2,8,3,2,0.0,0,1,2,0,0,1,0.5,0,6,0,1,0.0,24.5,48.0,1,True,False
Combined,Set1,Draw1,3,15,2,2,0.0,5,1.0,False,False,False,False,False,False,True,3,5,3,5,2,0,2,0,4455:1;445:1,5544:1;544:1,4,5,1,0.0,0,1,0,0,0,0,0.5,1,8,1,1,0.0,22.5,63.5,2,True,False
Combined,Set1,Draw1,3,4,2,1,0.0,5,1.0,True,False,False,False,False,True,False,3,3,3,3,0,0,1,0,355:1,553:2,4,5,0,0.0,0,1,2,0,0,1,0.0,1,6,0,1,0.0,21.0,61.5,1,True,False
Combined,Set1,Draw1,4,34,3,1,0.0,5,1.0,True,True,False,False,False,False,True,3,5,3,5,1,1,0,0,344:1,344:3,6,5,0,0.0,0,1,2,4,0,0,0.5,1,8,1,1,0.0,29.5,62.0,2,True,False
Combined,Set1,Draw1,4,5,2,2,0.0,7,1.0,False,False,False,False,False,False,True,3,7,3,7,1,1,0,0,455:1,554:1,4,7,1,0.0,0,1,0,0,0,0,0.5,1,10,1,1,0.0,26.5,108.0,2,True,False
Combined,Set1,Draw1,4,15,2,2,0.0,5,1.0,False,False,False,False,False,False,True,3,5,3,5,2,2,0,0,4455:1;445:1,5544:1;544:1,4,5,1,0.0,0,1,0,0,0,0,0.5,1,8,1,1,0.0,22.5,63.5,2,True,False
Combined,Set1,Draw1,4,14,3,2,0.0,3,1.0,True,False,False,False,False,False,True,3,3,3,3,4,4,0,0,34455:1;3445:1;3455:1,55344:2;5344:2;5534:2,6,3,1,0.0,0,1,2,0,0,0,0.5,0,6,1,1,0.0,21.5,48.0,2,True,False
Combined,Set1,Draw1,4,20,3,2,0.0,4,1.0,True,False,False,False,False,False,True,2,4,2,4,1,1,0,0,177:1,771:2,6,4,1,0.0,0,1,2,0,0,0,0.5,1,5,0,0,0.0,20.5,34.5,1,False,False
Combined,Set1,Draw1,4,4,2,1,0.0,5,1.0,True,False,False,False,False,False,False,3,3,3,3,0,1,0,0,355:1,553:2,4,5,0,0.0,0,1,2,0,0,0,0.0,1,6,0,1,0.0,20.0,61.5,1,True,False
Combined,Set1,Draw1,4,3,1,1,0.0,4,1.0,False,False,False,False,False,False,True,3,3,3,3,2,2,0,0,557:1;5577:1,755:1;7755:1,2,4,0,0.0,0,1,0,0,0,0,0.5,1,6,1,1,0.0,16.5,85.5,2,True,False
Combined,Set1,Draw1,4,30,1,1,0.0,4,1.0,False,False,False,False,False,False,False,3,4,3,4,0,2,0,0,3447:1;34477:1,3447:1;34477:1,2,4,0,0.0,0,1,0,0,0,0,0.0,0,7,1,1,0.0,16.0,41.5,2,True,False
