section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why,raw_canonical,family_canonical_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_exact_straight,is_vtrac_boxed
Midday,Set2,Draw1,1,566,boxed,29.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2,0,6,566,2,6,True,8,6,1,0.0,3,0,0,2,0,4.0,0,0.5,0,4,0,3,1,1,True,boxed|cov4|hp_repeat6|vstr2|hot1|dom_last|perm2|hidden3v|double_mirror|set_chain3,566,016,106,152,False,False,True
Midday,Set1,Draw1,2,566,boxed,27.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,4,566,2,6,True,8,4,1,0.0,3,0,0,2,0,0.0,0,0.5,0,4,4,3,5,1,True,boxed|cov4|hp_repeat4|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain5,566,016,106,152,False,False,True
Midday,Set1,Draw4,1,01667,boxed,26.5,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,4,0,2,01667,1,7,True,8,2,3,0.0,1,0,0,4,1,3.0,2,0.5,0,0,2,1,3,0,False,boxed|cov4|hp_repeat2|mirror|hot2|dom_last|perm4|hidden3v|draw_chain3,01667,125,106,152,False,False,True
Midday,Set1,Draw5,1,0156677,boxed,26.5,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,4,0,1,5016677,1,7,True,8,1,3,0.0,1,0,0,4,1,3.0,4,0.5,0,0,1,1,2,0,False,boxed|cov4|mirror|hot2|dom_last|perm4|hidden3v|draw_chain2,0156677,125,106,152,False,False,True
Midday,Set1,Draw2,2,566,boxed,25.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,2,566,2,6,True,8,2,1,0.0,3,0,0,2,0,0.0,0,0.5,0,4,4,3,5,1,True,boxed|cov4|hp_repeat2|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain5,566,016,106,152,False,False,True
Midday,Set1,Draw3,2,566,boxed,25.5,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,2,566,2,6,True,8,2,1,0.0,3,0,0,2,0,0.0,0,0.5,0,4,4,3,5,1,True,boxed|cov4|hp_repeat2|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain5,566,016,106,152,False,False,True
Midday,Set1,Draw4,1,066,straight,24.5,R4,False,False,False,False,False,False,False,False,False,2,1,0,4,066,1,6,True,2,4,0,0.0,3,0,0,4,0,0.0,0,0.5,2,4,4,3,5,1,True,straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain5,066,016,106,152,False,False,True
Combined,Set1,Draw3,1,066,straight,23.5,R4,False,False,False,False,False,False,False,False,False,2,1,0,5,066,1,6,True,2,5,0,0.0,3,0,0,4,0,0.0,0,0.5,2,2,4,2,5,1,True,straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain5,066,016,106,152,False,False,True
Midday,Set1,Draw5,1,016677,boxed,23.5,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,4,0,1,016677,1,7,True,8,1,3,0.0,1,0,0,4,1,0.0,3,0.5,0,0,2,1,3,0,False,boxed|cov4|mirror|hot2|perm4|hidden3v|draw_chain3,016677,125,106,152,False,False,True
Midday,Set1,Draw5,1,066,straight,23.5,R4,False,False,False,False,False,False,False,False,False,2,1,0,3,066,1,6,True,2,3,0,0.0,3,0,0,4,0,0.0,0,0.5,2,4,4,3,5,1,True,straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain5,066,016,106,152,False,False,True
Combined,Set1,Draw4,1,066,straight,22.5,R4,False,False,False,False,False,False,False,False,False,2,1,0,4,066,1,6,True,2,4,0,0.0,3,0,0,4,0,0.0,0,0.5,2,2,4,2,5,1,True,straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain5,066,016,106,152,False,False,True
Midday,Set1,Draw4,2,066,straight,22.5,R4,False,False,False,False,False,False,False,False,False,2,1,0,4,066,1,6,True,2,4,0,0.0,3,0,0,2,0,0.0,0,0.5,2,4,4,3,5,1,True,straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain5,066,016,106,152,False,False,True
Midday,Set1,Draw5,1,566,straight,22.5,R8,False,False,False,False,False,False,False,False,False,2,1,0,2,665,1,6,True,2,2,0,0.0,3,0,0,4,0,0.0,0,0.5,2,4,4,3,5,1,True,straight|cov1|hp_repeat2|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain5,566,016,106,152,False,False,True
Combined,Set1,Draw3,2,066,straight,21.5,R4,False,False,False,False,False,False,False,False,False,2,1,0,5,066,1,6,True,2,5,0,0.0,3,0,0,2,0,0.0,0,0.5,2,2,4,2,5,1,True,straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain5,066,016,106,152,False,False,True
Combined,Set1,Draw5,1,066,straight,21.5,R4,False,False,False,False,False,False,False,False,False,2,1,0,3,066,1,6,True,2,3,0,0.0,3,0,0,4,0,0.0,0,0.5,2,2,4,2,5,1,True,straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain5,066,016,106,152,False,False,True
Midday,Set1,Draw1,3,566,boxed,21.5,"R4,R8",False,False,False,False,False,False,False,False,False,2,2,0,4,566,1,6,True,4,4,1,0.0,1,0,0,2,0,0.0,0,0.5,0,4,4,3,5,1,True,boxed|cov2|hp_repeat4|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain5,566,016,106,152,False,False,True
