state,date,triad,vt_triad,support_count,hot_hits,superhot_hits,vertical_hits,set1_hits,col1_hits,precol1_hits,vt_straight_hits,vt_only_lane_hits,guard_hits,literal_hits,variant_span,set_span,column_span,score_mean,score_max,evidence_tags
Pennsylvania4,2025-06-24,222,3,12,12,12,3,12,12,0,12,0,1,12,2,1,1,25.767,36.15,"col1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_straight"
Pennsylvania4,2025-06-24,389,445,78,78,27,3,61,14,24,37,6,1,24,3,3,7,20.735,35.95,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,004,15,28,28,10,3,23,3,14,16,0,0,14,3,3,7,20.62,34.35,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_straight"
Pennsylvania4,2025-06-24,146,225,18,18,6,3,11,1,8,13,0,0,13,2,3,7,22.156,33.45,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_straight"
Pennsylvania4,2025-06-24,015,112,26,26,7,4,19,4,1,7,3,0,0,3,3,7,17.317,32.05,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,057,113,37,37,6,3,25,4,9,15,2,0,12,3,3,7,19.089,31.7,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,189,245,71,71,18,4,57,4,16,8,0,0,0,3,3,7,17.999,31.45,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_straight"
Pennsylvania4,2025-06-24,348,445,57,57,18,3,45,4,13,14,11,1,0,3,3,7,18.011,31.05,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,777,3,1,1,1,2,1,1,0,1,1,1,0,1,1,1,30.95,30.95,"col1,guard_set1,hot20,ls2_lane,set1_bonus,superhot_set1,vertical2,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,138,244,61,61,17,4,44,10,19,18,4,0,0,3,3,7,19.083,30.85,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,056,112,27,27,7,2,19,4,1,8,7,0,1,3,3,7,17.352,30.55,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,139,245,43,43,17,2,38,4,4,7,3,0,0,3,3,7,16.516,30.55,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,022,13,48,48,14,4,34,8,11,7,1,0,0,3,3,7,18.759,30.4,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,368,244,61,61,17,3,44,7,10,18,17,0,0,3,3,7,17.852,29.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,346,245,71,71,18,3,57,3,2,8,8,0,0,3,3,7,16.257,29.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,468,245,45,45,17,3,38,2,2,11,7,0,4,3,3,7,16.742,29.65,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-24,226,23,32,32,5,3,19,0,8,10,0,0,6,3,3,7,18.769,29.5,"funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_straight"
Pennsylvania4,2025-06-24,036,124,37,37,9,3,32,0,2,9,0,0,9,3,3,7,16.646,29.1,"funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_straight"
Pennsylvania4,2025-06-24,667,23,19,19,1,3,11,0,2,9,0,0,8,3,3,6,20.887,29.1,"funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical3,vt_straight"
