section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why,raw_canonical,family_canonical_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_exact_straight,is_vtrac_boxed
Combined,Set3,Draw1,1,037,boxed,19.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2,0,2,037,2,11,False,8,2,1,0.0,3,0,0,2,0,3.0,0,0.0,0,0,0,1,1,0,False,boxed|cov4|hp_repeat2|vstr2|hot1|dom_last|perm2,037,028,802,602,False,False,True
Midday,Set1,Draw3,2,0337,straight,18.0,"R6,R8",False,True,False,False,False,False,False,False,False,2,1,0,3,7033,2,11,False,4,3,0,0.0,5,0,0,2,0,0.0,1,0.0,2,0,1,1,2,0,False,straight|cov2|hp_repeat3|vstr2|hot2|vtrac_straight|draw_chain2,0337,028,802,602,False,False,True
Midday,Set1,Draw3,2,037,straight,17.0,"R6,R8",False,True,False,False,False,False,False,False,False,2,1,0,3,703,2,11,False,4,3,0,0.0,5,0,0,2,0,0.0,0,0.0,2,0,1,1,2,0,False,straight|cov2|hp_repeat3|vstr2|hot2|vtrac_straight|draw_chain2,037,028,802,602,False,False,True
Midday,Set1,Draw4,2,0337,straight,17.0,"R6,R8",False,True,False,False,False,False,False,False,False,2,1,0,2,7033,2,11,False,4,2,0,0.0,5,0,0,2,0,0.0,1,0.0,2,0,1,1,2,0,False,straight|cov2|hp_repeat2|vstr2|hot2|vtrac_straight|draw_chain2,0337,028,802,602,False,False,True
Combined,Set3,Draw1,3,3557,boxed,16.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,1,3,0,1,5537,2,11,False,8,1,2,0.0,3,0,0,1,0,0.0,1,0.0,0,0,0,1,1,0,False,boxed|cov4|vstr2|hot1|perm3,3557,028,802,602,False,False,True
Midday,Set1,Draw4,2,037,straight,16.0,"R6,R8",False,True,False,False,False,False,False,False,False,2,1,0,2,703,2,11,False,4,2,0,0.0,5,0,0,2,0,0.0,0,0.0,2,0,1,1,2,0,False,straight|cov2|hp_repeat2|vstr2|hot2|vtrac_straight|draw_chain2,037,028,802,602,False,False,True
Combined,Set3,Draw1,2,037,boxed,15.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,1,2,0,2,037,2,11,False,8,2,1,0.0,3,0,0,1,0,0.0,0,0.0,0,0,0,1,1,0,False,boxed|cov4|hp_repeat2|vstr2|hot1|perm2,037,028,802,602,False,False,True
Midday,Set1,Draw3,2,0667,straight,15.0,R6,False,False,False,False,False,False,False,False,False,2,1,0,2,6670,1,7,False,2,2,0,0.0,3,0,0,2,0,0.0,1,0.0,2,0,3,1,4,0,False,straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain4,0667,026,802,602,False,False,True
Midday,Set1,Draw4,3,023355,straight,15.0,R6,True,False,False,False,False,False,False,False,False,0,1,0,2,055332,1,11,False,2,2,0,0.0,3,0,0,0,1,0.0,3,0.0,2,2,0,2,1,0,False,straight|cov1|hp_repeat2|mirror|vtrac_straight|set_chain2,023355,028,802,602,False,False,True
Midday,Set1,Draw4,2,0667,straight,15.0,R6,False,False,False,False,False,False,False,False,False,2,1,0,2,6670,1,7,False,2,2,0,0.0,3,0,0,2,0,0.0,1,0.0,2,0,3,1,4,0,False,straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain4,0667,026,802,602,False,False,True
