section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,499,35.0,98.5,42.5,1,6,0,False,5,11,6,4,0,17,19,19,straight|cov4|hp_repeat4|vstr2|vstr3|mirror|cons_full|hot2|dom_last|cons_3v|double_mirror|vtrac_straight|draw_chain6;straight|cov4|hp_repeat4|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x6|hot1x5|hot2x11|consensusx4|vstrx17|dblmirrorx19
Combined,449,35.0,81.0,37.0,1,5,0,False,4,8,5,2,0,14,15,15,straight|cov4|hp_repeat4|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|draw_chain5;straight|cov4|hp_repeat3|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x4|hot2x8|consensusx2|vstrx14|dblmirrorx15
Combined,4499,35.0,76.0,40.5,1,5,0,False,4,8,5,1,0,14,0,15,straight|cov4|hp_repeat4|vstr2|vstr3|mirror|cons_full|hot2|dom_last|vtrac_straight|draw_chain5;straight|cov4|hp_repeat3|vstr2|vstr3|mirror|hot2|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x4|hot2x8|consensusx1|vstrx14
Combined,399,34.0,63.5,30.5,1,6,0,False,5,5,0,0,0,10,20,20,straight|cov3|hp_repeat5|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov3|hp_repeat5|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|hot1x5|hot2x5|vstrx10|dblmirrorx20
Combined,199,25.0,60.5,25.5,1,5,0,False,2,6,5,0,0,12,15,15,straight|cov2|hp_repeat5|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5;straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x2|hot2x6|vstrx12|dblmirrorx15
Combined,144,25.0,59.0,25.5,1,5,0,False,2,6,5,0,0,11,13,13,straight|cov2|hp_repeat5|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5;straight|cov2|hp_repeat5|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x2|hot2x6|vstrx11|dblmirrorx13
Combined,799,31.0,53.5,23.5,1,7,0,False,6,3,3,0,0,9,14,14,straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7;straight|cov2|hp_repeat3|vstr2|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x3|hot1x6|hot2x3|vstrx9|dblmirrorx14
Combined,344,34.0,53.0,28.5,1,5,0,False,3,4,0,0,0,7,15,15,boxed|cov4|hp_repeat5|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain5;straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5,draw_chain5|hot1x3|hot2x4|vstrx7|dblmirrorx15
Combined,14499,25.0,52.5,28.5,1,4,0,False,2,6,4,0,0,8,0,10,boxed|cov4|hp_repeat3|vstr2|mirror|hot2|dom_last|perm2|hidden3v|draw_chain4;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x4|hot1x2|hot2x6|vstrx8
Combined,3499,34.0,49.0,31.5,1,6,0,False,2,5,0,0,0,5,0,8,straight|cov3|vstr2|vstr3|mirror|single_left|hot2|hidden3v|vtrac_straight|draw_chain6;straight|cov3|vstr2|vstr3|mirror|single_left|hot2|hidden3v|vtrac_straight|draw_chain6,draw_chain6|hot1x2|hot2x5|vstrx5
Combined,1449,25.0,48.5,23.5,1,4,0,False,2,6,4,0,0,10,0,10,straight|cov2|hp_repeat3|vstr2|mirror|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x4|hot1x2|hot2x6|vstrx10
Combined,349,34.0,48.0,30.5,1,6,0,False,2,5,0,0,0,5,0,8,straight|cov3|vstr2|vstr3|mirror|single_left|hot2|hidden3v|vtrac_straight|draw_chain6;straight|cov3|vstr2|vstr3|mirror|single_left|hot2|hidden3v|vtrac_straight|draw_chain6,draw_chain6|hot1x2|hot2x5|vstrx5
Combined,34499,34.0,46.5,31.5,1,5,0,False,2,4,0,0,0,5,0,7,straight|cov3|vstr2|vstr3|mirror|single_left|hot2|hidden3v|vtrac_straight|draw_chain5;boxed|cov4|hp_repeat3|vstr2|vstr3|mirror|hot2|perm2|hidden3v|draw_chain5,draw_chain5|hot1x2|hot2x4|vstrx5
Combined,447,31.0,46.5,20.5,1,6,0,False,4,2,3,0,0,9,15,15,straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x3|hot1x4|hot2x2|vstrx9|dblmirrorx15
Combined,3449,34.0,45.5,30.5,1,5,0,False,2,4,0,0,0,5,0,7,straight|cov3|vstr2|vstr3|mirror|single_left|hot2|hidden3v|vtrac_straight|draw_chain5;boxed|cov4|hp_repeat3|vstr2|vstr3|mirror|hot2|perm2|hidden3v|draw_chain5,draw_chain5|hot1x2|hot2x4|vstrx5
Combined,699,25.0,45.5,22.5,1,4,0,False,1,4,4,0,0,8,8,8,straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain4,draw_chain4|col1x4|hot1x1|hot2x4|vstrx8|dblmirrorx8
Combined,446,25.0,43.0,21.5,1,3,0,False,1,4,3,0,0,8,8,8,straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x4|vstrx8|dblmirrorx8
Combined,339,33.0,39.0,26.0,1,4,0,True,3,0,0,0,0,4,10,10,straight|cov3|hp_repeat4|vstr2|vstr3|hot1|double_mirror|vtrac_straight|draw_chain4;straight|cov3|hp_repeat3|vstr2|vstr3|hot1|double_mirror|vtrac_straight|draw_chain4,draw_chain4|hot1x3|vstrx4|dblmirrorx10
Combined,668,18.0,37.5,26.5,3,2,0,False,1,0,2,0,0,0,6,6,boxed|cov4|hp_repeat2|vstr2|hot1|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain2;boxed|cov4|vstr2|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain2,set_chain3|draw_chain2|col1x2|hot1x1|dblmirrorx6
Combined,334,33.0,37.5,25.0,1,4,0,True,3,0,0,0,0,3,10,10,boxed|cov4|hp_repeat4|vstr2|vstr3|hot1|perm2|double_mirror|draw_chain4;boxed|cov4|hp_repeat4|vstr2|vstr3|hot1|perm2|double_mirror|draw_chain4,draw_chain4|hot1x3|vstrx3|dblmirrorx10
Combined,244,31.0,36.5,30.0,1,4,0,False,0,0,1,0,0,1,6,6,straight|cov3|vstr2|vstr3|single_left|dom_last|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror|draw_chain3,draw_chain4|col1x1|vstrx1|dblmirrorx6
Combined,009,5.0,36.0,31.5,1,0,0,False,1,0,1,1,0,1,2,2,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|double_mirror|vtrac_straight;boxed|cov2|perm2|double_mirror,col1x1|hot1x1|consensusx1|vstrx1|dblmirrorx2
Combined,334499,34.0,36.0,28.5,1,4,0,True,3,0,0,0,0,3,0,8,straight|cov3|hp_repeat3|vstr2|vstr3|mirror|hot1|hidden3v|vtrac_straight|draw_chain4;boxed|cov4|hp_repeat3|vstr2|vstr3|mirror|hot1|perm2|hidden3v|draw_chain4,draw_chain4|hot1x3|vstrx3
Combined,33499,34.0,35.5,27.5,1,4,0,True,3,0,0,0,0,4,0,8,straight|cov3|hp_repeat3|vstr2|vstr3|mirror|hot1|hidden3v|vtrac_straight|draw_chain4;straight|cov3|hp_repeat3|vstr2|vstr3|mirror|hot1|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot1x3|vstrx4
Combined,559,5.0,35.5,25.0,2,3,0,False,2,0,0,0,0,0,10,10,straight|cov3|vstr2|vstr3|single_left|double_mirror|set_chain2|draw_chain3;straight|cov3|hp_repeat3|vstr2|vstr3|hot1|double_mirror|set_chain2|draw_chain3,set_chain2|draw_chain3|hot1x2|dblmirrorx10
Combined,3799,30.0,35.5,21.0,1,5,0,False,5,2,0,0,0,6,0,11,straight|cov2|hp_repeat3|vstr2|hot2|vtrac_straight|draw_chain5;straight|cov2|hp_repeat3|vstr2|hot1|vtrac_straight|draw_chain5,draw_chain5|hot1x5|hot2x2|vstrx6
Combined,33449,34.0,35.0,27.5,1,4,0,True,3,0,0,0,0,3,0,8,straight|cov3|hp_repeat3|vstr2|vstr3|mirror|hot1|hidden3v|vtrac_straight|draw_chain4;boxed|cov4|hp_repeat3|vstr2|vstr3|mirror|hot1|perm2|hidden3v|draw_chain4,draw_chain4|hot1x3|vstrx3
Combined,3399,33.0,34.0,26.0,1,4,0,True,3,0,0,0,0,4,0,10,straight|cov3|hp_repeat4|vstr2|vstr3|hot1|vtrac_straight|draw_chain4;straight|cov3|hp_repeat3|vstr2|vstr3|hot1|vtrac_straight|draw_chain4,draw_chain4|hot1x3|vstrx4
Combined,3349,33.0,34.0,26.0,1,4,0,True,3,0,0,0,0,4,0,8,straight|cov3|hp_repeat3|vstr2|vstr3|mirror|hot1|vtrac_straight|draw_chain4;straight|cov3|hp_repeat3|vstr2|vstr3|mirror|hot1|vtrac_straight|draw_chain4,draw_chain4|hot1x3|vstrx4
Combined,134499,24.0,34.0,23.5,1,3,0,False,1,3,0,0,0,4,0,6,boxed|cov4|hp_repeat2|vstr2|mirror|hot2|perm3|hidden3v|draw_chain3;straight|cov1|hp_repeat2|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|hot1x1|hot2x3|vstrx4
Combined,899,34.0,34.0,17.5,1,4,0,False,1,2,3,0,0,6,7,7,straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain4|col1x3|hot1x1|hot2x2|vstrx6|dblmirrorx7
Combined,1447,22.0,33.5,18.5,1,5,0,False,2,2,3,0,0,7,0,10,straight|cov1|hp_repeat2|hot2|hidden3v|vtrac_straight|draw_chain5;straight|cov1|hp_repeat3|hot1|hidden3v|vtrac_straight|draw_chain5,draw_chain5|col1x3|hot1x2|hot2x2|vstrx7
Combined,3344,33.0,32.5,25.0,1,4,0,True,3,0,0,0,0,3,0,10,boxed|cov4|hp_repeat4|vstr2|vstr3|hot1|perm2|draw_chain4;boxed|cov4|hp_repeat4|vstr2|vstr3|hot1|perm2|draw_chain4,draw_chain4|hot1x3|vstrx3
Combined,147,22.0,32.5,17.5,1,5,0,False,2,2,3,0,0,7,0,10,straight|cov1|hp_repeat2|hot2|hidden3v|vtrac_straight|draw_chain5;straight|cov1|hp_repeat3|hot1|hidden3v|vtrac_straight|draw_chain5,draw_chain5|col1x3|hot1x2|hot2x2|vstrx7
Combined,3344799,30.0,32.0,25.0,1,4,0,True,3,0,0,0,0,2,0,8,boxed|cov4|hp_repeat3|vstr2|mirror|hot1|perm3|draw_chain4;boxed|cov4|hp_repeat3|vstr2|mirror|hot1|perm3|draw_chain4,draw_chain4|hot1x3|vstrx2
