section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why
Combined,Set1,Draw1,1,077,straight,36.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,7.0,077,4.0,straight|cov4|span7|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw1,1,007,straight,31.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,2.0,007,4.0,straight|cov4|span2|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw1,1,008,straight,31.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,2.0,008,4.0,straight|cov4|span2|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Combined,Set3,Draw1,1,033,straight,28.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,1.0,033,4.0,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Combined,Set1,Draw2,1,7788,boxed,27.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,6.0,8877,3.0,boxed|cov4|span6|vstr2|vstr3|hot2|perm2
Combined,Set1,Draw2,1,788,boxed,26.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,6.0,887,3.0,boxed|cov4|span6|vstr2|vstr3|hot2|perm2
Combined,Set1,Draw2,1,778,boxed,26.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,6.0,877,3.0,boxed|cov4|span6|vstr2|vstr3|hot2|perm2
Combined,Set1,Draw3,1,7788,boxed,26.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,5.0,8877,3.0,boxed|cov4|span5|vstr2|vstr3|hot2|perm2
Combined,Set1,Draw3,1,788,boxed,25.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,5.0,887,3.0,boxed|cov4|span5|vstr2|vstr3|hot2|perm2
Combined,Set1,Draw3,1,778,boxed,25.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,False,False,2,2.0,0.0,5.0,877,3.0,boxed|cov4|span5|vstr2|vstr3|hot2|perm2
Combined,Set1,Draw2,1,017,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2.0,0.0,6.0,017,2.0,boxed|cov4|span6|vstr2|hot2|dom_last|perm2
Combined,Set1,Draw3,1,177,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2.0,0.0,5.0,177,2.0,boxed|cov4|span5|vstr2|hot2|dom_last|perm2
Combined,Set1,Draw1,2,008,straight,25.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,2.0,008,4.0,straight|cov4|span2|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set1,Draw4,1,02788,boxed,25.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3.0,0.0,2.0,20887,2.0,boxed|cov4|span2|vstr2|mirror|hot2|dom_last|perm3
Combined,Set1,Draw7,1,224,straight,24.5,"R2,R6,R8",False,True,True,True,False,False,False,True,False,0,1.0,0.0,1.0,224,3.0,straight|cov3|vstr2|vstr3|single_left|dom_last
Combined,Set1,Draw5,3,599,straight,24.5,"R2,R4,R6",False,True,True,True,False,False,False,True,False,0,1.0,0.0,1.0,599,3.0,straight|cov3|vstr2|vstr3|single_left|dom_last
Combined,Set3,Draw1,1,017,boxed,24.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,1,4.0,0.0,7.0,017,1.0,boxed|cov4|span7|hot1|dom_last|perm4
Combined,Set1,Draw2,2,7788,straight,24.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1.0,0.0,6.0,8877,3.0,straight|cov3|span6|vstr2|vstr3|hot2
Combined,Set1,Draw2,1,27788,boxed,24.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3.0,0.0,1.0,28877,2.0,boxed|cov4|vstr2|mirror|hot2|dom_last|perm3
Combined,Set1,Draw3,1,27788,boxed,24.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3.0,0.0,1.0,28877,2.0,boxed|cov4|vstr2|mirror|hot2|dom_last|perm3
Combined,Set1,Draw4,1,0177,boxed,24.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,4.0,0.0,4.0,0177,1.0,boxed|cov4|span4|hot2|dom_last|perm4
Combined,Set2,Draw1,2,335,boxed,24.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,1,2.0,0.0,3.0,533,3.0,boxed|cov4|span3|vstr2|vstr3|hot1|dom_last|perm2
