section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,899,34.0,79.5,28.0,3,6,0,False,13,6,2,0,0,15,35,35,boxed|cov3|hp_repeat6|vstr2|hot2|perm2|double_mirror|set_chain3|draw_chain6;straight|cov1|hp_repeat6|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain6,set_chain3|draw_chain6|col1x2|hot1x13|hot2x6|vstrx15|dblmirrorx35
Combined,068,8.0,76.0,34.5,3,5,0,False,8,9,5,0,0,8,0,28,boxed|cov4|hp_repeat6|vstr2|hot2|dom_last|perm3|hidden3v|set_chain3|draw_chain5;boxed|cov4|hp_repeat5|vstr2|hot2|dom_last|perm3|hidden3v|set_chain3|draw_chain5,set_chain3|draw_chain5|col1x5|hot1x8|hot2x9|vstrx8
Combined,099,15.0,69.0,29.0,3,6,0,False,12,5,1,0,0,0,33,33,boxed|cov4|hp_repeat5|vstr2|hot2|perm2|double_mirror|set_chain3|draw_chain6;boxed|cov4|hp_repeat5|vstr2|hot2|perm2|double_mirror|set_chain3|draw_chain6,set_chain3|draw_chain6|col1x1|hot1x12|hot2x5|dblmirrorx33
Combined,889,33.0,59.0,24.0,1,6,0,False,5,6,0,0,0,10,21,21,boxed|cov3|hp_repeat6|vstr2|hot2|perm2|double_mirror|draw_chain6;straight|cov1|hp_repeat6|hot2|double_mirror|vtrac_straight|draw_chain6,draw_chain6|hot1x5|hot2x6|vstrx10|dblmirrorx21
Combined,0899,14.0,58.5,27.0,3,6,0,False,10,5,1,0,0,7,0,20,boxed|cov4|hp_repeat4|vstr2|hot1|dom_last|perm3|set_chain3;boxed|cov3|hp_repeat3|hot2|perm3|set_chain3|draw_chain6,set_chain3|draw_chain6|col1x1|hot1x10|hot2x5|vstrx7
Combined,688,23.0,56.5,26.5,1,6,0,False,5,6,0,0,0,0,21,21,boxed|cov4|hp_repeat6|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain6;boxed|cov4|hp_repeat6|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain6,draw_chain6|hot1x5|hot2x6|dblmirrorx21
Combined,0699,9.0,50.5,24.5,3,6,0,False,5,5,0,0,0,8,0,19,straight|cov1|hp_repeat5|hot2|hidden3v|vtrac_straight|set_chain3|draw_chain6;straight|cov1|hp_repeat5|hot1|hidden3v|set_chain3|draw_chain6,set_chain3|draw_chain6|hot1x5|hot2x5|vstrx8
Combined,069,9.0,49.5,23.5,3,6,0,False,5,5,0,0,0,8,0,19,straight|cov1|hp_repeat5|hot2|hidden3v|vtrac_straight|set_chain3|draw_chain6;straight|cov1|hp_repeat5|hot1|hidden3v|set_chain3|draw_chain6,set_chain3|draw_chain6|hot1x5|hot2x5|vstrx8
Combined,8899,33.0,49.0,24.0,1,6,0,False,5,6,0,0,0,10,0,21,boxed|cov3|hp_repeat6|vstr2|hot2|perm2|draw_chain6;straight|cov1|hp_repeat6|hot2|vtrac_straight|draw_chain6,draw_chain6|hot1x5|hot2x6|vstrx10
Combined,033,13.0,44.5,22.5,1,3,0,False,1,4,3,0,0,8,9,9,straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x4|vstrx8|dblmirrorx9
