section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,why
Evening,Set1,Draw2,1,08899,boxed,21.0,"R2,R4,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov3|span6|hot2|dom_last
Evening,Set1,Draw3,1,788,straight,21.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span5|vstr2|vstr3|hot2
Evening,Set1,Draw4,1,7788,straight,21.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span4|vstr2|vstr3|hot2
Combined,Set1,Draw7,1,599,straight,20.5,"R2,R4,R6",False,True,True,True,False,False,False,True,False,0,straight|cov3|vstr2|vstr3|single_left|dom_last
Combined,Set1,Draw7,1,344,straight,20.5,"R4,R6,R8",False,True,True,True,False,False,False,True,False,0,straight|cov3|vstr2|vstr3|single_left|dom_last
Midday,Set1,Draw7,1,244,straight,20.5,"R2,R6,R8",False,True,True,True,False,False,False,True,False,0,straight|cov3|vstr2|vstr3|single_left|dom_last
Evening,Set1,Draw1,1,0899,boxed,20.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span6|hot2
Evening,Set1,Draw1,1,099,boxed,20.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span7|hot2
Evening,Set1,Draw2,2,788,straight,20.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span6|vstr2|vstr3|hot2
Evening,Set1,Draw3,1,08899,boxed,20.0,"R2,R4,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov3|span5|hot2|dom_last
Evening,Set1,Draw4,1,788,straight,20.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span4|vstr2|vstr3|hot2
Evening,Set1,Draw4,1,778,straight,20.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span4|vstr2|vstr3|hot2
Evening,Set1,Draw5,1,7788,straight,20.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Combined,Set1,Draw6,1,344,straight,19.5,"R4,R6,R8",False,True,True,False,False,False,False,True,False,1,straight|cov3|span2|vstr2|vstr3|hot1|dom_last
Combined,Set1,Draw5,1,0177,boxed,19.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov4|span3|hot2|dom_last
Evening,Set3,Draw1,1,0229,boxed,19.0,"R2,R4,R6",False,False,False,False,False,False,False,True,False,1,boxed|cov3|span7|hot1|dom_last
Evening,Set1,Draw2,1,099,boxed,19.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span6|hot2
Evening,Set1,Draw3,2,788,straight,19.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span5|vstr2|vstr3|hot2
Evening,Set1,Draw4,1,08899,boxed,19.0,"R2,R4,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov3|span4|hot2|dom_last
Evening,Set1,Draw5,1,788,straight,19.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Evening,Set1,Draw5,1,778,straight,19.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Combined,Set1,Draw1,2,679,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,False,False,2,boxed|cov4|span3|cons_full|hot2|cons_3v
Combined,Set1,Draw4,1,059,boxed,18.0,"R2,R4,R6",True,False,False,False,False,False,False,True,False,2,boxed|cov3|span4|mirror|hot2|dom_last
Evening,Set2,Draw1,1,0889,boxed,18.0,"R4,R6,R8",False,False,False,False,False,False,False,True,False,1,boxed|cov3|span6|hot1|dom_last
Evening,Set1,Draw1,1,088,boxed,18.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,2,boxed|cov3|span7|hot2
Evening,Set1,Draw2,1,0788,boxed,18.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,2,boxed|cov3|span6|hot2
Evening,Set1,Draw2,1,0899,boxed,18.0,"R2,R4,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov3|span6|hot2
Evening,Set1,Draw3,1,099,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Evening,Set1,Draw5,1,08899,boxed,18.0,"R2,R4,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov3|span3|hot2|dom_last
Midday,Set1,Draw2,2,347,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,False,False,2,boxed|cov4|span3|cons_full|hot2|cons_3v
