best_pattern,boxes_involved,evidence_tags,family_id,final_prob,funnel_precol1,lockscore_prob,mode,rank,score,score_baseline,score_v2,state,steps_summary,variant,vt_only_lane
992,18,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",299,0.6038819996942051,1,1.0,own,1,11.737143,0.9645536478198754,11.737143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
900,6,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",009,0.5399148845555657,0,1.0,combined,2,10.760476,0.9573644875538646,10.760476,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
008,30,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",008,0.5316243949817686,0,1.0,own,3,10.627143,0.9652433350320649,10.627143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
599,48,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",599,0.502499979166875,0,1.0,combined,4,10.577143,0.9707416436590314,10.577143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
550,12,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",055,0.5703632448561154,0,1.0,own,5,10.227143,0.9498260756930403,10.227143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
088,12,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",088,0.5930688925645541,0,1.0,own,6,10.227143,0.9498260756930403,10.227143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
286,6,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",268,0.7109495026250039,0,1.0,combined,7,10.227143,0.9498260756930403,10.227143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
920,36,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",029,0.7211151780228631,1,1.0,own,8,9.897143,0.9620322886578875,9.897143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
920,36,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",029,0.7008667320423598,1,1.0,combined,9,9.808571,0.9603471599601531,9.808571,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
221,6,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",122,0.543742058549745,0,1.0,combined,10,9.687143,0.9422231290637216,9.687143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,1
008,30,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",008,0.5511301713825989,0,1.0,combined,11,9.465714,0.9675321743563855,9.465714,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
554,18,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",455,0.4918757150937392,0,1.0,combined,12,9.44381,0.9490043369243206,9.44381,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
550,12,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",055,0.5457053875844059,0,1.0,combined,13,9.427143,0.9390559334707116,9.427143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
