Draw
554
182
445
399
740
034
351
234
926
758
431
170
253
031
394
214
115
999
446
203
960
634
210
573
811
254
159
270
806
557
579
274
170
342
071
937
760
211
457
946
475
110
495
529
841
061
209
138
811
739
130
941
757
471
404
725
454
476
580
041
244
205
478
703
072
891
108
848
776
036
166
916
741
146
124
908
972
338
468
969
051
176
269
384
760
886
383
184
161
451
789
309
109
235
073
153
555
301
435
961
468
423
338
139
763
104
093
196
146
658
452
315
306
619
550
122
101
086
246
760
334
562
199
389
699
380
674
788
753
243
197
542
881
595
171
716
304
839
501
284
663
341
518
832
954
327
030
214
259
332
475
309
447
706
970
219
461
725
646
725
274
946
315
006
767
730
749
461
841
101
943
414
636
233
230
262
778
314
741
841
452
234
458
657
891
351
891
102
293
959
813
137
248
640
904
473
367
138
041
239
026
327
876
622
495
450
990
303
026
314
799
392
908
291
523
819
474
547
878
417
013
936
608
664
882
214
604
564
751
857
715
566
987
123
670
494
900
726
616
300
591
222
674
713
416
706
767
831
099
534
526
311
203
582
932
197
801
876
451
325
744
025
480
382
218
870
828
291
571
299
667
584
940
032
605
003
408
869
991
174
852
696
331
701
568
991
568
113
207
537
643
553
953
715
539
349
168
260
074
047
817
648
096
121
915
184
283
952
583
008
918
945
169
665
118
156
511
746
909
098
885
065
238
940
728
878
516
375
931
712
392
261
250
789
194
671
966
723
844
659
472
975
180
463
535
616
052
505
930
631
041
456
488
842
129
435
461
195
850
472
938
834
936
617
478
053
083
546
574
224
439
061
343
030
345
812
441
991
962
136
650
136
303
598
077
228
819
485
893
169
563
945
997
133
755
373
453
689
078
570
703
785
885
320
119
596
931
683
036
771
945
901
073
245
607
685
277
429
118
053
319
613
133
707
423
830
526
046
859
076
468
040
327
532
384
189
945
341
437
638
309
843
135
613
292
585
661
235
545
010
999
851
637
649
762
471
457
996
143
252
494
964
693
979
778
641
714
614
056
965
477
198
632
515
944
676
474
315
629
827
680
952
854
659
950
436
512
533
818
055
656
662
271
092
394
696
266
582
384
464
332
513
973
227
265
288
262
606
094
434
480
751
256
333
490
940
601
856
952
460
971
726
099
928
967
425
975
178
745
985
201
894
602
716
484
199
277
042
573
965
715
153
732
011
688
564
972
725
507
664
622
002
063
047
294
841
984
562
228
014
641
058
293
117
113
329
007
797
743
427
518
472
507
959
098
389
678
024
274
249
132
917
064
426
474
010
303
433
090
653
180
243
371
628
541
910
441
520
447
913
500
124
838
649
330
789
404
684
645
000
095
102
120
075
050
855
662
211
871
629
404
997
408
660
607
650
694
724
888
922
534
077
264
993
797
250
518
243
574
772
343
708
928
028
054
350
987
745
010
389
763
454
862
811
991
437
964
306
779
708
887
243
898
788
218
640
145
397
124
870
454
118
208
713
624
435
473
783
414
396
864
015
704
460
063
741
480
901
984
931
136
020
411
638
753
095
993
946
224
415
725
149
948
065
136
698
992
210
111
936
652
660
685
237
049
850
180
878
379
341
963
367
082
429
435
503
931
773
185
890
643
910
750
521
351
388
657
971
614
377
130
811
640
867
504
018
608
657
307
480
443
157
777
472
777
192
525
543
793
288
211
014
087
342
733
649
242
950
870
102
643
052
421
658
263
599
036
848
528
203
637
180
060
313
666
743
385
081
199
565
341
479
477
719
617
671
081
997
143
943
195
910
762
057
494
216
765
725
875
933
004
191
479
347
786
466
751
624
521
015
454
105
026
764
055
629
363
051
863
046
636
908
513
368
241
347
125
110
615
744
034
911
382
454
545
116
410
660
321
188
610
949
923
424
028
848
131
921
755
688
438
649
171
895
418
349
449
758
901
070
078
333
122
887
838
427
542
256
336
187
481
868
854
544
743
911
809
292
182
031
308
059
863
848
615
117
981
508
268
805
669
869
512
857
300
491
865
418
786
432
883
397
067
750
958
444
600
642
692
317
528
319
236
987
834
550
496
007
248
709
658
537
360
269
178
438
052
398
540
196
057
819
442
632
943
820
692
245
212
936
658
965
094
894
080
983
990
631
518
150
110
796
642
434
776
575
300
447
802
341
986
831
423
307
395
349
077
789
381
003
247
433
917
795
488
233
197
076
270
454
322
949
032
946
336
011
988
452
721
074
