state,area,section,set,draw,col,method,mode,earliest_exact_step,earliest_vtrac_step,earliest_drop_exact_step,earliest_drop_vtrac_step,earliest_family_exact_step,earliest_family_vtrac_step,final_value,final_exact_match,final_vtrac_match,final_drop_exact_match,final_drop_vtrac_match,final_family_exact_match,final_family_vtrac_match,final_drop_digit,final_vtrac_local_index,match_types
NorthCarolina4,LS1,Evening,Set1,Draw1,5,E,own,-1,2,-1,2,-1,2,*,0,0,0,0,0,0,,-1,"drop_vtrac,family_vtrac,vtrac"
