kind,role,state,period,result,path,bytes,sha256
SOURCE,state_post_result_md,Delaware4,Evening,062,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Delaware4/Evening__062/POST_RESULT_AUTOPSY.md,7973,6e2bbc95edeb47d406d45d51fe13366a2fb9ee3a1b7ac2573b010d816667c015
SOURCE,state_post_result_json,Delaware4,Midday,884,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Delaware4/Midday__884/POST_RESULT_AUTOPSY.json,1558416,8b742d3b717626e26ac52cf350f112275496e985c3e6edec72327958830d8f2f
SOURCE,state_post_result_md,Delaware4,Midday,884,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Delaware4/Midday__884/POST_RESULT_AUTOPSY.md,9993,9011020a07785fb76b503a287aa6b6cd378ff535ac4d15e2e2af4c1ebb7a4036
SOURCE,state_post_result_json,Florida4,Evening,941,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Florida4/Evening__941/POST_RESULT_AUTOPSY.json,1030892,01cbb0e7a2993ff5d26ef6fa9170e5f9ec61c6aa3334f99dc6a9b7318c707fe7
SOURCE,state_post_result_md,Florida4,Evening,941,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Florida4/Evening__941/POST_RESULT_AUTOPSY.md,9207,9b5af673b72feaa8955dea80e3227971206a32982d35fe9083a2fb3241c02d6e
SOURCE,state_post_result_json,Florida4,Midday,383,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Florida4/Midday__383/POST_RESULT_AUTOPSY.json,1824625,90bb9af68b06bd09eb7d1f771f97ad0441657b9f13d736ba3d8afbdbf8e3f4ff
SOURCE,state_post_result_md,Florida4,Midday,383,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Florida4/Midday__383/POST_RESULT_AUTOPSY.md,9409,2d6186bfd2801fd19ce49dc93f162c33b9c74de5d5c55af7006b06e94932908b
SOURCE,state_post_result_json,Indiana4,Evening,965,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Indiana4/Evening__965/POST_RESULT_AUTOPSY.json,437792,4dfc6270902de57852b44b583a9eb410155f9c17f1414cb9cccc4e4121855236
SOURCE,state_post_result_md,Indiana4,Evening,965,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Indiana4/Evening__965/POST_RESULT_AUTOPSY.md,7700,2024190e86cdba9c09790b747ac7c2a5999e1d01e040357b77eb266285a3ca2f
SOURCE,state_post_result_json,Indiana4,Midday,203,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Indiana4/Midday__203/POST_RESULT_AUTOPSY.json,2481691,c24f1803219121f48a53e7eb14002025f7bb9ad4e7a66930db0d6396de2e6f9a
SOURCE,state_post_result_md,Indiana4,Midday,203,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Indiana4/Midday__203/POST_RESULT_AUTOPSY.md,10346,e8495b0a67e06a86520c95e224192956d29b6c8aabcb2588c076a8cb1692308b
SOURCE,state_post_result_json,Michigan4,Evening,116,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Michigan4/Evening__116/POST_RESULT_AUTOPSY.json,1535965,6ee439efe48bc5a62c84e2f166f509078e0a738c69f9b0fcad6dabd967b934ad
SOURCE,state_post_result_md,Michigan4,Evening,116,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Michigan4/Evening__116/POST_RESULT_AUTOPSY.md,6693,7f0ab34aeb7493507bec6a4e7b3c4eca843b07aa101c38459ed8c560bf237bed
SOURCE,state_post_result_json,Michigan4,Midday,373,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Michigan4/Midday__373/POST_RESULT_AUTOPSY.json,1341789,59945a0a951faf16d92a1cd64cce032950534576b3c19c23d93556fa940bda4c
SOURCE,state_post_result_md,Michigan4,Midday,373,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Michigan4/Midday__373/POST_RESULT_AUTOPSY.md,8382,55b417eb4116fd8c78fb582b75bc106bee7816f5688ce1ed56d151af1ea76b5f
SOURCE,state_post_result_json,NewJersey4,Evening,302,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NewJersey4/Evening__302/POST_RESULT_AUTOPSY.json,318835,e55aef66286dbdb940fd063a6bab61459c995d4aaaadfb952435e0313cde3000
SOURCE,state_post_result_md,NewJersey4,Evening,302,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NewJersey4/Evening__302/POST_RESULT_AUTOPSY.md,6747,3ca94e601d1b84154020424c67703eb1a911d8d11972c19961b329d60ee9cfb9
SOURCE,state_post_result_json,NewJersey4,Midday,617,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NewJersey4/Midday__617/POST_RESULT_AUTOPSY.json,2320886,bdf1bdecac3cbfb8e2e4bf2b7289123139a092ee61063fa53e5166a8b0e7063b
SOURCE,state_post_result_md,NewJersey4,Midday,617,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NewJersey4/Midday__617/POST_RESULT_AUTOPSY.md,10654,ab5ee5d46c66721302a3a612bce1fd7ff0a341a9e2c8a4d9192dcfe141194c13
SOURCE,state_post_result_json,NewYork4,Evening,298,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NewYork4/Evening__298/POST_RESULT_AUTOPSY.json,1012665,7d4dde0674bcfbc97b79421058e26462dc46fbc0b3613a2870908f8f954f5768
SOURCE,state_post_result_md,NewYork4,Evening,298,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NewYork4/Evening__298/POST_RESULT_AUTOPSY.md,9098,5d066f5f9d40810e9706f562c8490684e79ebbb3baf35fba5c656181cdda683b
SOURCE,state_post_result_json,NewYork4,Midday,900,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NewYork4/Midday__900/POST_RESULT_AUTOPSY.json,1245845,2183209e7ca71c60d0afd8a87464c9e932974d2db456579ea34ad868879dc286
SOURCE,state_post_result_md,NewYork4,Midday,900,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NewYork4/Midday__900/POST_RESULT_AUTOPSY.md,9802,e1d73176cea6744187b3c06c770bbd5f1f8c1dbea222b057a9eff2dbb8a2e047
SOURCE,state_post_result_json,NorthCarolina4,Evening,000,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NorthCarolina4/Evening__000/POST_RESULT_AUTOPSY.json,2146830,963a6931f90e8e39b2fed101bd826767a1c30e580e7b7f68720508cf79eff6d3
SOURCE,state_post_result_md,NorthCarolina4,Evening,000,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NorthCarolina4/Evening__000/POST_RESULT_AUTOPSY.md,8118,a2b9911f3c4d4b508a5d19f4d58ea1d02552c661e89997e41648b71e909ffdb0
SOURCE,state_post_result_json,NorthCarolina4,Midday,855,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NorthCarolina4/Midday__855/POST_RESULT_AUTOPSY.json,1056538,da07eedd45f29e817dfe4dc9daaa4491f628c69c7d3fd3a4be838475f0999c56
SOURCE,state_post_result_md,NorthCarolina4,Midday,855,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/NorthCarolina4/Midday__855/POST_RESULT_AUTOPSY.md,9398,d171258896da221b0df48f8f4b228669a6a2db1c1c87f0c1f65995c0f6d40bb7
SOURCE,state_post_result_json,Ohio4,Evening,664,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Ohio4/Evening__664/POST_RESULT_AUTOPSY.json,728689,8ba367e1052ff007e3a0b70841564fa8c18c490f86cc56cc572d6fd0c1588dd0
SOURCE,state_post_result_md,Ohio4,Evening,664,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Ohio4/Evening__664/POST_RESULT_AUTOPSY.md,9258,b8090c5219409a0cdeb5d3d0c256c3884cf150cdb327526f6ab18a86d5826e53
SOURCE,state_post_result_json,Ohio4,Midday,848,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Ohio4/Midday__848/POST_RESULT_AUTOPSY.json,884763,df3bffe669fc7a372ec02d0d1d0e86ade4b534804bb2fd2de626a3501415a337
SOURCE,state_post_result_md,Ohio4,Midday,848,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Ohio4/Midday__848/POST_RESULT_AUTOPSY.md,7982,6170b564270cdaaa958d8cce87ccc24dc9bc1005c582a27495493cf1b8c9b398
SOURCE,state_post_result_json,OntarioCanada4,Evening,559,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/OntarioCanada4/Evening__559/POST_RESULT_AUTOPSY.json,1593817,48f14c12bb9bf46129c35b1c7632e859ce82ab1f630a244b8cc6cfc3769d902d
SOURCE,state_post_result_md,OntarioCanada4,Evening,559,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/OntarioCanada4/Evening__559/POST_RESULT_AUTOPSY.md,10068,0d592721529b6fb42f93efa8140c9823c6285ff46eb342844296ef7833996ae8
SOURCE,state_post_result_json,OntarioCanada4,Midday,603,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/OntarioCanada4/Midday__603/POST_RESULT_AUTOPSY.json,582605,93d36b681be8cbd15af90dba552ba3151e16935ec8716bf59d462de98edc1913
SOURCE,state_post_result_md,OntarioCanada4,Midday,603,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/OntarioCanada4/Midday__603/POST_RESULT_AUTOPSY.md,7806,9236545e173c22a2621a106f90ec5a6310b7fc07e89275b76923dfd6c043fd82
SOURCE,state_post_result_json,Pennsylvania4,Evening,966,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Pennsylvania4/Evening__966/POST_RESULT_AUTOPSY.json,249361,1c6ee7138ebceed1df8e707aa00a6fe0c9d52ee02abfab659aa7aa6c6099c243
SOURCE,state_post_result_md,Pennsylvania4,Evening,966,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Pennsylvania4/Evening__966/POST_RESULT_AUTOPSY.md,7009,bff237149068eddc4033856c22ecfcfe2bf9e39686a6d7f4024cd003e080fd87
SOURCE,state_post_result_json,Pennsylvania4,Midday,040,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Pennsylvania4/Midday__040/POST_RESULT_AUTOPSY.json,3031069,f4c1def9fbba2d176f4b474a661383e4ad551ce84caacfa16173514bd44754e4
SOURCE,state_post_result_md,Pennsylvania4,Midday,040,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Pennsylvania4/Midday__040/POST_RESULT_AUTOPSY.md,9031,aaf328edd8d61ec9850b649571d0d3b29afe3c1aab5e9b8866a18e66bb865fd4
SOURCE,state_post_result_json,PuertoRico4,Evening,419,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/PuertoRico4/Evening__419/POST_RESULT_AUTOPSY.json,1009825,5924c9e811e77f2bcf62708ec467ec51080cfc72972d02e909344e38c5597918
SOURCE,state_post_result_md,PuertoRico4,Evening,419,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/PuertoRico4/Evening__419/POST_RESULT_AUTOPSY.md,8044,dea245813764152c7a1c9e385bc493eec040bbbef4fd28a44cdc463a7180e3f3
SOURCE,state_post_result_json,PuertoRico4,Midday,887,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/PuertoRico4/Midday__887/POST_RESULT_AUTOPSY.json,1574453,a00c646d6db70c69588cb2f513eb60d3f79e7764da3445e7dbcf5a0120834530
SOURCE,state_post_result_md,PuertoRico4,Midday,887,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/PuertoRico4/Midday__887/POST_RESULT_AUTOPSY.md,9343,ac8f469bc02d03363932d73ab7f3809abf712433bd502b42a50e8d84e9909aed
SOURCE,state_post_result_json,SouthCarolina4,Evening,505,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/SouthCarolina4/Evening__505/POST_RESULT_AUTOPSY.json,1342352,fb30018916937f01869ae5931152644835cabcd9ec482d69a672564327dadb52
SOURCE,state_post_result_md,SouthCarolina4,Evening,505,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/SouthCarolina4/Evening__505/POST_RESULT_AUTOPSY.md,9086,c37f663ae88478bb5113ce3432d97dbdbe6a9316be0191fa453cc796ebb188ef
SOURCE,state_post_result_json,SouthCarolina4,Midday,455,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/SouthCarolina4/Midday__455/POST_RESULT_AUTOPSY.json,1241353,a9066eb4ffaa81a3de9d151b4464bbaafab92687f5bb73e9f0918cf012573cca
SOURCE,state_post_result_md,SouthCarolina4,Midday,455,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/SouthCarolina4/Midday__455/POST_RESULT_AUTOPSY.md,9287,8cb03d8a341a5b1c8570d720a0a8ab44148642e00935bb5fc30a625f5f52baf4
SOURCE,state_post_result_json,Virginia4,Evening,188,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Virginia4/Evening__188/POST_RESULT_AUTOPSY.json,3241332,18758f2b994e83ef53a511973e83bb0e89ccf956fb2bad3df1fccb26f9f3442a
SOURCE,state_post_result_md,Virginia4,Evening,188,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Virginia4/Evening__188/POST_RESULT_AUTOPSY.md,10690,7882bac78279a3908b0abb672e0327586f26dd18dfa412bf7625e58bf582a260
SOURCE,state_post_result_json,Virginia4,Midday,170,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Virginia4/Midday__170/POST_RESULT_AUTOPSY.json,1171012,877bc5b041649e64f96d3c54c7e2b901f6586bc47526dc0330f00a9c2c22390f
SOURCE,state_post_result_md,Virginia4,Midday,170,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT/cases/Virginia4/Midday__170/POST_RESULT_AUTOPSY.md,9616,1d22f1b18dd3bb2ccb078696f6fca4d744d1770caaf9cb49e65fc28de1a11f52
SOURCE,assessment_contract_md,,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/POST_RESULT_ASSESSMENT_CONTRACT.md,7243,8de323a4d44effc8c6c9b34f1f6f464d2ed19f9703d2b7d96f968a8b551292a6
SOURCE,state_predictive_json,Connecticut4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Connecticut4/PREDICTIVE_ANALYSIS.json,2586613,385b4924fbafaacca3ec5e58fb401f9a2b436fa9444d2158620a20de56322a81
SOURCE,state_predictive_md,Connecticut4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Connecticut4/PREDICTIVE_ANALYSIS.md,17617,ac532bc3072621922366dd1ca9bac882d0896e342650d76efbb4d8d031c5b408
SOURCE,state_predictive_json,Delaware4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Delaware4/PREDICTIVE_ANALYSIS.json,2609716,a5e55f21584429766a181605e536044c91aa0f3a070aa29a012ce4403fbce818
SOURCE,state_predictive_md,Delaware4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Delaware4/PREDICTIVE_ANALYSIS.md,16976,b24f0524d45561c527a477404a5717809703ea8fc16595f64a837fcf9c95a2c0
SOURCE,state_predictive_json,Florida4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Florida4/PREDICTIVE_ANALYSIS.json,2339139,7b9f93de6af7af49275f017994c514643afed53f7f33c719f22d6a6ac7847248
SOURCE,state_predictive_md,Florida4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Florida4/PREDICTIVE_ANALYSIS.md,17033,5d03a9daf03fbaf6b297bb57d1fdfd31408d3f325740c93f5785ddba419f382e
SOURCE,predictive_synthesis_json,,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/GOLD_DAY_PREDICTIVE_SYNTHESIS.json,17505,32e7e8a8e74d06234d229e517e16636e153e7074b5beb29f032817de69f9515c
SOURCE,predictive_synthesis_md,,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/GOLD_DAY_PREDICTIVE_SYNTHESIS.md,4123,8fa0726e608e1a6c388b5bcd6dd83a4cf2668c501c8ce9f76a5938d56269cea4
SOURCE,state_predictive_json,Indiana4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Indiana4/PREDICTIVE_ANALYSIS.json,2376888,ac69450ffdb11fa934a802c93253494e9927cc9093e30eac541cd84241b329e3
SOURCE,state_predictive_md,Indiana4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Indiana4/PREDICTIVE_ANALYSIS.md,15917,9874cb98f5770158fff0347af55c118ff2eb32dd3b22124280b1388c3a16f5a5
SOURCE,state_predictive_json,Michigan4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Michigan4/PREDICTIVE_ANALYSIS.json,2351831,154d64c7ee77ab68d4ddd3f3234b13a04d3c62710f8f024e00fc288ba98fa862
SOURCE,state_predictive_md,Michigan4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Michigan4/PREDICTIVE_ANALYSIS.md,16277,fecb6744de0f236592adcffe5d79d809fb7f5bc4cacd3c7c3534acedc575488e
SOURCE,state_predictive_json,NewJersey4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/NewJersey4/PREDICTIVE_ANALYSIS.json,3258127,720a6843570e2d886e4564d7a4550880063163d1bbb08392302a1bf4c0c96e1c
SOURCE,state_predictive_md,NewJersey4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/NewJersey4/PREDICTIVE_ANALYSIS.md,19198,69622d327e6efb65c03ed3fadfcbb7025e5984b7bd3adb18681818f40426aa1b
SOURCE,state_predictive_json,NewYork4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/NewYork4/PREDICTIVE_ANALYSIS.json,2565877,c337566656ebaa498a436dd814bdfafadf21cae1f3ea2eb300608cbdb5aa21ba
SOURCE,state_predictive_md,NewYork4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/NewYork4/PREDICTIVE_ANALYSIS.md,18184,d0d3ad937cc2479631fbbd000e19d87542fc5445f98203a0b926a3d602ea99c3
SOURCE,state_predictive_json,NorthCarolina4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/NorthCarolina4/PREDICTIVE_ANALYSIS.json,2407351,1ae277c4faead4b083ef56183e5c3d08d4591b23c5436a519dbf314076c549d2
SOURCE,state_predictive_md,NorthCarolina4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/NorthCarolina4/PREDICTIVE_ANALYSIS.md,16757,af2629be56db3b9a1fab9302009de6c78858c2de3f571096b5853caee4f89f55
SOURCE,state_predictive_json,Ohio4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Ohio4/PREDICTIVE_ANALYSIS.json,2968277,2ae4d904c60d8326b4f7863241d372362ef0cc8477c68c8613221ca564d91938
SOURCE,state_predictive_md,Ohio4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Ohio4/PREDICTIVE_ANALYSIS.md,17430,bc38bd3385e50608da11e5df4a60238a146693fb92b18484176635d8938ea7e0
SOURCE,state_predictive_json,OntarioCanada4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/OntarioCanada4/PREDICTIVE_ANALYSIS.json,2865234,c2f7aab618e8749edcc123b740d43b2671d5952c7841ce11b42b0dc1263331c3
SOURCE,state_predictive_md,OntarioCanada4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/OntarioCanada4/PREDICTIVE_ANALYSIS.md,19043,01d9349fe1ca622fab92b16806816ec98fae6f65ca02e6a1046ee72c7ad877d3
SOURCE,state_predictive_json,Pennsylvania4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Pennsylvania4/PREDICTIVE_ANALYSIS.json,2975822,7d87886283a734297144ad9774fe5e49f7c7d096718942380a89cfbd9105e2ea
SOURCE,state_predictive_md,Pennsylvania4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Pennsylvania4/PREDICTIVE_ANALYSIS.md,18296,464df7e40b2e92a8fa3d7c1a7d06f2bf947162fed98265ac9a2c05085bd4db70
SOURCE,state_predictive_json,PuertoRico4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/PuertoRico4/PREDICTIVE_ANALYSIS.json,2966839,7868cc7d8b4c8e918c7799b012a20d2861d64bd61fc59717298f8a58a3640db6
SOURCE,state_predictive_md,PuertoRico4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/PuertoRico4/PREDICTIVE_ANALYSIS.md,18806,e59272231605377a6b835e19298b33063f5dd1fe61fb3f75d7c8659ae27b6ec6
SOURCE,state_predictive_json,SouthCarolina4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/SouthCarolina4/PREDICTIVE_ANALYSIS.json,2697704,d9fff9843e18bf0e8f229e0a446d66b54a8bc4ab51ff5f42d720fb02223155b8
SOURCE,state_predictive_md,SouthCarolina4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/SouthCarolina4/PREDICTIVE_ANALYSIS.md,18674,a26594fbd0ee0732db93437c713422fb2eea6b30987b4f219d1436cd455d6f62
SOURCE,state_predictive_json,Virginia4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Virginia4/PREDICTIVE_ANALYSIS.json,2942251,7595637969d54ff2e67c56df357c43bf709d7384be4451dad7329f859d3eab34
SOURCE,state_predictive_md,Virginia4,,,tasks/CORE_EXTRACTION_ZONE_EXAMPLES/2026-03-09/PREDICTIVE/Virginia4/PREDICTIVE_ANALYSIS.md,16664,1b5f4d23758ace671dba343afe585eec7cedad9dd53d5bd632c1f2c41a76f9e1
SOURCE,corrected_winner_html,Connecticut4,Evening,091,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Connecticut4/POST_RESULT/Evening__091__01_STRING_TABLE_WINNER_FORENSIC.html,66201,45d22357151ec9b8cc17652a9dfcd109bc894468eea530b208357f1b32a693f8
SOURCE,corrected_winner_html,Connecticut4,Midday,917,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Connecticut4/POST_RESULT/Midday__917__01_STRING_TABLE_WINNER_FORENSIC.html,62192,9403546d92aced137a944046a51a0a7f27eb9b42f8e39af760a50100267afc67
SOURCE,corrected_winner_html,Delaware4,Evening,062,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Delaware4/POST_RESULT/Evening__062__01_STRING_TABLE_WINNER_FORENSIC.html,61631,1a4a6cba71157bd2deb700377568ff782cb66c303718f9029a2182a64ced35b2
SOURCE,corrected_winner_html,Delaware4,Midday,884,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Delaware4/POST_RESULT/Midday__884__01_STRING_TABLE_WINNER_FORENSIC.html,59165,d45ce22001460b4f5e94add6603c4b8fcf3c7de43493a2ad209028182882cbd2
SOURCE,corrected_winner_html,Florida4,Evening,941,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Florida4/POST_RESULT/Evening__941__01_STRING_TABLE_WINNER_FORENSIC.html,57511,4da2c74e23360b638616ca6c74ab4bbd869cac7e74eb25675d22728b3e513390
SOURCE,corrected_winner_html,Florida4,Midday,383,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Florida4/POST_RESULT/Midday__383__01_STRING_TABLE_WINNER_FORENSIC.html,52412,90914715634e713f11d78a83f369c4d46d6c01d5b2482baf839aa5373b728213
SOURCE,corrected_winner_html,Indiana4,Evening,965,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Indiana4/POST_RESULT/Evening__965__01_STRING_TABLE_WINNER_FORENSIC.html,60359,d0f53abd2d8bdd41a2112913c11613efb7dea65d8be19cd496cb0fbaa0e818b7
SOURCE,corrected_winner_html,Indiana4,Midday,203,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Indiana4/POST_RESULT/Midday__203__01_STRING_TABLE_WINNER_FORENSIC.html,77097,57cec75da23d59d5cec42722e2ec7ac26b41c50d5772e3a69818c7a4545d9c1e
SOURCE,external_bundle_manifest,,,,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/MANIFEST.json,193616,be0186cdc4f7d57cc0180601116fd37db7ead485958bc9af843653db1b992733
SOURCE,corrected_winner_html,Michigan4,Evening,116,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Michigan4/POST_RESULT/Evening__116__01_STRING_TABLE_WINNER_FORENSIC.html,50217,b5943833879dcbc11ab589d64237d21eededcb1807f2b508c612df7b366054b3
SOURCE,corrected_winner_html,Michigan4,Midday,373,tasks/PRIMARY_EXTRACTION_ZONE_REVIEW__2026-03-09/EXTERNAL_REVIEW_READY_V2/Michigan4/POST_RESULT/Midday__373__01_STRING_TABLE_WINNER_FORENSIC.html,63835,7c33bf593eb1de88ff641028f1a7cf0433f6f944a98cd50eb140a996c50099a0
