section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,why
Combined,Set1,Draw1,1,009,boxed,27.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span7|cons_full|hot2|dom_last|cons_3v
Midday,Set1,Draw1,1,008,straight,26.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Midday,Set1,Draw2,1,008,straight,26.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw2,1,009,boxed,26.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span6|cons_full|hot2|dom_last|cons_3v
Midday,Set2,Draw1,1,004,straight,25.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,straight|cov4|span2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Combined,Set3,Draw1,1,009,boxed,25.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,1,boxed|cov4|span7|cons_full|hot1|dom_last|cons_3v
Midday,Set3,Draw1,1,004,straight,24.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Evening,Set1,Draw1,1,029,boxed,24.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span5|cons_full|hot2|dom_last|cons_3v
Evening,Set1,Draw4,1,002799,boxed,23.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,boxed|cov4|span4|mirror|hot2|dom_last
Evening,Set1,Draw5,1,0024799,boxed,23.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,boxed|cov4|span3|mirror|hot2|dom_last
Combined,Set1,Draw1,2,009,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,False,False,2,boxed|cov4|span7|cons_full|hot2|cons_3v
Evening,Set1,Draw3,1,00279,boxed,22.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,boxed|cov4|span4|mirror|hot2|dom_last
Midday,Set1,Draw4,1,028,boxed,22.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|span3|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw3,1,0079,boxed,21.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov4|span5|hot2|dom_last
Combined,Set1,Draw4,1,00779,boxed,21.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov4|span4|hot2|dom_last
Evening,Set1,Draw2,1,0029,boxed,21.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,2,boxed|cov4|span5|hot2|dom_last
Evening,Set1,Draw5,1,2499,straight,21.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|mirror|hot2
Midday,Set2,Draw1,2,004,straight,21.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,1,straight|cov4|span2|vstr2|vstr3|cons_full|hot1|cons_3v
Midday,Set1,Draw3,1,008,boxed,21.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,2,boxed|cov4|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw1,5,2499,straight,20.0,"R2,R6,R8",True,True,True,True,False,False,False,False,False,1,straight|cov3|vstr2|vstr3|mirror|single_left|hot1
Evening,Set1,Draw5,1,249,straight,20.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|mirror|hot2
Evening,Set1,Draw5,1,002499,boxed,20.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span3|mirror|hot2
Combined,Set2,Draw1,4,249,straight,19.0,"R2,R6,R8",True,True,True,True,False,False,False,False,False,1,straight|cov3|vstr2|vstr3|mirror|single_left|hot1
Combined,Set1,Draw1,5,249,straight,19.0,"R2,R6,R8",True,True,True,True,False,False,False,False,False,1,straight|cov3|vstr2|vstr3|mirror|single_left|hot1
Combined,Set1,Draw1,4,499,straight,19.0,"R2,R6,R8",True,True,True,True,False,False,False,False,False,1,straight|cov3|vstr2|vstr3|mirror|single_left|hot1
Evening,Set3,Draw1,1,009,boxed,19.0,"R2,R4,R6,R8",False,False,False,False,True,True,False,True,False,1,boxed|cov4|cons_full|hot1|dom_last|cons_3v
Evening,Set1,Draw3,1,0029,boxed,19.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Evening,Set1,Draw4,1,00299,boxed,19.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|hot2
Combined,Set1,Draw1,7,2244,straight,18.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Combined,Set1,Draw1,4,0011499,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span3|mirror|hot1
Combined,Set1,Draw1,3,00199,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Combined,Set1,Draw3,1,009,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Combined,Set1,Draw3,1,007,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Combined,Set1,Draw4,1,0079,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|hot2
Combined,Set1,Draw4,1,0077,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|hot2
Evening,Set2,Draw1,7,5599,straight,18.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Evening,Set2,Draw1,1,069,boxed,18.0,"R4,R6,R8",False,False,False,False,False,False,False,True,False,1,boxed|cov3|span7|hot1|dom_last
Evening,Set1,Draw2,1,029,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Evening,Set1,Draw3,1,007,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Evening,Set1,Draw3,1,029,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Evening,Set1,Draw4,1,0299,boxed,18.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|hot2
Evening,Set1,Draw5,1,002799,straight,18.0,"R6,R8",True,True,False,False,False,False,False,False,False,2,straight|cov2|span3|vstr2|mirror|hot2
Midday,Set1,Draw1,4,344688,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span4|mirror|hot1
Midday,Set1,Draw2,4,1344688,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span3|mirror|hot1
Midday,Set1,Draw4,4,2244,straight,18.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Combined,Set3,Draw1,2,0019,boxed,17.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,1,boxed|cov4|span6|hot1
Combined,Set2,Draw1,5,2249,straight,17.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3|mirror
Combined,Set2,Draw1,3,001149,boxed,17.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span3|mirror|hot1
Combined,Set2,Draw1,2,0019,boxed,17.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,1,boxed|cov4|span6|hot1
Combined,Set1,Draw1,7,244,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
