date,state,section,overlap,stable_cols_count,stable_cols,consensus_col1,consensus_col2,cross_section_echo,hot_count,superhot_count,mask_drop,mirror_supported,double_hits,confidence_score,tier,flags,top_tokens,recommended_tokens,top_straights,section_prior,state_prior,why,source
,Connecticut4,Midday,0,5,"[5,4,3,2,1]",false,false,1,8,12,11,true,291,36.69,Z,"[""zero_overlap""]","[""V2x4_4x2_3x1"",""V2x2_4x2_3x1"",""V4x2_2x1_3x1""]","[""V1x2_2x1"",""V1x1_2x1_4x1"",""V4x2_2x1""]","[""683"",""836"",""386""]",1.0,1.0,stable=8.000*1.90->15.20; echo=1.000*2.00->2.00; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; vt_only=5.700*1.00->5.70; vt_only_lane=1.900*1.20->2.28; vt_lane_rescue=1.050*1.20->1.26; winner_lane_rescue=2.100*2.50->5.25; straight_lane=2.000*0.80->1.60; section_prior=1.00,validation_report.json
,Connecticut4,Evening,0,4,"[4,3,2,1]",false,false,1,8,12,13,true,357,35.98,Z,"[""zero_overlap""]","[""V3x2_5x2_2x1"",""V2x2_3x2_5x2"",""V3x2_2x1_5x1""]","[""V1x2_2x1"",""V2x2_1x1"",""V2x3_1x2_5x1""]","[""683"",""836"",""386""]",1.0,1.0,stable=7.100*1.90->13.49; echo=1.000*2.00->2.00; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; vt_only=5.500*1.00->5.50; vt_only_lane=1.900*1.20->2.28; vt_lane_rescue=1.050*1.20->1.26; winner_lane_rescue=2.100*2.50->5.25; straight_lane=2.000*0.80->1.60; section_prior=1.00,validation_report.json
,Connecticut4,Combined,0,2,"[2,1]",false,false,0,8,12,12,true,330,26.906,Z,"[""zero_overlap""]","[""V3x4_5x2_1x1"",""V3x4_5x1""]","[""V1x1_4x1_5x1"",""V4x2_5x1"",""V4x3_2x1_5x1""]","[""683"",""836"",""386""]",1.15,1.0,stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.500*0.80->0.40; mirror=1.000*0.60->0.60; doubles=0.591*0.40->0.24; recency_lane=1.200*1.50->1.80; vt_only=4.600*1.00->4.60; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Delaware4,Midday,0,5,"[5,4,3,2,1]",false,false,0,8,12,13,true,569,30.556,Z,"[""zero_overlap""]","[""V2x4_4x2_3x1"",""V2x2_4x2_3x1"",""V4x2_2x1_3x1""]","[""V1x2_5x1"",""V5x2_2x1"",""V2x2_4x2_3x1""]","[""194"",""941"",""934""]",1.0,1.0,stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=0.444*0.80->0.36; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; vt_only=5.200*1.00->5.20; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Delaware4,Evening,0,4,"[4,3,2,1]",false,false,1,8,12,9,true,648,34.981,Z,"[""zero_overlap""]","[""V3x2_5x2_2x1"",""V2x2_3x2_5x2"",""V3x2_2x1_5x1""]","[""V5x4_2x2_3x1"",""V5x3_2x2"",""V5x4_2x2""]","[""194"",""941"",""924""]",1.0,1.0,stable=7.100*1.90->13.49; echo=1.000*2.00->2.00; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.503*0.40->0.20; recency_lane=1.200*1.50->1.80; vt_only=5.500*1.00->5.50; vt_only_lane=1.900*1.20->2.28; vt_lane_rescue=1.050*1.20->1.26; winner_lane_rescue=2.100*2.50->5.25; straight_lane=2.000*0.80->1.60; section_prior=1.00,validation_report.json
,Delaware4,Combined,0,2,"[2,1]",false,false,1,8,12,18,true,726,35.017,Z,"[""zero_overlap""]","[""V3x4_5x2_1x1"",""V3x4_5x1""]","[""V5x4_2x2_3x1"",""V2x1_3x1_5x1"",""V5x2_2x1_3x1""]","[""194"",""941"",""924""]",1.15,1.0,stable=4.400*1.90->8.36; echo=1.000*2.00->2.00; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; vt_only=5.100*1.00->5.10; vt_only_lane=1.900*1.20->2.28; vt_lane_rescue=1.050*1.20->1.26; winner_lane_rescue=2.100*2.50->5.25; straight_lane=2.000*0.80->1.60; section_prior=1.15,validation_report.json
,Florida4,Midday,0,5,"[5,4,3,2,1]",false,false,0,8,12,16,true,407,30.257,Z,"[""zero_overlap""]","[""V2x4_4x2_3x1"",""V2x2_4x2_3x1"",""V4x2_2x1_3x1""]","[""V4x3_2x1"",""V4x3_2x2"",""V4x3_2x2_1x1""]","[""596"",""659"",""018""]",1.0,1.0,stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=0.142*0.40->0.06; recency_lane=1.200*1.50->1.80; vt_only=5.200*1.00->5.20; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Evening,0,4,"[4,3,2,1]",false,false,0,8,12,19,true,387,29.09,Z,"[""zero_overlap""]","[""V3x2_5x2_2x1"",""V2x2_3x2_5x2"",""V3x2_2x1_5x1""]","[""V1x1_2x1_3x1"",""V2x2_3x2_5x2"",""V3x2_2x1_5x1""]","[""596"",""659"",""018""]",1.0,1.0,stable=7.100*1.90->13.49; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; recency_lane=1.200*1.50->1.80; vt_only=5.000*1.00->5.00; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
,Florida4,Combined,0,2,"[2,1]",false,false,0,8,12,16,true,528,26.634,Z,"[""zero_overlap""]","[""V3x4_5x2_1x1"",""V3x4_5x1""]","[""V2x2_5x1"",""V2x2_5x2"",""V2x4_5x3_1x1""]","[""596"",""641"",""659""]",1.15,1.0,stable=4.400*1.90->8.36; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; vt_only=4.600*1.00->4.60; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.15,validation_report.json
,Indiana4,Midday,0,5,"[5,4,3,2,1]",false,false,0,8,12,20,true,611,31.4,Z,"[""zero_overlap""]","[""V2x4_4x2_3x1"",""V2x2_4x2_3x1"",""V4x2_2x1_3x1""]","[""V2x2_4x1_5x1"",""V2x2_4x2_3x1"",""V2x4_4x2_3x1""]","[""367"",""416"",""164""]",1.0,1.0,stable=8.000*1.90->15.20; hot=1.000*0.40->0.40; superhot=1.000*0.60->0.60; mask_drop=1.000*0.80->0.80; mirror=1.000*0.60->0.60; doubles=1.000*0.40->0.40; recency_lane=1.200*1.50->1.80; vt_only=5.200*1.00->5.20; vt_lane_rescue=0.800*1.20->0.96; winner_lane_rescue=1.600*2.50->4.00; straight_lane=1.800*0.80->1.44; section_prior=1.00,validation_report.json
