state,analyzer_label,analyzer_json,picked_html,combined_overlap_count,combined_overlap_tokens,combined_hot,combined_superhot,combined_consensus_col1,combined_consensus_col2,combined_stable_columns,combined_mask_drop,combined_reduction_hits,combined_mirror_supported,combined_double_hits,combined_analyzer_top_straights,midday_overlap_count,midday_overlap_tokens,midday_hot,midday_superhot,midday_consensus_col1,midday_consensus_col2,midday_stable_columns,midday_mask_drop,midday_reduction_hits,midday_mirror_supported,midday_double_hits,midday_analyzer_top_straights,evening_overlap_count,evening_overlap_tokens,evening_hot,evening_superhot,evening_consensus_col1,evening_consensus_col2,evening_stable_columns,evening_mask_drop,evening_reduction_hits,evening_mirror_supported,evening_double_hits,evening_analyzer_top_straights
Connecticut4,primary,data/outputs/analysis/vtrac/Connecticut4/Connecticut4_vtrac_enhanced_20260105_071323.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,12,107,6,330,683;836;386;164;641;183,0,,8,12,0,0,5;4;3;2;1,11,93,8,291,683;836;386;183;138;813,0,,8,12,0,0,4;3;2;1,13,108,7,357,683;836;386;164;641;183
Delaware4,primary,data/outputs/analysis/vtrac/Delaware4/Delaware4_vtrac_enhanced_20260105_071324.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,18,172,26,726,194;941;924;934;984;241,0,,8,12,0,0,5;4;3;2;1,13,187,14,569,194;941;934;984;193;834,0,,8,12,0,0,4;3;2;1,9,178,12,648,194;941;924;934;984;241
Florida4,primary,data/outputs/analysis/vtrac/Florida4/Florida4_vtrac_enhanced_20260105_071325.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,16,140,15,528,596;641;659;186;645;681,0,,8,12,0,0,5;4;3;2;1,16,167,19,407,596;659;018;186;645;681,0,,8,12,0,0,4;3;2;1,19,177,25,387,596;659;018;186;645;681
Indiana4,primary,data/outputs/analysis/vtrac/Indiana4/Indiana4_vtrac_enhanced_20260105_071326.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,15,154,13,528,367;637;736;673;362;263,0,,8,12,0,0,5;4;3;2;1,20,200,18,611,367;416;164;637;614;736,0,,8,12,0,0,4;3;2;1,17,187,16,515,416;164;614;196;906;617
Michigan4,primary,data/outputs/analysis/vtrac/Michigan4/Michigan4_vtrac_enhanced_20260105_071327.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,12,134,5,347,386;683;183;813;138;836,0,,8,12,0,0,5;4;3;2;1,12,123,8,419,386;683;183;813;138;836,0,,8,12,0,0,4;3;2;1,10,102,8,360,386;683;183;813;138;836
NewJersey4,primary,data/outputs/analysis/vtrac/NewJersey4/NewJersey4_vtrac_enhanced_20260105_071327.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,11,142,20,500,983;938;987;908;387;837,0,,8,12,0,0,5;4;3;2;1,9,106,13,278,387;837;086;068;680;865,0,,8,12,0,0,4;3;2;1,11,142,12,405,983;938;987;908;387;837
NewYork4,primary,data/outputs/analysis/vtrac/NewYork4/NewYork4_vtrac_enhanced_20260105_071328.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,15,178,8,614,847;798;248;298;792;487,0,,8,12,0,0,5;4;3;2;1,14,176,7,605,847;798;248;298;792;487,0,,8,12,0,0,4;3;2;1,13,157,8,647,847;798;248;298;792;487
NorthCarolina4,primary,data/outputs/analysis/vtrac/NorthCarolina4/NorthCarolina4_vtrac_enhanced_20260105_071329.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,11,146,17,718,093;203;290;038;083;032,0,,8,12,0,0,5;4;3;2;1,11,136,23,724,093;932;290;038;083;098,0,,8,12,0,0,4;3;2;1,11,146,23,745,093;932;203;290;038;083
Ohio4,primary,data/outputs/analysis/vtrac/Ohio4/Ohio4_vtrac_enhanced_20260105_071330.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,12,135,5,351,067;705;906;052;507;520,0,,8,12,0,0,5;4;3;2;1,13,108,9,448,067;705;906;052;507;520,0,,8,12,0,0,4;3;2;1,14,147,5,343,067;906;670;506;206;625
OntarioCanada4,primary,data/outputs/analysis/vtrac/OntarioCanada4/OntarioCanada4_vtrac_enhanced_20260105_071330.json,reports/stable/winners_by_date/2026-01-02/Virginia4/Virginia4_vtrac7_winner_765_20260105_070931.html,0,,8,12,0,0,2;1,13,218,6,492,681;186;138;831;386;836,0,,8,12,0,0,5;4;3;2;1,14,207,10,474,681;186;138;831;386;836,0,,8,12,0,0,4;3;2;1,13,211,8,486,681;186;138;831;386;836
