state,analyzer_label,analyzer_json,picked_html,combined_overlap_count,combined_overlap_tokens,combined_hot,combined_superhot,combined_consensus_col1,combined_consensus_col2,combined_stable_columns,combined_mask_drop,combined_reduction_hits,combined_mirror_supported,combined_double_hits,combined_analyzer_top_straights,midday_overlap_count,midday_overlap_tokens,midday_hot,midday_superhot,midday_consensus_col1,midday_consensus_col2,midday_stable_columns,midday_mask_drop,midday_reduction_hits,midday_mirror_supported,midday_double_hits,midday_analyzer_top_straights,evening_overlap_count,evening_overlap_tokens,evening_hot,evening_superhot,evening_consensus_col1,evening_consensus_col2,evening_stable_columns,evening_mask_drop,evening_reduction_hits,evening_mirror_supported,evening_double_hits,evening_analyzer_top_straights
Connecticut4,primary,data/outputs/analysis/vtrac/Connecticut4/Connecticut4_vtrac_enhanced_20260105_051458.json,reports/stable/winners_by_date/2025-12-30/Connecticut4/Connecticut4_vtrac22_winner_467_20260105_051146.html,3,V1x1_2x1_5x1;V1x2_2x1;V1x2_5x2_2x1,8,12,0,0,5;4;3;2;1,8,203,5,389,540;045;054;590;059;504,2,V1x1_4x1_5x1;V1x2_4x1_5x1,8,12,0,0,3;2;1,10,212,7,440,540;045;054;590;059;504,2,V2x2_1x1;V2x2_1x1_3x1,8,12,0,0,3;2;1,10,219,5,418,540;045;054;590;059;504
Delaware4,primary,data/outputs/analysis/vtrac/Delaware4/Delaware4_vtrac_enhanced_20260105_051458.json,reports/stable/winners_by_date/2025-12-30/Delaware4/Delaware4_vtrac8_winner_563_20260105_051150.html,1,V5x2_2x1_3x1,8,12,0,0,2;1,23,198,23,525,417;924;714;471;174;719,2,V1x2_3x1;V1x3,8,12,0,0,2;1,24,206,26,502,417;924;714;471;174;087,5,V2x2_3x1_4x1;V2x2_3x2_4x2;V2x2_4x2_3x1;V4x3_2x2_3x2;V4x4_2x3_3x2,8,12,0,0,6;5;4;3;2;1,15,163,15,401,417;924;714;471;174;719
Florida4,primary,data/outputs/analysis/vtrac/Florida4/Florida4_vtrac_enhanced_20260105_051459.json,reports/stable/winners_by_date/2025-12-30/Florida4/Florida4_vtrac11_winner_870_20260105_051153.html,3,V2x2_3x2;V2x2_3x2_4x1;V3x3_2x2_4x1,8,12,0,0,4;3;2;1,7,48,18,534,867;687;817;037;186;371,1,V4x2_2x1_3x1,8,12,0,0,2;1,8,54,22,545,867;687;817;037;186;371,4,V3x2_1x1;V3x2_1x1_4x1;V3x2_4x1;V3x2_4x2_1x1,8,12,0,0,4;3;2;1,5,34,16,604,867;687;817;037;186;371
Indiana4,primary,data/outputs/analysis/vtrac/Indiana4/Indiana4_vtrac_enhanced_20260105_051500.json,reports/stable/winners_by_date/2025-12-30/Indiana4/Indiana4_vtrac7_winner_512_20260105_051155.html,2,V1x2_2x2_3x2;V3x2_2x1,8,12,0,0,4;3;2;1,18,202,19,413,086;206;680;068;602;906,1,V2x2_4x2_1x1,8,12,0,0,4;3;2;1,20,192,22,433,086;206;680;068;602;290,3,V2x3_5x1;V2x4_1x1_5x1;V2x4_1x2_5x1,8,12,0,0,4;3;2;1,21,202,21,346,086;206;680;068;602;906
Michigan4,primary,data/outputs/analysis/vtrac/Michigan4/Michigan4_vtrac_enhanced_20260105_051501.json,reports/stable/winners_by_date/2025-12-30/Michigan4/Michigan4_vtrac22_winner_214_20260105_051158.html,5,V2x2_1x1_4x1;V2x3_1x1_4x1;V2x4_4x2_1x1;V2x4_4x3_1x1;V2x4_4x4_1x2,8,12,0,0,5;4;3;2;1,13,45,16,839,386;683;136;183;681;631,2,V1x1_2x1_3x1;V1x2_3x1,8,12,0,0,2;1,17,53,23,688,386;683;183;513;153;365,5,V1x2_2x2_4x2;V1x2_4x2_2x1;V1x3_4x3_2x2;V1x4_4x3_2x2;V4x3_1x2_2x2,8,12,0,0,6;5;4;3;2;1,17,50,25,1000,386;683;136;183;681;631
NewJersey4,primary,data/outputs/analysis/vtrac/NewJersey4/NewJersey4_vtrac_enhanced_20260105_051501.json,reports/stable/winners_by_date/2025-12-30/NewJersey4/NewJersey4_vtrac8_winner_356_20260105_051202.html,2,V5x3_3x2;V5x3_3x2_2x1,8,12,0,0,4;3;2;1,16,135,28,348,201;932;923;102;125;293,2,V2x2_3x1_4x1;V2x3_3x1_4x1,8,12,0,0,2;1,14,143,21,249,201;932;923;102;125;293,2,V3x1_4x1_5x1;V4x2_3x1_5x1,8,12,0,0,4;3;2;1,11,106,16,212,932;923;293;234;324;520
NewYork4,primary,data/outputs/analysis/vtrac/NewYork4/NewYork4_vtrac_enhanced_20260105_051502.json,reports/stable/winners_by_date/2025-12-30/NewYork4/NewYork4_vtrac21_winner_132_20260105_051204.html,3,V3x3;V3x4;V3x4_1x1_4x1,8,12,0,0,4;3;2;1,10,140,8,310,257;752;027;072;207;702,5,V2x2_1x1;V2x3;V2x3_5x1;V2x3_5x2;V2x4_5x2,8,12,0,0,5;4;3;2;1,11,218,4,393,257;752;027;072;207;702,3,V3x2_4x1;V3x2_4x1_5x1;V4x3_3x2_5x1,8,12,0,0,3;2;1,13,246,5,425,257;752;027;072;207;702
NorthCarolina4,primary,data/outputs/analysis/vtrac/NorthCarolina4/NorthCarolina4_vtrac_enhanced_20260105_051503.json,reports/stable/winners_by_date/2025-12-30/NorthCarolina4/NorthCarolina4_vtrac30_winner_879_20260105_051207.html,2,V1x2_4x1_5x1;V1x3_4x2_5x1,8,12,0,0,5;4;3;2;1,16,209,17,490,034;240;501;105;506;015,1,V3x2_1x1_5x1,8,12,0,0,1,19,225,19,522,034;240;501;105;506;015,4,V1x4;V1x4_2x1;V1x4_2x2;V1x4_2x2_3x2,8,12,0,0,5;4;3;2;1,18,225,16,531,240;501;105;506;015;605
Ohio4,primary,data/outputs/analysis/vtrac/Ohio4/Ohio4_vtrac_enhanced_20260105_051504.json,reports/stable/winners_by_date/2025-12-30/Ohio4/Ohio4_vtrac27_winner_327_20260105_051209.html,4,V1x1_2x1_3x1;V1x2_3x1;V3x2_1x1_2x1;V3x3_2x2_1x1,8,12,0,0,4;3;2;1,13,130,8,565,067;567;765;675;026;625,3,V1x2_3x1;V1x2_3x2_5x2;V3x2_1x1,8,12,0,0,4;3;2;1,14,132,9,577,067;567;765;675;026;625,4,V1x2_5x1;V5x2_2x1;V5x3_2x1_3x1;V5x3_2x2_3x1,8,12,0,0,5;4;3;2;1,13,128,7,532,067;567;765;675;026;625
OntarioCanada4,primary,data/outputs/analysis/vtrac/OntarioCanada4/OntarioCanada4_vtrac_enhanced_20260105_051505.json,reports/stable/winners_by_date/2025-12-30/OntarioCanada4/OntarioCanada4_vtrac27_winner_372_20260105_051211.html,0,,8,12,0,0,,21,137,23,561,172;267;271;217;216;712,5,V2x2_3x2;V2x2_3x2_1x1;V3x2_1x1;V3x2_2x1;V3x3_2x2_1x1,8,12,0,0,5;4;3;2;1,14,126,15,540,172;267;271;217;216;712,6,V2x2_5x1;V2x2_5x2;V2x3_5x3;V2x4_5x3;V2x4_5x3_3x2;V5x3_2x2,8,12,0,0,6;5;4;3;2;1,20,150,21,524,172;267;271;217;216;712
Pennsylvania4,primary,data/outputs/analysis/vtrac/Pennsylvania4/Pennsylvania4_vtrac_enhanced_20260105_051505.json,reports/stable/winners_by_date/2025-12-30/Pennsylvania4/Pennsylvania4_vtrac21_winner_173_20260105_051212.html,3,V3x2_4x2_2x1;V3x3_4x3_2x1;V4x3_3x2_2x1,8,12,0,0,5;4;3;2;1,13,121,19,528,183;138;387;813;817;837,2,V1x1_3x1_4x1;V4x2_3x1_5x1,8,12,0,0,3;2;1,12,116,22,451,183;138;387;813;793;817,2,V2x2_4x2;V2x2_4x2_3x1,8,12,0,0,3;2;1,14,114,20,512,183;138;387;813;817;837
PuertoRico4,primary,data/outputs/analysis/vtrac/PuertoRico4/PuertoRico4_vtrac_enhanced_20260105_051506.json,reports/stable/winners_by_date/2025-12-30/PuertoRico4/PuertoRico4_vtrac24_winner_643_20260105_051216.html,1,V2x2_4x1_5x1,8,12,0,0,2;1,13,224,16,462,834;534;438;583;345;413,4,V1x2_4x2_5x2;V4x3_1x2_5x2;V4x3_5x3_1x2;V5x2_1x1_4x1,8,12,0,0,4;3;2;1,20,251,25,555,834;534;438;583;345;413,3,V2x1_3x1_5x1;V5x3_2x1_3x1;V5x4_3x2_2x1,8,12,0,0,4;3;2;1,13,152,16,342,534;345;543;548;584;845
SouthCarolina4,primary,data/outputs/analysis/vtrac/SouthCarolina4/SouthCarolina4_vtrac_enhanced_20260105_051507.json,reports/stable/winners_by_date/2025-12-30/SouthCarolina4/SouthCarolina4_vtrac22_winner_976_20260105_051219.html,1,V2x1_4x1_5x1,8,12,0,0,2;1,23,208,24,501,506;605;065;938;893;983,3,V1x2_2x1;V1x2_2x2;V1x2_2x2_5x2,8,12,0,0,4;3;2;1,21,157,23,513,506;605;065;938;893;983,3,V2x1_4x1_5x1;V2x2_4x1_5x1;V2x2_4x2_5x2,8,12,0,0,4;3;2;1,20,183,22,525,506;605;065;938;893;983
Virginia4,primary,data/outputs/analysis/vtrac/Virginia4/Virginia4_vtrac_enhanced_20260105_051508.json,reports/stable/winners_by_date/2025-12-30/Virginia4/Virginia4_vtrac2_winner_100_20260105_051221.html,2,V2x2_3x2;V2x2_3x2_4x1,8,12,0,0,2;1,17,164,22,642,137;937;613;193;913;136,2,V2x3_4x2;V2x3_4x2_1x1,8,12,0,0,3;2;1,16,169,15,442,613;193;913;136;936;963,1,V3x2_2x1_5x1,8,12,0,0,1,22,215,30,834,137;937;613;193;913;136
