section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why
Midday,Set1,Draw1,1,008,straight,30.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,1.0,008,4.0,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Midday,Set1,Draw2,1,008,straight,30.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,1.0,008,4.0,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw1,1,008,straight,30.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,1.0,008,4.0,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw2,1,008,straight,30.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,1.0,008,4.0,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Midday,Set2,Draw1,1,004,straight,29.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,2.0,004,4.0,straight|cov4|span2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Combined,Set2,Draw1,1,004,straight,29.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,2.0,004,4.0,straight|cov4|span2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Midday,Set3,Draw1,1,004,straight,28.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,1.0,004,4.0,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Combined,Set3,Draw1,1,004,straight,28.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,1.0,004,4.0,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Combined,Set1,Draw4,1,002799,boxed,28.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3.0,0.0,4.0,700992,2.0,boxed|cov4|span4|vstr2|mirror|hot2|dom_last|perm3
Combined,Set1,Draw5,1,0024799,boxed,28.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3.0,0.0,3.0,7009924,2.0,boxed|cov4|span3|vstr2|mirror|hot2|dom_last|perm3
Evening,Set1,Draw4,1,002799,boxed,28.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3.0,0.0,4.0,700992,2.0,boxed|cov4|span4|vstr2|mirror|hot2|dom_last|perm3
Evening,Set1,Draw5,1,0024799,boxed,28.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3.0,0.0,3.0,7009924,2.0,boxed|cov4|span3|vstr2|mirror|hot2|dom_last|perm3
Combined,Set2,Draw1,1,000,straight,27.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,1.0,000,4.0,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Combined,Set2,Draw1,1,000,straight,27.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,1.0,000,4.0,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
