section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,why
Midday,Set1,Draw2,4,6678,straight,10.0,R2,False,False,False,False,False,False,False,False,False,1,1.0,0.0,3.0,8667,1.0,21.0,straight|cov1|hp_repeat3|hot1
Midday,Set1,Draw2,6,346688,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,668834,1.0,24.0,straight|cov1|mirror
Midday,Set1,Draw2,6,347788,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,883477,1.0,30.0,straight|cov1|mirror
Midday,Set1,Draw2,5,367788,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,688377,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw2,5,137788,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,883771,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw2,5,113778,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,837711,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw2,4,13678,straight,10.0,R4,True,False,False,False,False,False,False,False,False,1,1.0,0.0,1.0,68371,1.0,21.0,straight|cov1|mirror|hot1
Midday,Set1,Draw2,4,378,straight,10.0,R4,True,False,False,False,False,False,False,False,False,1,1.0,0.0,3.0,837,1.0,29.0,straight|cov1|hp_repeat3|mirror|hot1
Midday,Set1,Draw2,4,1378,straight,10.0,R4,True,False,False,False,False,False,False,False,False,1,1.0,0.0,2.0,8371,1.0,21.0,straight|cov1|hp_repeat2|mirror|hot1
Midday,Set1,Draw2,6,16688,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,66881,1.0,18.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw2,6,11688,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,68811,1.0,18.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw2,6,117788,straight,10.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,881177,1.0,21.0,straight|cov1|hp_repeat2
Midday,Set1,Draw2,6,01177,boxed,10.0,"R6,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,11770,1.0,7.0,boxed|cov2|hp_repeat2|perm2
Midday,Set1,Draw2,5,16688,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,66881,1.0,18.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw2,5,11688,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,68811,1.0,18.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw2,5,117788,straight,10.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,881177,1.0,21.0,straight|cov1|hp_repeat2
Midday,Set1,Draw2,5,01177,boxed,10.0,"R6,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,11770,1.0,7.0,boxed|cov2|hp_repeat2|perm2
Midday,Set1,Draw2,4,11668,straight,10.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,1.0,66811,1.0,18.0,straight|cov1|mirror|hot1
Midday,Set1,Draw2,4,11678,straight,10.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,1.0,68117,1.0,21.0,straight|cov1|mirror|hot1
Midday,Set1,Draw2,4,118,boxed,10.0,"R6,R8",False,False,False,False,False,False,False,False,False,1,2.0,0.0,3.0,811,1.0,18.0,boxed|cov2|hp_repeat3|hot1|perm2
Midday,Set1,Draw2,6,236688,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,883662,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw2,6,3668,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,8366,1.0,23.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw2,5,3668,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,8366,1.0,23.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw3,5,001135,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,500113,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw3,5,001,straight,10.0,"R2,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,1.0,001,2.0,2.0,straight|cov2|vstr2
Midday,Set1,Draw3,5,001138,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,001138,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw3,5,01138,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,01138,1.0,8.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw3,5,11388,boxed,10.0,"R2,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,11388,1.0,23.0,boxed|cov2|mirror|perm2
Midday,Set1,Draw3,5,13688,boxed,10.0,"R2,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,13886,1.0,23.0,boxed|cov2|mirror|perm2
Midday,Set1,Draw3,4,015,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,501,1.0,2.0,straight|cov1|hp_repeat4|mirror
Midday,Set1,Draw3,4,011358,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,501138,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw3,4,1138,boxed,10.0,"R2,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,1138,1.0,18.0,boxed|cov2|hp_repeat2|mirror|perm2
Midday,Set1,Draw3,4,11368,boxed,10.0,"R2,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,11386,1.0,18.0,boxed|cov2|mirror|perm2
Midday,Set1,Draw3,4,138,boxed,10.0,"R2,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,3.0,138,1.0,23.0,boxed|cov2|hp_repeat3|mirror|perm2
Midday,Set1,Draw3,4,13668,boxed,10.0,"R2,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,13866,1.0,18.0,boxed|cov2|mirror|perm2
Midday,Set1,Draw3,4,36678,boxed,10.0,"R2,R4",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,38667,1.0,21.0,boxed|cov2|mirror|perm2
Midday,Set1,Draw3,3,0138,boxed,10.0,"R2,R8",True,False,False,False,False,False,False,False,False,1,2.0,0.0,1.0,0138,1.0,8.0,boxed|cov2|mirror|hot1|perm2
Midday,Set1,Draw3,5,005668,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,500668,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw3,5,036688,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,066883,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw3,5,367788,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,688377,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw3,5,137788,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,883771,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw3,5,113778,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,837711,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw3,4,035668,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,506683,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw3,4,113678,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,683711,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw3,3,03578,straight,10.0,R4,True,False,False,False,False,False,False,False,False,1,1.0,0.0,1.0,50837,1.0,11.0,straight|cov1|mirror|hot1
Midday,Set1,Draw3,2,058,straight,10.0,R4,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,508,1.0,4.0,straight|cov1|hp_repeat2|mirror|hot2
Midday,Set1,Draw3,2,0578,straight,10.0,R4,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,5087,1.0,11.0,straight|cov1|mirror|hot2
Midday,Set1,Draw3,5,116688,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,668811,1.0,18.0,straight|cov1|mirror
Midday,Set1,Draw3,5,116788,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,688117,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw3,5,001177,boxed,10.0,"R6,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,117700,1.0,7.0,boxed|cov2|perm2
Midday,Set1,Draw3,5,001577,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,177005,1.0,7.0,straight|cov1|mirror
Midday,Set1,Draw3,5,077,straight,10.0,"R6,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,1.0,770,2.0,10.0,straight|cov2|vstr2
Midday,Set1,Draw3,5,003577,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,770053,1.0,11.0,straight|cov1|mirror
Midday,Set1,Draw3,5,007,straight,10.0,"R6,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,1.0,700,2.0,3.0,straight|cov2|vstr2
Midday,Set1,Draw3,4,116678,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,668117,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw3,4,017,boxed,10.0,"R6,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,4.0,170,1.0,7.0,boxed|cov2|hp_repeat4|perm2
Midday,Set1,Draw3,4,057,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,705,1.0,3.0,straight|cov1|hp_repeat4|mirror
Midday,Set1,Draw3,3,0357,straight,10.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,2.0,7053,1.0,11.0,straight|cov1|hp_repeat2|mirror|hot1
Midday,Set1,Draw3,3,035,straight,10.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,3.0,053,1.0,4.0,straight|cov1|hp_repeat3|mirror|hot1
Midday,Set1,Draw3,5,356688,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,883665,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw3,5,35668,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,83665,1.0,8.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw3,4,135668,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,183665,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw3,4,35668,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,83665,1.0,8.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw4,4,4599,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,5994,1.0,15.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw4,4,0499,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,9940,1.0,15.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw4,4,011499,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,994011,1.0,9.0,straight|cov1|mirror
Midday,Set1,Draw4,4,0149,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,9401,1.0,9.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw4,4,011,straight,10.0,"R2,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,1.0,011,2.0,6.0,straight|cov2|vstr2
Midday,Set1,Draw4,4,011368,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,011386,1.0,8.0,straight|cov1|mirror
Midday,Set1,Draw4,4,113668,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,113866,1.0,18.0,straight|cov1|mirror
Midday,Set1,Draw4,4,136678,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,138667,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw4,3,4599,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,5994,1.0,15.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw4,3,0499,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,9940,1.0,15.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw4,3,0149,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,9401,1.0,9.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw4,2,014,straight,10.0,R2,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,401,1.0,9.0,straight|cov1|hp_repeat3|hot2
Midday,Set1,Draw4,2,178,boxed,10.0,"R2,R6",False,False,False,False,False,False,False,False,False,2,2.0,0.0,2.0,187,1.0,21.0,boxed|cov2|hp_repeat2|hot2|perm2
Midday,Set1,Draw4,4,056699,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,599066,1.0,9.0,straight|cov1|mirror
Midday,Set1,Draw4,4,34668,boxed,10.0,"R4,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,66834,1.0,24.0,boxed|cov2|mirror|perm2
Midday,Set1,Draw4,3,05899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,59908,1.0,14.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw4,3,035899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,599083,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw4,3,034899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,990834,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw4,2,0899,straight,10.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,9908,1.0,14.0,straight|cov1|hp_repeat2|hot2
Midday,Set1,Draw4,2,0489,straight,10.0,R4,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,9084,1.0,14.0,straight|cov1|mirror|hot2
Midday,Set1,Draw4,2,147,straight,10.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,471,1.0,22.0,straight|cov1|hp_repeat3|hot2
Midday,Set1,Draw4,1,079,straight,10.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,907,1.0,12.0,straight|cov1|hot2
Midday,Set1,Draw4,4,116678,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,668117,1.0,21.0,straight|cov1|mirror
Midday,Set1,Draw4,4,017,boxed,10.0,"R6,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,4.0,170,1.0,7.0,boxed|cov2|hp_repeat4|perm2
Midday,Set1,Draw4,4,057,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,705,1.0,3.0,straight|cov1|hp_repeat4|mirror
Midday,Set1,Draw4,4,059,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,059,1.0,5.0,straight|cov1|hp_repeat4|mirror
Midday,Set1,Draw4,4,03599,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,05993,1.0,14.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw4,4,34599,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,59934,1.0,14.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw4,3,017,boxed,10.0,"R6,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,4.0,170,1.0,7.0,boxed|cov2|hp_repeat4|perm2
Midday,Set1,Draw4,3,057,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,705,1.0,3.0,straight|cov1|hp_repeat4|mirror
Midday,Set1,Draw4,3,059,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,059,1.0,5.0,straight|cov1|hp_repeat4|mirror
Midday,Set1,Draw4,3,03599,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,05993,1.0,14.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw4,3,34599,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,59934,1.0,14.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw4,4,113899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,119983,1.0,24.0,straight|cov1|mirror
Midday,Set1,Draw4,4,13899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,19983,1.0,24.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw4,4,136899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,199836,1.0,24.0,straight|cov1|mirror
Midday,Set1,Draw4,4,366899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,998366,1.0,24.0,straight|cov1|mirror
Midday,Set1,Draw4,4,346689,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,983664,1.0,24.0,straight|cov1|mirror
Midday,Set1,Draw4,3,13899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,19983,1.0,24.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw4,3,134899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,199834,1.0,24.0,straight|cov1|mirror
Midday,Set1,Draw4,3,345899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,998345,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw4,2,019,straight,10.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,019,1.0,9.0,straight|cov1|hp_repeat3|hot2
Midday,Set1,Draw4,2,899,straight,10.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,998,1.0,34.0,straight|cov1|hp_repeat3|hot2
Midday,Set1,Draw4,2,4899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,9984,1.0,34.0,straight|cov1|mirror|hot2
Midday,Set1,Draw4,2,4589,straight,10.0,R8,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,9845,1.0,14.0,straight|cov1|mirror|hot2
Midday,Set1,Draw5,3,45599,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,55994,1.0,15.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw5,3,04599,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,59940,1.0,15.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw5,3,01499,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,99401,1.0,9.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw5,2,499,straight,10.0,R2,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,994,1.0,35.0,straight|cov1|hp_repeat2|mirror|hot2
Midday,Set1,Draw5,2,049,straight,10.0,R2,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,940,1.0,15.0,straight|cov1|hp_repeat2|mirror|hot2
Midday,Set1,Draw5,2,0138,straight,10.0,R2,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,0138,1.0,8.0,straight|cov1|mirror|hot2
Midday,Set1,Draw5,2,1378,straight,10.0,R2,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,1387,1.0,21.0,straight|cov1|mirror|hot2
Midday,Set1,Draw5,2,378,straight,10.0,R2,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,387,1.0,29.0,straight|cov1|hp_repeat2|mirror|hot2
Midday,Set1,Draw5,3,0599,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,5990,1.0,5.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw5,3,05899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,59908,1.0,14.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw5,3,03899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,99083,1.0,14.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw5,3,033899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,990833,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw5,3,033489,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,908334,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw5,2,099,straight,10.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,990,1.0,15.0,straight|cov1|hp_repeat3|hot2
Midday,Set1,Draw5,2,0899,straight,10.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,9908,1.0,14.0,straight|cov1|hp_repeat2|hot2
Midday,Set1,Draw5,2,038,straight,10.0,R4,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,083,1.0,13.0,straight|cov1|hp_repeat2|mirror|hot2
Midday,Set1,Draw5,2,0348,straight,10.0,R4,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,0834,1.0,14.0,straight|cov1|mirror|hot2
Midday,Set1,Draw5,2,3478,straight,10.0,R4,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,8347,1.0,30.0,straight|cov1|mirror|hot2
Midday,Set1,Draw5,1,079,straight,10.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,907,1.0,12.0,straight|cov1|hot2
Midday,Set1,Draw5,3,0157,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,1705,1.0,7.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw5,3,0557,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,7055,1.0,3.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw5,3,0559,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,0559,1.0,5.0,straight|cov1|hp_repeat3|mirror
Midday,Set1,Draw5,3,334599,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,599334,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw5,2,3599,straight,10.0,R6,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,5993,1.0,14.0,straight|cov1|hp_repeat2|hot2
Midday,Set1,Draw5,2,3499,straight,10.0,R6,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,9934,1.0,34.0,straight|cov1|mirror|hot2
Midday,Set1,Draw5,3,13899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,19983,1.0,24.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw5,3,133899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,199833,1.0,24.0,straight|cov1|mirror
Midday,Set1,Draw5,3,334899,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,998334,1.0,33.0,straight|cov1|mirror
Midday,Set1,Draw5,3,334589,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,983345,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw5,3,334558,straight,10.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,833455,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw5,2,019,straight,10.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,019,1.0,9.0,straight|cov1|hp_repeat3|hot2
Midday,Set1,Draw5,2,199,straight,10.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,199,1.0,25.0,straight|cov1|hp_repeat3|hot2
Midday,Set1,Draw5,2,1899,straight,10.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,1998,1.0,24.0,straight|cov1|hp_repeat2|hot2
Midday,Set1,Draw5,2,389,straight,10.0,R8,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,983,1.0,33.0,straight|cov1|hp_repeat2|mirror|hot2
Midday,Set1,Draw5,2,3489,straight,10.0,R8,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,9834,1.0,33.0,straight|cov1|mirror|hot2
Midday,Set1,Draw5,2,3458,straight,10.0,R8,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,8345,1.0,14.0,straight|cov1|mirror|hot2
Midday,Set1,Draw5,2,3455,straight,10.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,3455,1.0,14.0,straight|cov1|hp_repeat2|hot2
Midday,Set1,Draw6,2,25599,boxed,10.0,"R2,R4",False,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,55992,1.0,12.0,boxed|cov2|hp_repeat2|perm2
Midday,Set1,Draw6,2,22499,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,99224,1.0,31.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw6,2,224499,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,992244,1.0,31.0,straight|cov1|mirror
Midday,Set1,Draw6,2,022449,straight,10.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,922440,1.0,12.0,straight|cov1|mirror
Midday,Set1,Draw6,2,055899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,559908,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw6,2,035899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,599083,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw6,2,034899,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,990834,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw6,2,034489,straight,10.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,908344,1.0,14.0,straight|cov1|mirror
Midday,Set1,Draw6,1,2255,straight,10.0,R4,False,False,False,False,False,False,False,False,False,1,1.0,0.0,2.0,2255,1.0,10.0,straight|cov1|hp_repeat2|hot1
Midday,Set1,Draw6,1,2559,straight,10.0,R4,False,False,False,False,False,False,False,False,False,1,1.0,0.0,2.0,2559,1.0,12.0,straight|cov1|hp_repeat2|hot1
Midday,Set1,Draw6,1,0499,straight,10.0,R4,True,False,False,False,False,False,False,False,False,1,1.0,0.0,1.0,9904,1.0,15.0,straight|cov1|mirror|hot1
Midday,Set1,Draw6,1,0479,straight,10.0,R4,True,False,False,False,False,False,False,False,False,1,1.0,0.0,1.0,9047,1.0,12.0,straight|cov1|mirror|hot1
Midday,Set1,Draw6,2,01557,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,17055,1.0,7.0,straight|cov1|hp_repeat2|mirror
Midday,Set1,Draw6,2,05579,straight,10.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,70559,1.0,12.0,straight|cov1|hp_repeat2|mirror
