state,date,triad,vt_triad,support_count,hot_hits,superhot_hits,vertical_hits,set1_hits,col1_hits,precol1_hits,vt_straight_hits,vt_only_lane_hits,guard_hits,literal_hits,variant_span,set_span,column_span,score_mean,score_max,evidence_tags
Ohio4,2025-06-21,899,45,72,72,29,4,57,17,29,25,0,1,12,3,3,7,19.965,36.45,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_straight"
Ohio4,2025-06-21,027,133,17,17,14,3,14,8,6,15,2,1,13,3,3,4,23.297,34.75,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-21,112,23,32,32,12,4,21,2,9,17,4,0,13,3,3,7,19.247,33.75,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-21,124,235,22,22,7,2,15,2,12,15,1,0,14,3,3,6,21.902,33.45,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vt_only_lane,vt_straight"
Ohio4,2025-06-21,058,114,29,29,14,4,26,5,6,8,3,0,0,3,3,7,19.034,32.05,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-21,068,124,55,55,21,4,43,10,16,20,5,0,0,3,3,7,18.284,32.05,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-21,457,135,33,33,2,3,22,1,11,20,8,0,12,3,3,7,20.688,31.7,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-21,456,125,57,57,3,4,35,2,9,24,13,0,11,3,3,7,18.881,31.7,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-21,344,45,61,61,18,3,46,3,4,14,14,1,0,3,3,7,16.19,31.55,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-21,236,234,33,33,2,5,20,1,1,14,10,0,3,3,3,7,17.418,31.3,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical5,vt_only_lane,vt_straight"
Ohio4,2025-06-21,267,233,6,6,0,5,2,0,0,4,0,0,4,2,3,3,23.267,31.0,"hot16,hot20,literal_draw,ls_col_42,set1_bonus,straight_lane,vertical1,vertical4,vertical5,vt_straight"
Ohio4,2025-06-21,009,15,54,54,10,4,41,3,16,15,3,0,0,3,3,7,19.319,30.7,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-21,035,114,29,29,14,4,26,5,1,8,8,0,0,3,3,7,18.09,30.55,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-21,135,124,55,55,21,4,43,7,3,20,20,0,0,3,3,7,16.311,30.55,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-21,688,24,32,32,11,4,31,1,17,8,0,0,0,3,2,7,20.138,30.2,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical3,vertical4,vt_straight"
Ohio4,2025-06-21,059,115,50,50,9,4,31,1,17,18,2,0,0,3,3,7,19.678,29.6,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-21,889,45,47,47,15,4,45,1,23,9,0,0,0,3,2,7,19.446,29.6,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_straight"
