section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why,family_id,is_exact_straight
Combined,Set2,Draw1,1,233,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2.0,0.0,7.0,233,2.0,boxed|cov4|span7|vstr2|hot1|dom_last|perm2,29.0,False
Combined,Set3,Draw1,1,337,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2.0,0.0,7.0,337,2.0,boxed|cov4|span7|vstr2|hot1|dom_last|perm2,29.0,False
Evening,Set2,Draw1,1,233,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2.0,0.0,7.0,233,2.0,boxed|cov4|span7|vstr2|hot1|dom_last|perm2,29.0,False
Midday,Set3,Draw1,1,337,boxed,25.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2.0,0.0,7.0,337,2.0,boxed|cov4|span7|vstr2|hot1|dom_last|perm2,29.0,False
Combined,Set1,Draw1,1,337,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2.0,0.0,4.0,337,2.0,boxed|cov4|span4|vstr2|hot2|dom_last|perm2,29.0,False
Combined,Set1,Draw2,1,337,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2.0,0.0,4.0,337,2.0,boxed|cov4|span4|vstr2|hot2|dom_last|perm2,29.0,False
Midday,Set1,Draw1,1,337,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2.0,0.0,4.0,337,2.0,boxed|cov4|span4|vstr2|hot2|dom_last|perm2,29.0,False
Midday,Set1,Draw2,1,337,boxed,24.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2.0,0.0,4.0,337,2.0,boxed|cov4|span4|vstr2|hot2|dom_last|perm2,29.0,False
Combined,Set2,Draw1,1,337,boxed,22.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2.0,0.0,4.0,337,2.0,boxed|cov4|span4|vstr2|hot1|dom_last|perm2,29.0,False
Midday,Set2,Draw1,1,337,boxed,22.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,2.0,0.0,4.0,337,2.0,boxed|cov4|span4|vstr2|hot1|dom_last|perm2,29.0,False
