section,Set,Draw,Column,family_id,rows_cov,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,hot_density,any_straight2,any_straight3,any_consensus,any_dom_last,any_doubles_support,any_vtrac_straight,any_hidden3v,max_persistence_set,max_persistence_draw,persistence_set_count,persistence_draw_run,hidden3v_hits,hot1_count,hot2_count,consensus_hits,top_canonicals,top_modal_orders,fam_cov,fam_hpr,fam_perm,fam_repeat,fam_cons,fam_hot,fam_straight2,fam_straight3,fam_doubles,fam_vtrac,fam_hidden,fam_double_mirror,fam_persistence,fam_section_bonus,fam_progression_bonus,fam_last_remaining_bonus,family_score,best_compound_score,section_count,progression_flag,last_remaining_3v,winner_literal_midday,winner_literal_evening,is_exact_boxed,is_vtrac_boxed,is_exact_straight
Midday,Set1,Draw1,7,28,3,1,0.0,4,0.0,True,True,False,False,False,False,False,1,4,1,4,0,0,0,0,224:1,224:3,6,4,0,0.0,0,0,2,4,0,0,0.0,1,3,4,0,0.0,24.0,34.0,3,False,False,427,397,True,True,True
Combined,Set1,Draw1,7,28,3,1,0.0,1,0.0,True,True,False,False,False,False,False,3,1,3,1,0,0,0,0,224:1;2249:1;229:1,224:3;9224:1;922:1,6,1,0,0.0,0,0,2,4,0,0,0.0,1,4,4,1,0.0,23.0,34.0,3,True,False,427,397,True,True,True
Combined,Set3,Draw1,6,28,3,1,0.0,3,0.0,True,True,False,False,False,False,False,3,1,3,1,0,0,0,0,224:1;2249:1;229:1,224:3;9224:1;922:1,6,3,0,0.0,0,0,2,4,0,0,0.0,1,4,1,1,0.0,22.0,34.0,2,True,False,427,397,True,True,True
Combined,Set3,Draw1,7,28,3,1,0.0,3,0.0,True,True,False,False,False,False,False,3,1,3,1,0,0,0,0,224:1;2249:1;229:1,224:3;9224:1;922:1,6,3,0,0.0,0,0,2,4,0,0,0.0,1,4,1,1,0.0,22.0,34.0,2,True,False,427,397,True,True,True
Midday,Set1,Draw1,5,28,3,1,0.0,4,1.0,True,True,False,False,False,False,False,1,4,1,4,0,1,0,0,224:1,224:3,6,4,0,0.0,0,1,2,4,0,0,0.0,1,3,0,1,0.0,22.0,34.0,1,True,False,427,397,True,True,True
Midday,Set1,Draw1,4,28,3,1,0.0,4,1.0,True,True,False,False,False,False,False,1,4,1,4,0,1,0,0,224:1,224:3,6,4,0,0.0,0,1,2,4,0,0,0.0,1,3,0,1,0.0,22.0,34.0,1,True,False,427,397,True,True,True
Combined,Set2,Draw1,6,30,4,2,0.0,4,0.0,False,False,False,False,False,False,False,3,1,3,1,0,0,0,0,22349:1;2234:1;234:1,92243:1;2243:1;243:1,8,4,1,0.0,0,0,0,0,0,0,0.0,0,4,4,1,0.0,22.0,57.5,3,True,False,427,397,True,True,True
Midday,Set1,Draw3,4,28,4,2,0.0,2,0.0,True,True,False,False,False,False,False,1,4,1,4,0,0,0,0,224:1;229:1;2249:1,224:3;922:1;9224:1,8,2,1,0.0,0,0,2,4,0,0,0.0,1,3,1,0,0.0,22.0,34.0,2,False,False,427,397,True,True,True
Midday,Set1,Draw3,5,28,4,2,0.0,2,0.0,True,True,False,False,False,False,False,1,4,1,4,0,0,0,0,224:1;229:1;2249:1,224:3;922:1;9224:1,8,2,1,0.0,0,0,2,4,0,0,0.0,1,3,1,0,0.0,22.0,34.0,2,False,False,427,397,True,True,True
Combined,Set3,Draw1,5,28,3,1,0.0,3,0.0,True,True,False,False,False,False,False,3,1,3,1,0,0,0,0,224:1;2249:1;229:1,224:3;9224:1;922:1,6,3,0,0.0,0,0,2,4,0,0,0.0,1,4,1,0,0.0,21.0,34.0,2,False,False,427,397,True,True,True
Combined,Set2,Draw1,6,28,3,1,0.0,2,0.0,True,True,False,False,False,False,False,3,1,3,1,0,0,0,0,224:1;2249:1;229:1,224:3;9224:1;922:1,6,2,0,0.0,0,0,2,4,0,0,0.0,1,4,1,1,0.0,21.0,34.0,2,True,False,427,397,True,True,True
Combined,Set2,Draw1,7,28,3,1,0.0,2,0.0,True,True,False,False,False,False,False,3,1,3,1,0,0,0,0,224:1;2249:1;229:1,224:3;9224:1;922:1,6,2,0,0.0,0,0,2,4,0,0,0.0,1,4,1,1,0.0,21.0,34.0,2,True,False,427,397,True,True,True
Evening,Set1,Draw3,3,28,3,1,0.0,3,1.0,True,True,False,False,False,True,False,1,3,1,3,0,1,0,0,224:1,224:3,6,3,0,0.0,0,1,2,4,0,1,0.0,1,2,0,0,0.0,20.0,34.0,1,False,False,427,397,True,True,True
Midday,Set1,Draw2,4,28,3,1,0.0,3,1.0,True,True,False,False,False,False,False,1,4,1,4,0,1,0,0,224:1,224:3,6,3,0,0.0,0,1,2,4,0,0,0.0,1,3,0,0,0.0,20.0,34.0,1,False,False,427,397,True,True,True
Midday,Set1,Draw1,6,28,3,1,0.0,4,0.0,True,True,False,False,False,False,False,1,4,1,4,0,0,0,0,224:1,224:3,6,4,0,0.0,0,0,2,4,0,0,0.0,1,3,0,0,0.0,20.0,34.0,1,False,False,427,397,True,True,True
Combined,Set1,Draw5,2,30,1,1,0.0,2,1.0,False,False,False,False,False,True,False,3,6,3,6,0,0,4,0,234:1;23344:1;2334:1,324:1;33244:1;3324:1,2,2,0,0.0,0,1,0,0,0,1,0.0,0,9,4,0,0.0,19.0,57.5,3,False,False,427,397,True,True,True
Evening,Set1,Draw3,5,28,3,1,0.0,3,0.0,True,True,False,False,False,False,False,1,3,1,3,0,0,0,0,224:1;2249:1;2299:1,224:3;9224:2;9922:2,6,3,0,0.0,0,0,2,4,0,0,0.0,1,2,1,0,0.0,19.0,34.0,2,False,False,427,397,True,True,True
Evening,Set1,Draw3,4,28,3,1,0.0,3,0.0,True,True,False,False,False,False,False,1,3,1,3,0,0,0,0,224:1;2249:1;2299:1,224:3;9224:2;9922:2,6,3,0,0.0,0,0,2,4,0,0,0.0,1,2,1,0,0.0,19.0,34.0,2,False,False,427,397,True,True,True
Midday,Set1,Draw2,5,28,3,1,0.0,3,0.0,True,True,False,False,False,False,False,1,4,1,4,0,0,0,0,224:1,224:3,6,3,0,0.0,0,0,2,4,0,0,0.0,1,3,0,0,0.0,19.0,34.0,1,False,False,427,397,True,True,True
Midday,Set1,Draw2,6,28,3,1,0.0,3,0.0,True,True,False,False,False,False,False,1,4,1,4,0,0,0,0,224:1,224:3,6,3,0,0.0,0,0,2,4,0,0,0.0,1,3,0,0,0.0,19.0,34.0,1,False,False,427,397,True,True,True
Midday,Set1,Draw4,4,28,3,1,0.0,1,0.0,True,True,False,False,False,False,False,1,4,1,4,0,0,0,0,224:1;2244:1;2249:1,224:3;2244:3;9224:1,6,1,0,0.0,0,0,2,4,0,0,0.0,1,3,1,0,0.0,18.0,34.0,2,False,False,427,397,True,True,True
