area,col,degenerate.empty,dr.win_drop_digit,dr.win_drop_exact,dr.win_drop_vtrac,dr.win_exact,dr.win_family_exact,dr.win_family_vtrac,dr.win_final_value,dr.win_step_drop_exact,dr.win_step_drop_vtrac,dr.win_step_exact,dr.win_step_family_exact,dr.win_step_family_vtrac,dr.win_step_vtrac,dr.win_variant,dr.win_vtrac,dr.win_vtrac_local_index,draw,final.canon3,final.len_is1,final.len_is2,final.len_is3,final.value,final_3canon,method,method.agree_count,methods.core_agreement,methods.early_fraction,mode,mode.agree_core,mode.len_delta_abs,mode.only_one,mode.time_to3_delta_abs,perm.count,perm.density,post3_span,pre.core3_hint,pre.mirror_pair,pre.orig_unique,score,sec.consensus_any,sec.consensus_strong,sec.pairwise_jaccard,sec.time_to3_max,sec.time_to3_min,section,sequence.steps_kept,sequence.steps_total,set,set.linger,set.memory_strength,set.repeat_new_box,stability.order_cue,stability.survival_frac3,state,tail.exact_len3,tail.final_len,tail.final_unique,tail.unique2,tail.wobble,terminal.is_3value,terminal.len,terminal.len_is1,terminal.len_is2,terminal.len_is3,terminal.unique,terminal.unique_1,terminal.unique_2,time_to_3,time_to_3_fast,traj.early_terminal,traj.first3,traj.reduction_slope,traj.time_to_3,vtrac.hot_source,vtrac.set,vtrac.v_hot,xcol.agree_count
LS1,7,0,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,1155,0,0,0,5511,1155,A,2,2,0.8333333333333334,own,0,4,0,0,6.0,0.5,1.0,0,1,7,98.96428571428571,0,0,0.39999999999999997,3,2,Midday,5,29,Set3,0,0,0,0.5,0.42857142857142855,SouthCarolina4,0,4,2,1,0,1,4,0,0,0,2,0,1,3,1,1,3,1.75,3,derived_from_DR,12,0.5,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,A,3,3,0.8333333333333334,combined,0,4,0,0,0.0,0.0,5.0,0,1,7,100.0,0,0,0.3,3,3,Midday,8,9,Set3,0,0,0,0.25,0.42857142857142855,SouthCarolina4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.5714285714285714,3,derived_from_DR,,0.0,2
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,B,2,2,0.8333333333333334,own,0,0,0,1,0.0,0.0,2.0,0,1,7,86.40952380952379,0,0,0.16666666666666666,3,2,Midday,6,6,Set3,0,0,0,0.3333333333333333,0.2857142857142857,SouthCarolina4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,2.2,3,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,B,3,3,0.8333333333333334,combined,0,0,0,1,0.0,0.0,3.0,0,1,7,100.0,0,0,0.27777777777777773,3,2,Midday,6,6,Set3,0,0,0,0.3333333333333333,0.2857142857142857,SouthCarolina4,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,2.2,2,derived_from_DR,,0.0,1
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,C,2,2,0.8333333333333334,own,1,0,0,0,0.0,0.0,2.0,0,1,7,100.0,0,0,0.25,2,1,Midday,4,4,Set3,0,0,0,0.5,0.2857142857142857,SouthCarolina4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3.6666666666666665,1,derived_from_DR,,0.0,2
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,C,3,3,0.8333333333333334,combined,1,0,0,0,0.0,0.0,3.0,0,1,7,100.0,0,0,0.25,3,1,Midday,4,5,Set3,0,0,0,0.5,0.2857142857142857,SouthCarolina4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3.6666666666666665,1,derived_from_DR,,0.0,2
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,D,2,2,0.8333333333333334,own,0,0,0,1,0.0,0.0,2.0,0,1,7,64.17142857142856,0,0,0.0,3,2,Midday,6,6,Set3,0,0,0,0.5,0.14285714285714285,SouthCarolina4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,3,2.2,3,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,D,3,3,0.8333333333333334,combined,0,0,0,1,0.0,0.0,2.0,0,1,7,100.0,0,0,0.6666666666666666,3,2,Midday,5,5,Set3,0,0,0,0.3333333333333333,0.42857142857142855,SouthCarolina4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,2.75,2,derived_from_DR,,0.0,1
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,E,2,2,0.8333333333333334,own,0,0,0,1,0.0,0.0,6.0,0,1,7,60.25595238095238,0,0,0.2333333333333333,4,3,Midday,9,11,Set3,0,0,0,0.25,0.42857142857142855,SouthCarolina4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1.375,4,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,E,3,3,0.8333333333333334,combined,0,0,0,1,0.0,0.0,2.0,0,1,7,73.85714285714285,0,0,0.2333333333333333,5,2,Midday,8,8,Set3,0,0,0,0.3333333333333333,0.2857142857142857,SouthCarolina4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,1.5714285714285714,5,derived_from_DR,,0.0,0
