state,date,triad,vt_triad,support_count,hot_hits,superhot_hits,vertical_hits,set1_hits,col1_hits,precol1_hits,vt_straight_hits,vt_only_lane_hits,guard_hits,literal_hits,variant_span,set_span,column_span,score_mean,score_max,evidence_tags
Ohio4,2025-06-24,679,235,47,47,18,5,36,10,16,33,9,1,24,3,3,7,21.933,35.95,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vertical5,vt_only_lane,vt_straight"
Ohio4,2025-06-24,034,145,41,41,15,4,35,12,4,23,5,1,12,3,3,7,20.348,35.25,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-24,368,244,33,33,10,5,25,2,12,20,2,0,14,3,3,7,20.617,34.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical5,vt_only_lane,vt_straight"
Ohio4,2025-06-24,347,345,46,46,11,4,35,1,10,22,0,0,13,3,3,7,19.722,33.75,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_straight"
Ohio4,2025-06-24,199,25,27,27,0,4,12,1,7,14,0,0,12,3,3,7,21.57,32.3,"col1,funnel_precol1,hot12,hot16,hot20,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,vertical1,vertical2,vertical4,vt_straight"
Ohio4,2025-06-24,257,133,16,16,10,4,16,6,5,14,13,0,0,1,1,5,22.431,31.75,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-24,027,133,21,21,10,4,19,6,6,19,10,0,5,2,3,5,23.524,31.55,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-24,025,113,59,59,23,4,54,8,18,38,26,0,0,3,3,7,19.34,31.55,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-24,255,13,68,68,24,4,53,12,23,33,7,0,2,3,3,7,19.762,30.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-24,055,11,56,56,20,4,45,9,19,32,7,0,0,3,3,7,19.349,30.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-24,012,123,38,38,16,3,35,6,11,28,17,0,0,3,3,7,18.872,30.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-24,455,15,64,64,17,3,42,6,24,25,2,0,0,3,3,7,18.82,30.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-24,245,135,60,60,15,3,43,5,18,23,4,0,0,3,3,7,18.659,30.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-24,045,115,34,34,12,3,25,2,11,21,14,0,0,3,3,7,18.397,30.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-24,014,125,41,41,12,3,34,3,11,19,8,0,0,3,3,7,18.343,30.95,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-24,124,235,39,39,13,2,29,4,12,18,14,1,4,3,3,7,18.949,30.75,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vt_only_lane,vt_straight"
Ohio4,2025-06-24,008,14,54,54,14,4,38,3,9,19,16,0,0,3,3,7,17.082,30.7,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-24,224,35,28,28,12,3,28,3,15,16,0,0,0,3,1,7,19.882,30.65,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical3,vt_straight"
Ohio4,2025-06-24,225,13,42,42,20,4,42,10,17,23,4,0,0,3,1,7,19.746,30.65,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Ohio4,2025-06-24,122,23,29,29,15,3,29,7,10,19,10,0,0,3,1,6,19.447,30.65,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Ohio4,2025-06-24,589,145,31,31,5,3,25,0,2,11,10,1,0,3,3,7,17.202,25.1,"funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
