area,col,degenerate.empty,dr.win_drop_digit,dr.win_drop_exact,dr.win_drop_vtrac,dr.win_exact,dr.win_family_exact,dr.win_family_vtrac,dr.win_final_value,dr.win_step_drop_exact,dr.win_step_drop_vtrac,dr.win_step_exact,dr.win_step_family_exact,dr.win_step_family_vtrac,dr.win_step_vtrac,dr.win_variant,dr.win_vtrac,dr.win_vtrac_local_index,draw,final.canon3,final.len_is1,final.len_is2,final.len_is3,final.value,final_3canon,method,method.agree_count,methods.core_agreement,methods.early_fraction,mode,mode.agree_core,mode.len_delta_abs,mode.only_one,mode.time_to3_delta_abs,perm.count,perm.density,post3_span,pre.core3_hint,pre.mirror_pair,pre.orig_unique,score,sec.consensus_any,sec.consensus_strong,sec.pairwise_jaccard,sec.time_to3_max,sec.time_to3_min,section,sequence.steps_kept,sequence.steps_total,set,set.linger,set.memory_strength,set.repeat_new_box,stability.order_cue,stability.survival_frac3,state,tail.exact_len3,tail.final_len,tail.final_unique,tail.unique2,tail.wobble,terminal.is_3value,terminal.len,terminal.len_is1,terminal.len_is2,terminal.len_is3,terminal.unique,terminal.unique_1,terminal.unique_2,time_to_3,time_to_3_fast,traj.early_terminal,traj.first3,traj.reduction_slope,traj.time_to_3,vtrac.hot_source,vtrac.set,vtrac.v_hot,xcol.agree_count
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,A,6,6,1.0,own,0,0,0,2,0.0,0.0,4.0,0,1,6,100.0,0,0,0.611111111111111,6,3,Midday,8,8,Set3,0,0,0,0.3333333333333333,0.5,NewYork4,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,3,1.5714285714285714,3,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,A,1,1,0.8333333333333334,combined,0,0,0,2,0.0,0.0,8.0,0,1,6,56.833333333333336,1,1,1.0,11,5,Midday,10,14,Set3,0,0,0,0.3333333333333333,0.3333333333333333,NewYork4,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,5,1.2222222222222223,5,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,B,6,6,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,6,100.0,0,0,0.2888888888888889,2,2,Midday,8,8,Set3,0,0,0,0.3333333333333333,0.5,NewYork4,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,1,2,1.5714285714285714,2,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,B,1,1,0.8333333333333334,combined,0,0,0,0,0.0,0.0,11.0,0,1,6,55.74999999999999,0,0,0.16666666666666666,3,2,Midday,5,14,Set3,0,0,0,0.5,0.16666666666666666,NewYork4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,2.75,2,derived_from_DR,,0.0,1
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,C,6,6,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,6,100.0,0,0,0.16666666666666666,2,1,Midday,8,8,Set3,0,0,0,0.3333333333333333,0.5,NewYork4,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,1,2,1.5714285714285714,2,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,C,1,1,0.8333333333333334,combined,0,0,0,0,0.0,0.0,3.0,0,1,6,68.5,0,0,0.5,2,1,Midday,3,3,Set3,0,0,0,1.0,0.0,NewYork4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,2,5.5,-1,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,D,6,6,1.0,own,0,0,0,1,0.0,0.0,4.0,0,1,6,100.0,0,0,0.37222222222222223,3,2,Midday,8,8,Set3,0,0,0,0.3333333333333333,0.5,NewYork4,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,3,1.5714285714285714,3,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,D,1,1,0.8333333333333334,combined,0,0,0,1,0.0,0.0,11.0,0,1,6,68.58333333333333,0,0,0.16666666666666666,2,2,Midday,7,14,Set3,0,0,0,0.25,0.5,NewYork4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1.8333333333333333,2,derived_from_DR,,0.0,0
LS1,7,0,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,49,0,1,0,94,49,E,6,6,1.0,own,0,2,0,0,2.0,0.5,4.0,0,1,6,100.0,0,0,0.39999999999999997,3,2,Midday,8,29,Set3,0,0,0,0.3333333333333333,0.5,NewYork4,0,2,2,1,2,1,2,0,1,0,2,0,1,3,1,1,3,1.2857142857142858,3,derived_from_DR,5,0.18328445747800587,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,E,1,1,0.8333333333333334,combined,0,2,0,0,0.0,0.0,11.0,0,1,6,68.46428571428572,0,0,0.3,3,3,Midday,8,15,Set3,0,0,0,0.25,0.5,NewYork4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1.5714285714285714,3,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,T,6,6,1.0,own,0,0,0,0,0.0,0.0,5.0,0,1,6,100.0,0,0,0.16666666666666666,2,1,Midday,8,8,Set3,0,0,0,0.3333333333333333,0.5,NewYork4,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,1,2,1.5714285714285714,2,derived_from_DR,,0.0,0
LS1,7,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,T,1,1,0.8333333333333334,combined,0,0,0,0,0.0,0.0,3.0,0,1,6,51.749999999999986,0,0,0.16666666666666666,2,1,Midday,5,6,Set3,0,0,0,0.5,0.16666666666666666,NewYork4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,2.75,2,derived_from_DR,,0.0,0
LS1,6,1,,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Midday,0,-1,Draw1,,0,0,0,,,A,6,6,1.0,own,0,0,0,2,0.0,0.0,4.0,0,1,6,100.0,0,0,0.39999999999999997,5,3,Midday,8,8,Set3,0,0,0,0.3333333333333333,0.5,NewYork4,1,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,3,1.2857142857142858,3,derived_from_DR,,0.0,0
